#除夕不放假#,Query time: 2023-12-17 23:12:54
除夕调休后，我的“年”也没了。,10月27日 18:48
每到过年就害怕，时间过的真快 ,10月27日 18:26
除夕不放假！回顾最好看的除夕大战，C罗教育姆巴佩内马尔。2018年皇马5-2巴黎,10月27日 18:15
2024年春晚超前点播🈶,10月27日 18:06
小孩哥说的都是我的心里话啊！,10月27日 18:05
什么？！除夕不放假？！今年除夕竟然还要上班 OMG天已经够冷了，心更冷了得去不倒翁吃一碗板栗烧麻鸭才能好的那种板栗的糯香和鸭子的椒麻交替着刺激味蕾除夕都不放假了，你要是不来试试这道菜我都小豆豆都要流下来啦什么？！除夕不放假？！今年除夕竟然还要上班 OMG天已经够冷了，心更冷了得去不倒翁吃一碗板栗烧麻鸭才能好的那种板栗的糯香和鸭子的椒麻交替着刺激味蕾除夕都不放假了，你要是不来试试这道菜我都小豆豆都要流下来啦,10月27日 18:00
除夕竟然不放假,10月27日 17:34
2024年一共调休补班8天，补班8天意味着一年12个月，我有2个月/8周是单休，其实我很想问一下，就是说这8天给我们放了又怎么样？2024年春节，说是8天最长春节，其中3天是周末，再补班2天，实际春节3天假，这可是中华文化沉淀下来的最大节日阿！！！只配3 2024年一共调休补班8天，补班8天意味着一年12个月，我有2个月/8周是单休，其实我很想问一下，就是说这8天给我们放了又怎么样？2024年春节，说是8天最长春节，其中3天是周末，再补班2天，实际春节3天假，这可是中华文化沉淀下来的最大节日阿！！！只配3天假吗？中华传统节日国家都不重视，我们普通人民有心无力，各种补班也是在怕提高用人成本的情况下，又想凑小长假带动经济发展，简单来说就是边剥削我们边希望我们带动经济，中国人何苦为难中国人？很多社会问题从根本上就错了，你试试多放一点假？你试试提高用人成本？你试试多给企业一些扶持，而不是口头鼓励？你试试降低房价？幸福感提升了，结婚率生育率自然就上去了！工资不高，房价不低，假期也不多，自己都过不好，根本不想让孩子也来这个世界上受苦呢,10月27日 17:23
小孩哥简直就是我的嘴替,10月27日 17:18
今年除夕夜，打工人和宠物怎么过？1️⃣ 除夕夜工作太忙没空闲？☑️C115W橄榄球、C113W逗猫棒解决宠物🐶🐱陪伴问题，让你专心工作🖥️2️⃣ 除夕夜方案难改要熬夜😫？☑️C77·立方体猫窝⛺可折叠的舒适单身套间就算你键盘⌨️敲到飞起也不影响猫咪睡觉💤3️⃣ 除夕 今年除夕夜，打工人和宠物怎么过？1️⃣ 除夕夜工作太忙没空闲？☑️C115W橄榄球、C113W逗猫棒解决宠物🐶🐱陪伴问题，让你专心工作🖥️2️⃣ 除夕夜方案难改要熬夜😫？☑️C77·立方体猫窝⛺可折叠的舒适单身套间就算你键盘⌨️敲到飞起也不影响猫咪睡觉💤3️⃣ 除夕夜通勤太久堵高速🚗？☑️C92·中控车载包👜回家路上，就算一堵千里也不怕爱宠乱窜不听话——年三十，让我们在公司开开心心上年班热热闹闹包饺子🥟坨坨提前祝大家新年快乐🎉万事如意，龙年大吉🐉,10月27日 16:58
当我们在“激烈”讨论的时候我们的周边的世界是这样的……天天喊的“PEACE AND  LOVE”怎么就变成“REST IN PEACE ”了！,10月27日 16:50
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈春节放12天假！！我爱公司！！我爱粉笔！！我爱工作！！,10月27日 16:04
我公司代表文化行业带头卷起来，确保除夕放假，并且保证每年员工的春节假期不低于12天，让我司员工避开春运高峰期回家团年。 ,10月27日 15:41
想着今年除夕可以和公司的同事一起过，小渔真是太...开心（难过）了！家回不了了，年夜饭总得吃吧这不得整一只大花龙来解解馋？准备：一只肥美的大花龙洗净切块、蒜末、小米辣、葱花、粉丝（提前泡软）蒜蓉酱：起锅烧油，油可以多放一些，下入蒜末小米辣炒香，全程开中小火，防止炒焦发苦， 想着今年除夕可以和公司的同事一起过，小渔真是太...开心（难过）了！家回不了了，年夜饭总得吃吧这不得整一只大花龙来解解馋？准备：一只肥美的大花龙洗净切块、蒜末、小米辣、葱花、粉丝（提前泡软）蒜蓉酱：起锅烧油，油可以多放一些，下入蒜末小米辣炒香，全程开中小火，防止炒焦发苦，加入适量白糖、生抽、耗油调味提鲜，翻炒均匀后盛出备用。做法：将粉丝铺在盘底，龙虾肉按造型摆放好，在龙虾肉和粉丝上均匀铺抹上蒜蓉辣酱，水开上锅蒸10分钟左右，出锅撒上些许葱花，淋入热油激发香味。上桌开吃，眼里的泪水瞬间就从嘴边流了出来,10月27日 15:21
引用一段在微博看到的话“很多人也不是真的在乎这一天两天的。而是从小到大一直被灌输的概念崩塌了。一直说过年很重要，团圆饭很重要，很多人奔赴万里也要回家过年。是一种精神象征。现在直接告诉你，这一点也不重要，没有人在乎你是不是真的能在这一天放假，这根本不重要。是一种观念的 引用一段在微博看到的话“很多人也不是真的在乎这一天两天的。而是从小到大一直被灌输的概念崩塌了。一直说过年很重要，团圆饭很重要，很多人奔赴万里也要回家过年。是一种精神象征。现在直接告诉你，这一点也不重要，没有人在乎你是不是真的能在这一天放假，这根本不重要。是一种观念的冲击。我是觉得难以接受”,10月27日 14:49
【2024放假安排公布安全指南先备好】，你有没有居家出游的打算呢？提前安利大家一份假期出行消防安全指南，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月27日 14:30
【？】近日，据国务院消息，2024年春节放假具体安排为：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日（星期日）上班。鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。春节，我国最重要的传 【？】近日，据国务院消息，2024年春节放假具体安排为：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日（星期日）上班。鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。春节，我国最重要的传统节日之一，同时也是放假最长时间的节日之一。备受瞩目的春节放假通知一出，有些网友们却并不高兴，特别是对于“除夕不放假”这一点表达了自己的不理解和惋惜。虽然放假通知鼓励各单位结合带薪年休假等制度，落实除夕的“弹性假期”，但是没有了法定节假日的保障，有多少单位能做到是个未知数。往年除夕坚守岗位的工作人员都会有加班费，但2024 年放假安排一公布，有保障的加班费也就随之取消。我国是人口大国，外省流动务工人数不是一个小数，如果除夕不能返乡，又不得不坚守岗位，加班费对务工者来说更显人文关怀。更何况，2024年的春节可能是很多人疫情之后第一次能和家里人团聚的春节。除夕夜承载了太多人们对春节的期待——吃年夜饭、看春晚、跨年夜等等，没有了除夕夜的团聚，可能很多人都会放弃回家过年。为了更多的人们回家过年而坚守岗位的劳动者，不管他们属于哪个行业，享受包含除夕在内的春节假期工作和生活，更为合理。（文/吕佳颖）,10月27日 13:36
在自己国家被压榨而我们不妨去看看资本主义的本质实质，资本家继续压榨着工人的剩余劳动力，众所周知，美国人家有福利政策，那么现在谁才是资本家，谁到底是披着羊皮的狼，一眼了然了吧对不起，如果我有钱，我真的很想这辈子就当美国人，越学政治，越觉得 在自己国家被压榨而我们不妨去看看资本主义的本质实质，资本家继续压榨着工人的剩余劳动力，众所周知，美国人家有福利政策，那么现在谁才是资本家，谁到底是披着羊皮的狼，一眼了然了吧对不起，如果我有钱，我真的很想这辈子就当美国人，越学政治，越觉得他们的做法恶心,10月27日 13:27
到底是那些煞臂安排的除夕不放假？？？本来那些无良公司就已经一次次的调休克扣假期了，这回好，除夕不放了，调休都不用了。我真服了，驴拉磨也得休几天吧？传统文化这么多年，说改就给改了？春节也取消了吧！过啥年啊，谁要给谁得了！建议公司给休，你建议那么好使吗？你规定都不好使，还 到底是那些煞臂安排的除夕不放假？？？本来那些无良公司就已经一次次的调休克扣假期了，这回好，除夕不放了，调休都不用了。我真服了，驴拉磨也得休几天吧？传统文化这么多年，说改就给改了？春节也取消了吧！过啥年啊，谁要给谁得了！建议公司给休，你建议那么好使吗？你规定都不好使，还建议上了...都别活了，地球爆炸，宇宙爆炸，带你们这些老壁灯下地狱！,10月27日 13:13
除夕为什么不放假，那年夜饭谁来做？传承了这么久的传统说丢就丢，春节就放八天，这休的和没休有什么区别，难道过年不去走亲戚？光走亲戚不不止要一周了吧，难道这也是糟粕？这些都不传承了？等时间越长是不是就要取消春节了？那我们的中华民族上下五千年的优秀传统文化是不是也会逐渐的被 除夕为什么不放假，那年夜饭谁来做？传承了这么久的传统说丢就丢，春节就放八天，这休的和没休有什么区别，难道过年不去走亲戚？光走亲戚不不止要一周了吧，难道这也是糟粕？这些都不传承了？等时间越长是不是就要取消春节了？那我们的中华民族上下五千年的优秀传统文化是不是也会逐渐的被遗忘？,10月27日 12:51
好好好这么调休是吧？ 其实我建议大家不要吃一日三餐，这样吃饭太碎片化了，不能衔接，形成很多“单蹦”。我建议大家三日吃一餐，把餐集中起来吃，这样吃饭总量不变，还避免了吃饭碎片化。错峰吃饭还避免了饭点的拥挤，这样更具有灵活性，还能让你一次吃饱，吃爽，促进消 好好好这么调休是吧？ 其实我建议大家不要吃一日三餐，这样吃饭太碎片化了，不能衔接，形成很多“单蹦”。我建议大家三日吃一餐，把餐集中起来吃，这样吃饭总量不变，还避免了吃饭碎片化。错峰吃饭还避免了饭点的拥挤，这样更具有灵活性，还能让你一次吃饱，吃爽，促进消费，一举多得。,10月27日 12:47
【张雪峰公司2月只上7天班，哈佛大学医学院：放假让人“重返”年轻】2024年放假安排已经出炉，大家对此怎么看？值得一提的是：春节连休8天，但2月9日除夕不在春节假期之内，对此张雪峰老师透露，自己的公司放18天假，加上“上四休 【张雪峰公司2月只上7天班，哈佛大学医学院：放假让人“重返”年轻】2024年放假安排已经出炉，大家对此怎么看？值得一提的是：春节连休8天，但2月9日除夕不在春节假期之内，对此张雪峰老师透露，自己的公司放18天假，加上“上四休三”，明年二月份只用上班7天。除夕还留守公司，多么悲伤的画面啊，难道让我除夕在公司包饺子吗！有形中增加了我们的心理和身体压力，压力催人老这句话那可太真了。有研究表示，压力会导致50%衰老标识。来自美国耶鲁大学的 Rajita Sinha 团队也发表过相关研究性论文，利用「表观遗传时钟」方法，探索了压力是否会加速年轻和健康人群的衰老，发现压力确实会使人老得更快，但个体可以通过加强情绪调节和自我控制来缓解这些负面影响。换句话说，人的心理弹性越强，他们活得更长寿、更健康的可能性就越大。好的，我会催眠自己😇而在今年，美国哈佛大学医学院的Vadim N. Gladyshev、美国杜克大学医学院的James P. White等人发现，生理年龄不是单向增长的，是可以短期波动的。当压力得到缓解（懂了，要放假）时，生理年龄可以在几天至几个月内完全或部分恢复。今天周五了，同志们坚守住，明天我们就“重返”十八了！,10月27日 12:30
无非就是拍屁股做决定的不可言说之物根本不用挤各种交通工具回家，人家天天晚上回家，根本没考虑过很多打工人背井离乡。然后就是把矛盾转移到公司和员工之间，公司要是都有良心，石头都能开花。你那春晚也别办了，浪费钱还无聊得要命，我怕大家除夕晚上挤高速的时候看会睡着无非就是拍屁股做决定的不可言说之物根本不用挤各种交通工具回家，人家天天晚上回家，根本没考虑过很多打工人背井离乡。然后就是把矛盾转移到公司和员工之间，公司要是都有良心，石头都能开花。你那春晚也别办了，浪费钱还无聊得要命，我怕大家除夕晚上挤高速的时候看会睡着懂了，这一天就是我们超越美国的关键时期，把《遥遥领先》打在公屏上。,10月27日 12:28
【】据中新经纬报道：10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024 【】据中新经纬报道：10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024年春节也存在调休的问题，实际上国家发改委的工作人员做了充分的调研，召开了专家座谈会等，最后做出这样一个安排是非常进步的，因为它很人性化，充分考虑了节前节后工作与休闲的关系，两头都是工作6天而非7天以上。王琪延表示，从改革方案上讲，通过落实带薪休假，把权力下放给企业和员工，让他们协商，在不影响企业正常运行的条件下，做出合理的时间安排，让他们得到充分的休息。王琪延认为，“我国的劳动生产率在全世界应该是中等水平，所以每年还可以增加20天左右的休假时间，因此我一再提倡‘做四休三’。我们可以实行两天半的休假时间，最终达到‘做四休三’的节假日安排。,10月27日 11:28
这话题会这么爆炸，给人一种微博80%会说话的人是不是第一年脱离学校寒假来过春节的感觉关键很多参与的大V也都是40+了，这么能随着年轻人心意跳脚吗实际上从2001到2023的23年间，除夕开始放假的有15年，初一开始放假的有8年，除去2020年特殊情况春节假期有10天以外，余下2 这话题会这么爆炸，给人一种微博80%会说话的人是不是第一年脱离学校寒假来过春节的感觉关键很多参与的大V也都是40+了，这么能随着年轻人心意跳脚吗实际上从2001到2023的23年间，除夕开始放假的有15年，初一开始放假的有8年，除去2020年特殊情况春节假期有10天以外，余下22年都是7天，也就是2024的8天假期是除2020外最长的一年这里没有说除夕放假好的意思，也不觉得8天假就够用，只是纯粹指出初一放假并不是2024首创，而是打破15年之后连续9年的除夕放假惯性工厂是没有开工到春节假期前一天的，每年节后工人返厂意愿是工厂老板们关心的大事，所以节前也都早些停工安排大家回家过年一般私企在这种所有人无心工作的日子也会做顺水人情，按年假给大家除夕放假还是不扣年假直接大家早回家纯看老板觉悟要求所有人除夕坐班的私企如果不是福利给足那也是人心尽失了，这样的单位员工不走，春节外的其他日子也是被压榨的份儿体制内、国企人员基本不用多想，基本就是这8天，如果不用值班的话快递、医院、网约车这些行业，大家就2月份继续正常上班咯,10月27日 11:23
到底谁研究的除夕不放假，难道真的差这一天吗？,10月27日 11:08
其实99%的公司都会放假，工厂放的更早，起码提前一周就放了，有些工厂提前半个月都不接订单了。规定是规定，但没有哪个单位会让员工除夕上班的，也不会扣这天的工资。有些营销号只是用用这个话题制造流量罢了，真的觉得没必要带节奏。名正言顺的多一天假不行吗？有些人张口就来，不应该调 其实99%的公司都会放假，工厂放的更早，起码提前一周就放了，有些工厂提前半个月都不接订单了。规定是规定，但没有哪个单位会让员工除夕上班的，也不会扣这天的工资。有些营销号只是用用这个话题制造流量罢了，真的觉得没必要带节奏。名正言顺的多一天假不行吗？有些人张口就来，不应该调休，应该放半个月。其实除了零售业餐饮的基层员工放假晚，其他行业没那么晚。超市餐饮放半个月的假，景区也放假，你去哪里玩去哪里吃饭和购物呢？能放假半个月，能不调休吗？你也放假，基层员工不应该放吗？大家都放假，你又会说生活不方便了。真的张口就来。,10月27日 10:56
除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不 除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假除夕为什么不放假,10月27日 10:56
家人们谁懂啊，没经历过春运抢票，这出个差回去还得抢票国庆用去哪er抢票成功，赶紧和大家分享下！候补诊断真的超好用，到时候春节抢票我还用去哪er！！大家可以去哪儿搜2。1。。8。1。。6。1看看#除夕不放假 家人们谁懂啊，没经历过春运抢票，这出个差回去还得抢票国庆用去哪er抢票成功，赶紧和大家分享下！候补诊断真的超好用，到时候春节抢票我还用去哪er！！大家可以去哪儿搜2。1。。8。1。。6。1看看,10月27日 10:18
听说去哪儿的候补诊断功能准确率能达到95%，上面显示我明天能候补成功，我看看到时候会不会真如它预测的那样，蹲一波！在去哪儿嗖2。1。8。1。6。1！你们也可以测一下听说去哪儿的候补诊断功能准确率能达到95%，上面显示我明天能候补成功，我看看到时候会不会真如它预测的那样，蹲一波！在去哪儿嗖2。1。8。1。6。1！你们也可以测一下,10月27日 10:08
【放假通知！注意啦！】2024年假期日历来啦！这份日历有没有让你满意呢？一键转发博文吧！（via.中国政府网）,10月27日 09:42
【放假通知！注意啦！】刚刚！国务院办公厅发布《国务院办公厅关于2024年部分节假日安排的通知》。2024年假期日历来啦！一起转发博文！（via.中国政府网）,10月27日 09:42
有人心里想：漂亮国都不放假呢！给你们放假了，不知道感恩戴德，还挑肥拣瘦的 ,10月27日 08:48
天大地大，不如老板的权力大。海深洋深，不如专家的道行深。假日办是国人幸福的宝，谁要是反对它，谁就是我们的敌人。 ,10月27日 08:25
一个政策的出台，虽然有时候未必能兼顾全部人的利益，但是不是只需要考虑和照顾到大多数人的利益就值得鼓掌欢呼。如果只需要照顾大多数人，那么解决人口老龄化的问题，可以打击高龄群体恶意领取养老金，遏制慢性病群体恶意参加医保，避免中老年群体与青壮年抢夺劳动岗位。可好？放不 一个政策的出台，虽然有时候未必能兼顾全部人的利益，但是不是只需要考虑和照顾到大多数人的利益就值得鼓掌欢呼。如果只需要照顾大多数人，那么解决人口老龄化的问题，可以打击高龄群体恶意领取养老金，遏制慢性病群体恶意参加医保，避免中老年群体与青壮年抢夺劳动岗位。可好？放不放都定了，做政策调整的尝试就坦诚是尝试，其实都是各方利益的博弈，未必能顾到方方面面。但是一群捧臭脚的教育群众去体会领导为你好的“良苦用心”，就挺恶心了。除夕不放假就不放吧，但是要是有些部门违规放假没有人在岗办事，可得问个一二三了。,10月27日 08:18
其实这对我们还真没有影响，毕竟一直都是提前放假的，也就没有关注这个问题昨天听到收音机里解释，是为了倒逼企业多放假，从而增加放假时间不食人间烟火的专家们呀，也不知道你们是想帮人还是想坑人，便宜哪有两头占，不上班当然就要扣工资了，还好好的全勤也被坑了其实这对我们还真没有影响，毕竟一直都是提前放假的，也就没有关注这个问题昨天听到收音机里解释，是为了倒逼企业多放假，从而增加放假时间不食人间烟火的专家们呀，也不知道你们是想帮人还是想坑人，便宜哪有两头占，不上班当然就要扣工资了，还好好的全勤也被坑了祸害呀！,10月27日 07:59
我想了几天都想不明白为什么除夕不放假，到底是谁想出来的💩主义。明知道这个出来后肯定会遭所有人反对和漫骂，还是一意孤行，就是跟老百姓对着干，你看不惯我但又惹不起我，吹咩，简直充满着自大和傲慢。中国老百姓可以说是世界上最听话最忍耐的人了，硬是被逼得断子绝孙。但凡那些高 我想了几天都想不明白为什么除夕不放假，到底是谁想出来的💩主义。明知道这个出来后肯定会遭所有人反对和漫骂，还是一意孤行，就是跟老百姓对着干，你看不惯我但又惹不起我，吹咩，简直充满着自大和傲慢。中国老百姓可以说是世界上最听话最忍耐的人了，硬是被逼得断子绝孙。但凡那些高高在上的人下凡听听老百姓的心声，也不至于做出这么个恶心人的玩意出来。就是欺负老百姓不会反抗。,10月27日 07:44
放不放假和我们医生有啥关系，每年反正我们当医生都没个正经的过年假,10月27日 07:42
这还能叫过中国年么？,10月27日 06:53
其实我觉得放假这个话题挺无语的，就拿这个春节假期来说，以前春节假期初一到初七，除夕不放假，舆论一顿喷。好了，后来改成大年三十到初六，舆论又来了，原来的除夕是名义上班但多数人可以不去或冒个泡就撤了，新方案相当于减少一天假期。好，喷了几年，做方案的人绞尽脑汁迎合公众，想 其实我觉得放假这个话题挺无语的，就拿这个春节假期来说，以前春节假期初一到初七，除夕不放假，舆论一顿喷。好了，后来改成大年三十到初六，舆论又来了，原来的除夕是名义上班但多数人可以不去或冒个泡就撤了，新方案相当于减少一天假期。好，喷了几年，做方案的人绞尽脑汁迎合公众，想出来八天方案，外加除夕可以摸鱼，以为大家满意了，结果一着不慎除夕再次成为了靶子。其实假期这个话题，永远没有完美方案，就像工资，大家永远没有满足的一天，如果有人提议把企业资产给全体职工分了，支持率一定99%以上…,10月27日 06:49
你你你居然说调休是必须的！你把我气死算了！,10月27日 06:42
（假想态）如果因为除夕的调休导致所有人在除夕那天集体离职会不会失业率达到百分百呢，但是不可能，因为家里有各种贷款，人要钱，要工资，很多人不可能因为一时的生气导致自己养不起家，承担不起责任，所以只能默默吞下这块“美味”的蛋糕🍰，看着挺甜，但是脱离群众，没有人味。没有人会因此反抗自 （假想态）如果因为除夕的调休导致所有人在除夕那天集体离职会不会失业率达到百分百呢，但是不可能，因为家里有各种贷款，人要钱，要工资，很多人不可能因为一时的生气导致自己养不起家，承担不起责任，所以只能默默吞下这块“美味”的蛋糕🍰，看着挺甜，但是脱离群众，没有人味。没有人会因此反抗自己作为人民的权益，这个“仙境”早就不是人民的“仙境”了，我感念国给我带来安全的生活，我感念国给我们平等的权益，但是仿佛已经变了很多，我爱国，骨子里的爱，我容不得别的旁人去辱骂，去诋毁，我会失去素质的破口大骂那些辱骂者，但是，得知除夕不放假的消息的时候，一边诚惶诚恐，一边又下意识的会想日本安插的十万人是不是有人混进去了，这对国来说，很危险，很担忧。但是国，总是会清理害虫的吧，我深知这个世界不可能没有害虫，所以只下意识期盼能够早日康复,10月27日 04:19
屁大点事，还有个专门的部门一群人研究开会调研怎么放假，最搞笑的是这么一群人忙乎一年拿出这么一个方案，国家有这人力物力多关注关注人民现状好吗？8小时工作落实了吗，加班费有吗？我每天回家工作三四个小时，公司还规定未经上级领导批准的加班不算加班，你看看这帮资本家还说人话吗？ 屁大点事，还有个专门的部门一群人研究开会调研怎么放假，最搞笑的是这么一群人忙乎一年拿出这么一个方案，国家有这人力物力多关注关注人民现状好吗？8小时工作落实了吗，加班费有吗？我每天回家工作三四个小时，公司还规定未经上级领导批准的加班不算加班，你看看这帮资本家还说人话吗？把出息放不放假交给资本家决定可真行，知道为什么生育率降低吗？我们努力一辈子只为了某些人过上衣食无忧岁月静好的日子，然后我生的孩子还要努力一辈子继续供某些人的孩子，吃不到时代红利能实现阶级跃迁的人有多少，劳动法还不如野生动物保护法，既得利益者视而不见无所谓，历史会给你教训,10月27日 01:06
滚呗我和工作有点太暧昧了，我也不上春晚就想回家躺着，这个逼班谁爱上，这个逼世界谁在统治，这个逼调休谁在决定，之前调休连上八天班上的我精神失常，现在和我说除夕不上班，想摧毁一位美丽善良大方乐观阳光开朗的青年，如果不爱，就别伤害，冷漠的让我无比失落，这个逼调休，滚出这个世 滚呗我和工作有点太暧昧了，我也不上春晚就想回家躺着，这个逼班谁爱上，这个逼世界谁在统治，这个逼调休谁在决定，之前调休连上八天班上的我精神失常，现在和我说除夕不上班，想摧毁一位美丽善良大方乐观阳光开朗的青年，如果不爱，就别伤害，冷漠的让我无比失落，这个逼调休，滚出这个世界滚出整个地球滚出整个宇宙，我现在只想和我的爱人—除夕夜，牵手拥抱，我有什么错，我就想和我的亲人—床，共度假期，我有什么错，是道德的沦丧还是人性的扭曲，我做了什么要把我和我的爱人家人分开，是我的错是我不该与工作暧昧，是我给调休的爱过了火，🌿泥🐴，➖🔥，谁发明的调休到底,10月27日 00:50
除夕不放假，究竟是谁提出来的？这种破坏中华传统的奇葩东西，究竟是怎么样登堂入室的？这几年，很多乱七八糟的东西搞出来，与中华的传统相悖，这里面，大有文章啊！ ,10月27日 00:42
为什么叫过年呢，因为过得是从旧年到新年的那个过程，这个过程需要烟花，需要爆竹，也离不开饺子汤圆，更离不开在外的游子回家的心。从某一年开始，除夕不在作为节日放假了，虽然某些人说我们鼓励公司在除夕放假，可是大家都知道，还是会有很多公司除夕真的安排工作。当我看到除夕不放假的消息时，我 为什么叫过年呢，因为过得是从旧年到新年的那个过程，这个过程需要烟花，需要爆竹，也离不开饺子汤圆，更离不开在外的游子回家的心。从某一年开始，除夕不在作为节日放假了，虽然某些人说我们鼓励公司在除夕放假，可是大家都知道，还是会有很多公司除夕真的安排工作。当我看到除夕不放假的消息时，我一边庆幸自己单位不这么干，一边又在想那些除夕不放假的人该有多么的想家呀。如今年味越来越淡，渐渐的都不知道到过年到底在过什么。没有了舞龙舞狮，部分地区也不让放烟花爆竹了，春节渐渐丢失了他的那一份烟火气。,10月27日 00:23
这是干啥呢，除夕不放假那你放啥呢！你们官家自己都想在大年三十回家吃团圆饭吧，喵的，我们外地打工人不用吗！giao，你这就是让公司把我们往死里压榨呗。过年过的啥，最重要的不就是除夕那顿团圆饭吗，你这倒好，直接给我砍断，谁大年三十还上班啊，我明星上春晚吗，人那半小时几十W，我 这是干啥呢，除夕不放假那你放啥呢！你们官家自己都想在大年三十回家吃团圆饭吧，喵的，我们外地打工人不用吗！giao，你这就是让公司把我们往死里压榨呗。过年过的啥，最重要的不就是除夕那顿团圆饭吗，你这倒好，直接给我砍断，谁大年三十还上班啊，我明星上春晚吗，人那半小时几十W，我们呢，半小时十几块。真是无语，打着多一天假期的旗子，还得让我感谢你？实际就是让我们多上点班，靠压榨我们打工人来帮你恢复经济吗。再这样那咱们就别提过年了，也别说啥传统节日了，过啥呀，又让那韩国棒子去申遗得了。真无语！！！气死我了！！！,10月27日 00:02
如何看待除夕不放假？ ,10月28日 23:29
离谱！2024年除夕不放假！,10月28日 23:03
我都不明白了，为什么领导层的人还要关心我们底层老百姓的死活啊？要我说，从今年起，直接取消春晚和有关过年的一切物品与活动，（最好顺带着取消一年11天的法定节假日）大家一年365天都不要放假，什么单休双休的，统统取消掉，最好晚上睡觉的时间也拿来工作，反正工作是干不完的等所有底层老百姓都累 我都不明白了，为什么领导层的人还要关心我们底层老百姓的死活啊？要我说，从今年起，直接取消春晚和有关过年的一切物品与活动，（最好顺带着取消一年11天的法定节假日）大家一年365天都不要放假，什么单休双休的，统统取消掉，最好晚上睡觉的时间也拿来工作，反正工作是干不完的等所有底层老百姓都累死后，那些“有钱人”也能够高枕无忧了，我们这些“社畜”也“放心”啦,10月28日 22:34
除夕夜不放假团圆饭成奢望，年味越来越淡,10月28日 21:24
【】10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024 【】10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024年春节也存在调休的问题，实际上国家发改委的工作人员做了充分的调研，召开了专家座谈会等，最后做出这样一个安排是非常进步的，因为它很人性化，充分考虑了节前节后工作与休闲的关系，两头都是工作6天而非7天以上。王琪延表示，从改革方案上讲，通过落实带薪休假，把权力下放给企业和员工，让他们协商，在不影响企业正常运行的条件下，做出合理的时间安排，让他们得到充分的休息。王琪延认为，“我国的劳动生产率在全世界应该是中等水平，所以每年还可以增加20天左右的休假时间，因此我一再提倡‘做四休三’。我们可以实行两天半的休假时间，最终达到‘做四休三’的节假日安排。,10月28日 20:50
征集车企，看看谁给除夕放假，善待员工,10月28日 20:35
