text,gender,comments,likes,time
理工科不也是服务业？99%的人都是为其他人服务的,-1,0,0,2023-12-12 15:08
我给各位举几个例子看看，马基雅维利，一生在共和国和美第奇家族折腾。洛克，经验论集大成者，在1666年，洛克认识了沙夫堡伯里伯爵，伯爵当时正为肝脏感染疾病所苦，在接受洛克的悉心治疗后相当感激，于是说服洛克成为他的助手。找到新工作的洛克于是在1667年搬进了沙夫堡伯里伯爵于伦敦的住所，兼任他的个人医师。莱布尼兹，1685年起，再受继任的公爵Ernst August所托，莱布尼兹转而开始做其Braunschweig-Lüneburg贵族族谱研究，这也是公爵待他最亲近的时候。莱布尼茨大部分生命是为该家族提供学术的和机要的服务，他同他的亲王的关系甚至比约翰·洛克同奥兰治亲王的关系还要密切。受公爵委托的家族史一直到莱布尼茨去世前都没有完成。卢梭，年轻的卢梭去法国谋求发展，成为一位自命高雅的乡下贵妇人沃伦夫人府中的仆人。他成为这位夫人的干儿子兼情人，学会了上流社会的礼仪，并改信天主教，在修道院生活了一段时间（后又重返新教）。1745年，卢梭在巴黎时，与泰蕾兹·勒瓦瑟相识。后者成为他的情妇，并为他生了5个小孩。卢梭建议“为了泰蕾兹的名声”，将小孩都送到育幼院去。可以说，哲学史上很多大哲学家，基本上三个出路第一个，依附于某个家族或贵族，如莱布尼兹。第二个，自己家里就很有钱的，比如说叔本华，维特根斯坦第三个，自食其力。如康德，斯宾诺莎。而在这里第二个第三个，人数不多，很多都是第一种，就是具有依附性特质，难听的就是“舔“。按照《理想国》的说法，财富自由的意义就在于，亲爱的克法洛斯，我想，一般人是不会以你的话为然的。他们会认为你觉得老有老福，并不是因为你的性格，而是因为你家财万贯。他们会说“人有了钱当然有许多安慰”。有钱的意义就是可以拒绝一些强迫的事情，这才是自由。,1,34,291,2023-12-12 14:54
不符合纯逻辑推导：1.“都是”肯定是错的。（绝大多数毕业生其实都是第三产业，和文科不文科没关系。）2.“舔”是权力阶层和人的欲望决定的。如果你处于权力优势位置，或者无欲无求，都不用舔，和你学什么专业没关系。如果你天赋和资源本来就少，又想上位，都得舔，和专业没关系。3.对很多一代大学生来说，爸妈懂的不多，网红懂的其实也很少，谨慎参考。,1,0,4,2023-12-12 14:32
说文科大多是是服务业没问题，说服务业终归是要“舔”人的也没问题。但说的好像大部分理工课就不用“舔”人了一样。那现在普遍薪资和就业率都比较高的计算机来说，别说是甲方爸爸不满意了，就算是同公司的策划、产品经理、运营不满意程序设计的代码，要程序重做某个功能，程序敢不去改吗？那些大厂动不动996、007自主加班的程序员，那些被领导一个电话叫起来加班修bug的程序员，又何尝不是一种“舔”？换到实体工业，领导说要赶在那个节日前推出新产品，要设计师加班搞；或者销售部门反馈客户对产品的xx性能不满，要求设计部门改设计，设计师敢说你们懂个屁的设计，就按我这一版来吗？人又不是活在真空社会，干那一行都免不了要和人打交道。哪怕是技术、研发之类的岗位，越往上走越要和人打交道，我们就先不提人情世故那一套“歪门邪道”，技术、研发出来的东西，是卖给别人才有价值（工资）的，那肯定要满足买方的需求。就算销售承接了大部分和买方见面扯皮的过程，回过头来销售也不可能自己去改产品啊，转过头来还不是要找自家做产品、研发的人提需求。最多只是一般同公司的人说话客气点，加上被提需求的一般是产品、研发部门的老大，然后再有他们转达给下面干活的人而已。大部分理工科莫名其妙的突然冒出来的工作量，就是领导或其他同事“舔”人失败或太过成功的结果。人家挨骂你干活，然后底下人就觉得自己不用“舔”人，有尊严了？笑话，不过是“舔”的对象换成本部门领导而已。说白了，人活一世，“舔”人行为就避免不了。真说辩那个“舔”的多，那个“舔”的少，只能说同一岗位，不同职级不同单位都有显著区别，哪里是一个文科、理科能统而言之的？拿我自己举例，文科生，先后干过 广告策划（一个月）、补课班助教（半年）、公立学校老师（无编制的，一年半）、补课班销售（一个月）、在某网站当文字编辑（两年）、游戏文案策划（两年半）等岗位。广告策划、补课班销售“舔”人最麻烦，典型的钱少事多，除了练会所谓的人情世故，毛本事学不到。补课班助教大部分“舔”家长的活，是老板和销售在干，我也就“舔舔”学生，劝他们守规矩，少给我找点麻烦而已。但这是个纯粹的体力活，还屁前途没有。公立学校老师、文字编辑、游戏文案策划三个岗位期间，都不需要怎么“舔”人，正常的应付领导就行。其中公立学校老师，大部分麻烦都是领导替我负重前行，因为没有编制，所以体制内的一大堆学习、维稳工作，都不会找我，7点半上班，4点半下班，如果不是离家有单向2小时路程，可以说是我职业生涯里最轻松的活。缺点是体质内的福利也没我的事，一个月就2000块，晋升无望。在某网站当文字编辑的时候，因为顶头上司是纯粹的程序员理科生，产品经理他们也都是理科生，根本不懂写文章的事，也就不怎么敢管我们编辑，毕竟说错话丢人。相比之下，他们更乐意去和程序员撕逼，毕竟他们自己也是干这个的，喷起来一喷一个准。ps：别问我为啥一群编辑的头头会是程序员，互联网公司的事，就是很神奇呢（所以后来那个网站无了，我才要去当游戏策划）。反倒是在游戏公司的顶头上司，人家也是文案策划出身，管理教育起我这种新入行的后辈，那是得心应手（当然，人家说的都是有道理的，我的写文水平，就是被喷着提高的） 当文字编辑和游戏策划的时候，和一堆理科的程序员共事，也没觉得自己比他们更需要和人打交道，毕竟所有项目出了bug都会去找中台程序，但策划只有本项目出事了才会被客服和运营找。其他时候，也就偶尔给程序、美术提提需求而已。真要想劝人学理科，说理科就业率和普遍薪资更高就行了，文科生绝对不反驳。但说文科生要“舔”人，呵呵，都是苦逼打工人，乌鸦何必笑猪黑？,-1,0,3,2023-12-12 14:05
服务业怎么了？制造业又怎么了？谁比谁高贵了？影响你们打工人的本质了吗？能赚钱吃饭就行呗，当然，如果你的追求很高，想为这个国家，想为这个社会，想为整个人类做点什么突出贡献的话，我想你都不会看到这句话，也不会理会他说什么，浪费你的时间。,1,0,0,2023-12-12 13:44
媒体那么急，说明说对了,-1,0,0,2023-12-12 12:57
“文科都是服务业”这话没毛病“理科也是服务业”这话也没毛病只是两者服务对象不同张老师说出了前半句，没说出后半句而已但最怕有人自行补后半句是“理科不是服务业”那出问题就不怪谁了,-1,11,17,2023-12-12 12:40
还有很多人在争论对错，不值得。       相同的问题，值得相同的回答。——————————      如果这样说所有人都一样，不光是文科，理科你不和人打交道，没有领导一个人单干，没有甲方，独自搞一个大工程？就自媒体还有广告商呢，那他为什么这么说呢，就是造成争议，让大家炒，这话题不就热了吗，流量就会哗哗的。       所以不是学新闻的不行了，就是底线还是太高，不够灵活。      什么真实，时效，兄弟，时代变了，流量就是一切，底裤都可以不要，还要底线。      还是那句话，菜市场吵架什么人会赢，不是明摆着吗。      这炒蛋的.....，呀呸。      感冒了，喉咙有点痒。,1,0,2,2023-12-12 12:36
,1,0,11,2023-12-12 12:34
什么是文科？什么是服务业？人类生存，底层需求不过是衣食住行外加健康，哪一个是文科能直接搞定的？但是，有了文科，衣可以有美观设计，食可以有文化底蕴，住可以有内涵外延，行可以有娱乐休闲，即使是最硬核的医疗，人文关怀也是必不可少的辅助力量。有了文科服务业，衣食住行才不会仅仅是生存的底层需求，而可以提升为生活体验。有了文科服务业，衣食住行也才可以被管理的井然有序，让所有人都受益。这就是服务业的价值。所以，说文科是服务业咋了？跳出来抱怨不满的，是不是自己都没认清自己的工作价值在哪啊？搞了一辈子文科专业，自己专业该干嘛有啥价值都不知道。这是张雪峰的问题？你说是就是吧，毕竟当初这些人选专业的时候，张雪峰确实没拦着他们……,1,0,0,2023-12-12 12:04
也不知道从啥时候开始，服务，干活成了不受待见的词,-1,0,1,2023-12-12 11:56
你能看到的往往不是真相，只是别人想让你看到的表象。,1,0,1,2023-12-12 11:55
其实，高中的课程设计里，有多少是有实践意义的？不都是理论吗？即便是有很多实验的物理化学，那也是实验室级别的实验，与现实的生产是脱节的。高中里学了一大堆理论知识的文科生和理工科生们，进入大学后，学习的课程和就业方向才真正区分开来。由于文科类课程的知识体系是基于人或者社会的，其并不能指导生产，只能用作于人。而作用于人的行业，就是服务业。所以说文科毕业后，大部分都从事服务业，是没有问题的。理工科学习的内容虽然还不是当前生产使用的技术，但已经开始考虑落地到生产的情况了。学习的理论要联合实际，本科教育里已经开始渗透了。虽然理工科本科教育并没有让学生学到立刻能用于工作的技能，但是培养了学生解决问题的思路，开拓了眼界。我想这也是本科教育与专科教育的区别吧。所以，我觉得张雪峰的话没问题啊！如果有问题的话，那就是直白地说出了服务业的潜规则：舔，让玻璃心网友难以接受。,1,0,1,2023-12-12 11:46
我的角度可能有点清奇，就是……这其实一定程度上是独生子女带来的问题。因为大部分人是独生子女，从小被父母捧在手心，家里也没有哥哥姐姐弟弟妹妹可以用来让我们练习社交，然后无论是和同事正常交流还是和领导沟通都会非常内耗，而众所周知，一个工作给人留下最深刻的印象是由它最内耗最让人不想面对的方面决定的，干得顺利的那部分会被忽略掉，于是一个工作我最讨厌和领导交流——和领导交流需要服务——文科专业都是服务业的观点在年轻人里就很有市场。但老一辈就不会这么认为，他们从小和兄弟姐妹父母亲族社交都已经社交出经验了，社交或者说向上管理对他们来说不是短板，内耗就不会有我们这么严重，他们对工作的关注点就不会是是不是服务业，而是能自然而然地去关注工作的其他方面，然后被年轻人认同自己深耕了一辈子的行业在你们看来是服务业？——小兔崽子瞎说！但里面也有既得利益者霸着位置不肯让还要上车关门的问题，这就不是我们月薪三千敢去谈的话题了（疲惫微笑）反正我永远讨厌给领导服务。,-1,0,4,2023-12-12 11:39
针对普通人，话糙理不糙。,1,0,0,2023-12-12 11:30
为人民服务 所以大家都是服务业,1,0,0,2023-12-12 11:29
文科生专业有没有农林牧渔？毕业能不能对口打螺丝？不是，那恭喜你了。我说觉得服务业上一种高抬。比如金融服务，比如“人民公仆”？,1,0,2,2023-12-12 11:24
近日，考研导师张雪峰再引热议，其发言称：“文科都是服务业。”“服务业就是，”张雪峰堆出谄媚的笑容，“爷我给你笑一个！”“总结起来就是舔。”虽然我向来以文科生自居，但听到这些发言，倒并无任何不适；我认为这些言论的主要问题只是不严谨而已。先论服务业，说服务业就是“舔”，如果作为一种夸张的修辞手法，无可厚非。服务业通常就是要讨客户的“欢心”，帮客户解决问题，以便把客户的钱赚到自己手里。为了赚钱，美国有位服务业大佬就说“顾客是上帝”，此处蕴含的无非是服务业内在的竞争逻辑。谁能够让客户更加乐意为你掏钱，谁就能在市场上胜出，占据更多份额，使自己公司的利润更高，因此服务业通常都会卷服务，往“舔”的方向卷。从这一经济学知识出发，我实在理解不了部分网友为何对张雪峰的发言如此敏感。从一名创业者的角度出发，我更对此心有余悸。因为我当然也不是个能舔的人，甚至可以说“宜人性”较低，而这无疑拉高了我创业的难度，因为我比其他人更难获得别人的亲密。不会舔，是缺点，不是优点。张雪峰在谈及服务业的时候，表情上就流露出鄙夷，我联想到之前读到的另一份知识，认为这还可以用“南北差异”来解释。张雪峰自身也是北方人，对他这番发言很敏感的网友，我合理怀疑也大部分是北方人。因为北方长期浸淫在“封建礼序”文化里，潜意识里觉得“服务”就是“伺候”，此种现象或许在北京便能明显观察到。倘若在北京，你让卖猪肉的北方大哥给你切好装起来，他或许会猛地把刀砍在砧板上，对你说：“要不我再做好了给你送过去？”这一故事是我听别人复述的他在北京的亲身经历。而我作为南方人，对此也是略感惊异：原来还存在这样的南北差异啊。南方人不会把“服务”当成“伺候”，不会因此有低人一等的感觉，虽然我服务你，但在社会等级上我们仍然平等，是故据说，北京的某个服务业已经被江西人占领了。这或许也能用来解释为何张雪峰的发言“戳痛”了无数人。归根到底是听者，乃至张雪峰自己潜意识里的思想观念问题，并非文科或者服务业或者所谓的“舔”本身有什么问题。接着，我认为张雪峰的言论只是不严谨而已。文科当然不可能“都”是舔，理科也未必就不舔。逻辑学基础知识就告诉我们要慎用全称量词。他是考研导师，工作是指导人们如何择校、择专业，如何就业。所以他发言的整个大背景就是找工作，用英语词汇来说，这叫context，每个人在发表观点时，其实都有一个未被明确说出的大背景，这个大背景能帮助我们理解他的观点——更重要的是，帮助我们理解他的观点为何出了某种错误。结合context，许多“不严谨”就能被理解。他举例的例子，甚至出现金融；他是指导大学生就业，因此说到金融，立马联想到的只能是金融与服务业重合的那一部分。然而我却有另一种context，当我说到金融的时候，脑子里所想的是另外一回事。因为我是创业者，我的工作会涉及融资、投资，将来肯定也不可避免炒股，所以我对“金融”的第一印象，是运用金融知识通过投融资行为让财富增殖，这一过程往往跟“服务”没什么关系。譬如炒股，我不是要舔谁，相反，是被我买股票的上市公司要来“舔”我。金融学属于社会科学，属于文科，而炒股这种行为绝对不是自己在从事服务业，因此张雪峰的言论，在我看来最大的毛病只是不严谨。不过呢，文科是不是服务业，我根本就不关心，在我心里这是个无关痛痒的问题，我真正在乎的是人们不要觉得文科比理科没用。大多数人都是打工人，要找工作，为自己谋生存，从这个角度出发，说文科的就业前景不如理科，这没有问题，各位爱如何如何。但一码归一码，倘若捧理科踩文科，既然将自己定位为“理科生”了，就该有理科的基本思维素养，要有严密的逻辑思维，概念要能辨析得清，考虑问题不能一团浆糊（虽然人文社会科学未必就对学生没有这种要求）。在目前的中国，文科专业的就业前景总体来说不如理科专业，跟“文科这类学问没理科有用”，是截然不同的两个命题。文科的全称是人文社会科学，包括文学、哲学、历史学、经济学、社会学、法学、管理学……随便举些例子。历史学能渗入教育系统里，构筑国民的民族意识、国家意识，从初中开始培养具有统一文化背景的公民，这对于维系一个国家的内部团结非常有用，至关重要（虽然在史学家看来，这是糟蹋了历史，但此处只谈它的客观功用）。法学么，不必多说，它和“军事学”所指导建立的暴力一起，维护我们在现代文明社会的一些基本权益，无论你是要离婚，还是创业，还是别人欠你钱了，你都要运用法律来整对方，别人也因为法律而不敢肆意整你。经济学、金融学的作用，也不用多费口舌，你若想多赚点钱，不满足于打工人的地位，你一定要有“资本”，普通人能接触的最低准入门槛的资本就是股票，而炒股需要用到金融知识。管理学则对“领导”很有用，确实不是打工人有必要去学习的。再者，众人常说理工科能直接创造生产力，人文社会科学却不行，在我这个文科生看来，这纯属对历史缺乏了解。所有严肃的人文社会科学爱好者都知道李约瑟之问：为什么是欧洲这一曾经较为落后的文明率先开展了工业革命，发展出了现代科学，而不是中国这样的老牌强大文明呢？无数知识分子思考了这个问题，如今未必有公认的答案，但却已有一些公认的因素。其中不可忽视的，就是中国被儒家和法家这两大文科学派设计的政治文化体系给限制住了。或者，我们用接地气的比方来说明。如果你生活在这样一个社会，它将科学家视为最低贱的打工人，社会地位比不上商人和政客，拿着微薄的工资从事繁重的脑力劳动，甚至连知识产权都要被上位者夺走。它将追求真理视为儿童的天真谬行，将科学当作知识分子无用的呓语，而奉宗教为所有人都应追寻的终极答案。在这样一个社会，请问你有多少机会用“理工科”去创造生产力？略有历史常识的人都知道，无论中国还是欧洲，曾经都有那样的社会文化氛围。那么问题来了：无论中国还是欧洲，为什么后来都变了呢？是理工科自己砸烂了“习俗”的桎梏，还是一帮文人用报纸、墨水和鲜血，为科学开辟了道路？可以说文科专业的就业前景不如理科。但不能说文科本身没理科有用。这是一个事实问题。,-1,0,0,2023-12-12 11:23
从广义上来看 除了极个别研究基础科学的人 所有人都是服务业。公职、农业、工业、金融本质都应该是服务业的不同展现形式。只是有的服务业乙方是大爷，甲方是孙子。“合同按我说的填”“钱打这里”“不做滚，你不做有的是人做（或者没人做我一样有饭吃）”张雪峰的意思可能是文科这种情况比理科少，那就和我们所理解的现状是一个意思。,1,0,0,2023-12-12 11:20
说理工男都是直男，大家哈哈一乐说程序员都是秃头，大家哈哈一乐说文科生都是服务业，咋还就急眼了呢借网上流行的一句话“谎言不会伤人，真相才是快刀”,1,0,1,2023-12-12 11:20
有人的地方就有江湖有江湖的地方就有舔狗,0,0,3,2023-12-12 11:19
文理都是服务业，你出去工作或是创业，不是在为甲方服务，就是在为你的上司老板服务，而且大多数时候都不能说不，否则就开了你。除非能坐到社会这座金字塔的顶端，成为制定规则的人，否则学文学理都一样得“舔”。,1,0,0,2023-12-12 10:59
话糙理不糙，听起来让人不舒服，但仔细想想，道理确实是那么个道理。不论从事什么行业，只要问心无愧，有所长进，收入尚可，就值得被尊重，即使是服务业又如何。三百六十行，行行不能少。,0,0,0,2023-12-12 10:59
为人民服务，怎么就不是服务业了？虽然说法有点偏激，但没办法，对目前的社会现状来说，这就是实话，而实话多半都不好听。,-1,0,1,2023-12-12 10:10
服务业，是不是有些人把服务业和低人一等的工作画等号了？怎么这么容易应激呢？觉得自己好好读个大学、读个研究生，搞了半天和服务员一个性质？我自己 审计，别人给钱我们干事，我们的干的事要别人满意，别人满意了我们口碑好，好了才会有新的人来找我们。这也是服务业呀。,-1,0,0,2023-12-12 10:01
文理都一样上班都是人家花钱买你糟心让你完成他想要的结果不分文理屎都一样吃无非就是待遇好的环境好的你吃的更心甘情愿而已,-1,0,0,2023-12-12 9:56
说得好像学理科就能避免跪舔领导跪舔甲方一样,-1,0,0,2023-12-12 9:56
没毛病，汉语言文学，考公务员，当领导，为人民服务！,1,0,4,2023-12-12 9:56
谁不是捏？理科也不咋滴呀,-1,0,0,2023-12-12 9:43
作为经常看张老师视频，并且这段视频看了全程的我，觉得并没有什么不妥。但如果你只单独看张老师这个片段，或文字表述，那确实会有不适感。也就是说这段话确实有点儿偏激，他过分强调了文科的“舔”，即便是张老师把自己也归为了这个“舔”的队伍。实际上理科也得“舔”，因为在权力集中的制度下，在领导、甲方能凭自己好恶就决定你的收入、发展的前提下，“舔”本就是一个最合理的生存策略。但相对来说，重视技术类的职业因为具有一定的门槛，相对来说，只是相对来说，比文科大概能“舔”得少那么一分。如果把话说全，那么张老师应该也强调下理科也需要如何，但这是直播，张老师只是在告诉一个考生他想表达的那部分内容，不够全面也算正常。总体来说，张老师的观念是：理工>财经>文科>艺术，家庭条件越一般，越要遵循这个规律。,1,0,0,2023-12-12 9:39
话说回来，张老师不就是郑大工科出身，然后出来干教培这个需要“舔”的服务业吗？,1,0,1,2023-12-12 9:33
张雪峰是懂时代流量密码的人，这是他成功的诀窍。越有争议的话题，越能带来关注，关注就是流量。批评的声音引起的关注度，在这个时代比赞美更有效。张雪峰以前讲课，靠语气、表情、脱口秀来吸引注意力，最近几年，靠语出惊人制造新闻效应，无疑是成功的。我的评价是，张雪峰，牛人。,-1,0,1,2023-12-12 9:26
张雪峰的观点几乎都与古典庸俗经济学者们异曲同工。只见树木不见森林，全凭功利和印象说话，不承认人的主观性作用。对现实世界的理解永远片面。一单生意，乙方的管理者是文科生是服务，难道甲方的管理者就不是文科生了吗？一个公司的法务、人力、行政、市场这些都是文科生，他们舔谁了？都是下面的工厂或者乙方外包舔他们好吧！唯独需要舔别人的只有销售，但内部却都要舔他们。而搞生产的理科生呢，除了个别技术核心外，哪个不用舔呢？与人打交道的可以只与人打交道，而与物打交道的也免不了与人打交道。,1,10,0,2023-12-12 9:23
医科就不是服务业吗？ ,-1,0,0,2023-12-12 9:18
他大可以请几个文科专业的文案来为他这个说法，加以理论辩证和逻辑推导，构建出一个闭环的说法出来，然后再升华成张雪峰看世界，张雪峰的现实逻辑，张雪峰高度思维，巴拉巴拉的。从这个角度来说，没有错。错在，如今莫说是文科，就算是工科又如何，就算是大国工匠又如何，大部分人莫说恃才傲物，就是一点尊重也得不到，劳动是光荣的，劳动者并不一定。,-1,0,0,2023-12-12 9:14
人家说的没错，越来越佩服张雪峰。有脑子的人会多问一句，为啥变服务业了？说点真话不舔不媚上，就活不下去？是的。那为啥？,0,0,0,2023-12-12 8:43
互联网不只智商均值不行认知也是分层的,-1,0,0,2023-12-12 8:39
如果中国大学第二年第三年再定专业，就没张雪峰老师啥事儿了。就看中国大学愿意不愿意服务于大学生了。还有就是如果大学生数量真的锐减，就不是服务于学生，而是关门回家的问题了。,-1,0,2,2023-12-12 8:34
这话没毛病，而且我认为绝大多数的文科生也都不会认为这话有毛病。他真正有毛病的是后面半句。服务业就是舔。就从实际出发，有哪个行业不需要舔？就以我的眼光和经验来看，没有。所有的需要人与人接触的职业都涉及舔。有不需要舔的职务，但是没有不需要舔的职业。他说技术大牛不需要舔，但问题是销售大牛也不需要舔啊。有的销售大牛就是能做到让买家和卖家都舔他。因为人家能同时为两方创造足够的利益，因此两方都得来舔他。但问题是，你都说是大牛了，这数量能多吗？能一个行业都是大牛吗？说穿了，这不就是职务够牛，所以不需要舔嘛。,-1,0,0,2023-12-12 8:30
本来关于张雪峰说的“文科专业都是服务行业”没什么可以说的内容，可是看到许多骂声，才发现许多人根本无法正视自己的内心。真正审视内心，确实感觉“服务”是低人一等，否则为什么要服务？被服务难道不是更舒服吗？另一句话张雪峰说出人们内心的伤，就是“服务业总结一个字就是‘舔’。”虽说很现实却让人不好接受，看似是“文理之争”，实则是审视内心的过程。首先，服务或许不是低人一等，是自卑导致许多人下意识的认为，服务就是低人一等，这种观念根深蒂固。能让人服务，为什么要服务别人？这种心态完全可以理解，作为服务的人来讲，似乎就该无条件的满足被服务人的要求。事实上，这是某些人自卑导致的，就像是服务员，如果对方态度不好，那就是服务不到位，作为客人就有了生气的理由。现实中，谁不是为别人服务呢？只是有些显性，容易被察觉；有些隐性，难以被洞察而已。下属为领导服务，领导为更高层服务，更高层也在为底层服务。现实的讲，蹲在地上也能办公，但基层人认为工作环境差，完全可以选择更好的工作环境，那么高层在为基层创造更好的环境，虽然没有具体到每个人，但依然是在为基层服务，只是不容易察觉。人们往往看到了下对上的服务，却忽略上对下的服务。自卑往往产生于下对上，而忽略上对下，至少上对下不会自卑，甚至觉得那就是应该做的。很像长辈服务晚辈一样，这是向上兼容与向下兼容内心的真实写照。其次，服务就是“舔”，都在做却不愿承认“舔”这个词确实让人很难接受，但现实中这样做的人少吗？谁在做，谁都不愿意承认。领导明明说的有问题，也不会当面提出，甚至会夸一句领导高瞻远瞩。毕竟领导的面子是用来维护的，而不是用来踩的。一个人成功了说什么都是对的，一个人失败了说什么都是放屁。难道这不是现实吗？既然是现实，是不是另一种“舔”的真实写照呢？再谈张雪峰说的这句话，不一定是真理，但说出了许多人现状的真实写照。大家明知道领导说的话有问题，但依然有人会附和，哪怕他们心里也不认为是对的。我们所有的人都可以站在旁观者的角度看，但真的涉及到自身利益的时候，谁又敢说自己就不是那个“舔”的人呢？真相很残酷，往往让人难以接受，但作为大多数普通人，又有什么办法呢？再次，任何专业存在即合理，残酷的现实把人打败始终相信一句话，存在即是合理。任何专业的存在都有其合理性，不能说这个专业就好一定好，那个专业就一定不好，任何一件事只要做到极致都是不简单。就像写字都会，书法家少，难道说写字就低人一等吗？唱歌有路边艺人，也有大舞台上的艺术家……这样的例子太多了。现实的残酷程度，远远超乎人们的想象。合理不假，但每个人都有选择更好生活的权力，谁不想让自己生活过的很好，但有些专业确实需要延迟满足，甚至延迟了都不一定能满足。对于大多数普通人而言，没关系、没背景，即便有关系不硬，背景不深，在选择专业的时候，难道不该结合现实吗?现实就是关系硬，背景深，学什么专业都没有太大的关系，但对于大多数普通人而言，选择一个专业就意味着选择了未来的路径。同样是工作，谁敢说没有好坏之分？你敢说，但谁敢信呢？这就是现实，残酷才是真相。第四，伤疤被揭开的事后很疼，真的很疼成年人的世界谁都不容易，别说服务了，就是“舔”许多人都找不到门路。被他这么一说，伤疤瞬间被揭开，真的挺疼，于是热议也就产生了。成年人的世界，每个人都在努力的活着，或者因为生活所迫，或者因为内心的不甘。别说什么服务业，谁不是在为别人服务呢？古人云：甘居人下者鲜。意思是说甘心屈居人下的人极少。经历残酷的现实就像是上刑的过程，至于棒子打在身上，还是鞭子抽在身上，谁疼谁知道。如果没有内心的伤，被别人这么一说，怎么可能有这么强烈的反应。这就像逆流而上可能一片树叶都是压力，而顺流而下的时候，再大的阻力也能轻松突破。最后，审视内心的过程，是变强大的必经之路无论谁说了什么都并不重要，毕竟你的事情与别人无关，别人的事情与自己也无关。对于某些说法，只可能代表一部分人，不一定适合所有人。只要关系硬，背景深，学啥都不是问题，反正有人给兜底，即便专业不好，但也不会太差。可对于大多数普通人而言，无论学文，还是学理，“服务”他人是不可避免的事情。学理难道不服务领导？那凭什么给你机会？机会是给有准备的人，更重要的是“机会是给有准备的‘自己人’。”不是“自己人”，准备再多用处也不大，除非恰巧所谓的“自己人”都拿不下，但几率真大吗？审视内心的过程，是内心强大的必经之路。所谓“一人之下万人之上”，不就是服务好一个人，就可以让更多人为自己服务吗？这样的情况，现实中少见吗？可谁又直视，正视了这个问题呢？写在最后谁说了什么不重要，学文、学理也不重要，谁又不是在服务中逐渐成长呢。关键是伤疤被揭开，有些人默默承受伤痛，有些人选择吱哇乱叫。虽然十分不愿意承认，但现实就是大多数人服务于少部分，少部分人又要服务最底层的人。区别在于向下兼容，还是向上兼容而已。往期回顾：永远都不能跟领导说的话，别等吃亏了才幡然醒悟“工作能力”从来不是晋升的逻辑，“工作需要”才是提拔的核心职场上，为什么有些人总能得到“贵人”的帮助？这几个因素很重要职场越级是大忌，等待引荐是愚蠢，结识更高层需要明白这5点,1,0,0,2023-12-12 8:27
张雪峰说服务业，舔甲方。公司在谈工匠精神（稻盛和夫）。元芳，你怎么看？你要是什么看法都没有，这2种观念你就拿去用吧，工作前工作后的事都给你指明了，你个垃圾还不乖乖就范。,1,0,0,2023-12-12 8:27
服务业≠跪舔,1,0,0,2023-12-12 8:23
农业是第一产业，工业是第二产业，第三产业在很长的时期叫作服务业。你们瞎想什么，张老师玩个梗，就把一帮人玩死了。第三产业是指除第一产业、第二产业以外的其他行业，也称为服务业。 第三产业包括：交通运输、仓储和邮政业，信息传输、计算机服务和软件业，批发和零售业，住宿和餐饮业，金融业，房地产业，租赁和商务服务业，科学研究、技术服务和地质勘查业，水利、环境和公共设施管理业，居民服务和其他服务业，教育，卫生、社会保障和社会福利业，文化、体育和娱乐业，公共管理和社会组织等行业。文科当然也有进入第一产业和第二产业的，但明显低于进入第三产业的数量。反正吧，现在讨论不管什么，再严肃再焦虑再内卷的事情，不擦边不行，不对立不行，没戾气不行，否则就没流量。,1,0,2,2023-12-12 7:51
乙方嘛，话糙理不糙。这个事其实最有趣的地方在于带头追打张雪峰这话的是澎湃新京报，张道歉了以后还要写一篇“但他真的认识到自己错了吗”，像极了某个年代论心不论迹誓要把人改造到底的小将，或者中学时代某些把“为了你好”挂在嘴边喋喋不休的班主任。同样有趣的是这个回答下面的高赞来自于空坐书斋的文人，走的是意识形态+建制vs反建制的路子，我要不知道指路和冲锋陷阵的是澎湃新京报我会以为现在是xx在主攻张雪峰呢。某种程度上这不也是一种贴心的定向服务嘛？这是最优质的乙方服务了——为预期中的受众提供最贴合情绪的阴阳怪气。讲不讲道理另讲，骂得准不准不论，你就说情绪到不到位，舔得好不好吧。文化人对别人说他们“舔”是很敏感的，简直是杀父淫母之仇，因为人家都是独立思考，是风骨独立的。这里必须强调一句，我们声明啊，文人圈子一点也没有党同伐异、滥用职权、推杯换盏、三人成虎、自以为是、装模作样、胡侃乱弹等等不良风气。文人们都学富五车无所不通、品性高洁洁身自好，从来不舔，只“指点江山”。,1,3,33,2023-12-12 7:32
为雇主服务，为政府服务，为人民服务。都不是？看来是老板，羡慕了,0,0,2,2023-12-12 6:55
