王自如受访言论引发讨论，媒体评论称「质疑他、理解他、成为他，才是年轻人的出路么」，反映出什么社会现象？,gender,comments,likes,updated_time
既然被（划掉）包养，就不要说人（划掉）格独立。老罗的话是听进去了，但没全听远远不是什么年轻人的出路独立之思想，自由之精神，强健其体魄才是,1,0,0,2023-11-16 11:10:39
我觉的媒体也是在人性负面道路上越走越远了都说自媒体为了出圈，无底线的去挖掘或者编制新闻而你看这正儿八经的媒体，还不是找一些有话题的人利用人性的弱点，找一些有话题的人来不断的深挖期待一些爆点可以引发社会的关注完全不顾这个人物是正面的还是反面的 只要是能引起争论，就是他们的成功那么这样和自媒体想出圈有什么区别？,1,0,0,2023-11-16 11:10:39
质疑自如，理解自如，成为自如，伸缩自如,0,1,0,2023-11-16 11:10:20
大家不要骂了，他已经听了罗永浩的话了。罗永浩：如果你是被包养，就不要谈人格独立。完美。,1,0,0,2023-11-16 11:10:19
新闻学扣一百分,-1,0,0,2023-11-16 11:09:30
钱难挣啊，不管咋样，有钱才是硬道理。,-1,0,0,2023-11-16 11:09:16
简单点说王自如这个人，再被老罗卖手机battle被爆锤以后就只走一条路黑红，他也是红被讨厌、被骂，也是有流量的（like 张大大）三星跪舔、格里跪舔等事件已经表明了人家知道怎么把黑红流量变现他的消费人群不是咱们这种天天在网上鄙视他的这些人而是那种你生活中一定有的，凡是都给你杠都反驳你的，觉得自己只要不随大流思想就一定正确的人这种人老百姓群体有、精英群体也有只要他有变现手段，又自带流量，那么他被大企业用，就是无可厚非一件事如果你不信，请你听 以下言论：罗永浩直播间聘请格里高层王自如亲临直播间我就问这标题你看了，你想去那直播间看看不？即使就是进去骂两句，你想去看不？你好奇不？,1,0,5,2023-11-16 11:08:48
TAG：TrackManException --> 请发送给@YuKaiRui.........../versionName: 9.27.0-beta; versionCode: 28509; phone: Xiaomi.........../java.lang.IllegalArgumentException: Expected URL scheme 'http' or 'https' but no colon was found	at okhttp3.HttpUrl$Builder.parse(HttpUrl.java:1287)	at okhttp3.HttpUrl.get(HttpUrl.java:917)	at okhttp3.Request$Builder.url(Request.java:220)	at com.zhihu.android.adbase.tracking.oldtrack.TrackerMan.execute(TrackerMan.java:91)	at com.zhihu.android.adbase.tracking.oldtrack.TrackerMan.execute(TrackerMan.java:54)	at com.zhihu.android.adbase.tracking.oldtrack.TrackerImpl.lambda$send$0(TrackerImpl.java:219)	at com.zhihu.android.adbase.tracking.oldtrack.-$$Lambda$TrackerImpl$clvSQosK7PlFBVkTAwM4SxagYhM.run(Unknown Source:2)	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1167)	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:641)	at java.lang.Thread.run(Thread.java:920)	at com.zhihu.android.ai.a.d.run(RulerThread.java:101)...........,-1,0,1,2023-11-16 11:08:13
10:57:01【深成指跌逾1% 下跌个股近3700只】财联社11月16日电，指数走弱，深成指下挫跌逾1%，沪指跌0.62%，创业板指跌1.49%。光伏、半导体芯片、医药医疗等方向跌幅居前，两市下跌个股近3700只。10:04:11【创业板指跌逾1% 下跌个股近3200只】财联社11月16日电，指数走弱，创业板指下挫跌逾1%，沪指跌0.44%，深成指跌0.67%。光伏、房地产、医药等方向跌幅居前，两市下跌个股近3200只。,1,0,0,2023-11-16 11:08:13
格力员工的感触应该是最深的，他们应该幡然醒悟了，原来自己一直没有升职加薪是有原因的，原来老板喜欢的是这样的人。,1,5,34,2023-11-16 11:08:11
今天的知乎热搜是怎么了？聊年轻人的出路是么咱们不如聊聊这个吧，至少这个是真靠实力,-1,0,0,2023-11-16 11:08:05
看主流媒体们正在向社会、向民众、向年轻人传播什么样的价值观，体现了这个国家的高层、起码是宣传主管部门的高层们所具有的价值观与道德观。,0,0,0,2023-11-16 11:07:54
逐帧学习,1,0,0,2023-11-16 11:07:15
如果是格力自己买的热搜：一个企业得堕落成什么样才需要靠着炒作实控人和小白脸来搏流量如果不是格力自己买的热搜：一个企业得堕落成什么样才会出现企业内实名求包养工作环境散发着摇尾乞怜的恶心求爱气味他们在工作？如果实控人和下面的面首都没有工作，那么谁工作？没人工作，格力还没死，只能说明是血厚，死的慢,-1,0,0,2023-11-16 11:07:07
他虽然一度得到自己想要的东西，但过得未必是他想要的生活。,-1,0,0,2023-11-16 11:06:54
大家心态放平，我觉得王总这不是跪舔，这特么明明是趴舔，从脚趾头开始舔,0,0,1,2023-11-16 11:06:21
质疑，成为，理解,-1,0,0,2023-11-16 11:05:55
罗永浩名言在10年就已经预测他的结局 被包养就不要谈什么人格独立,1,0,1,2023-11-16 11:05:45
我觉得利益不应该是人的唯一追求。这个想法也许有点天真，但人之所以为人，总该跟为了一口吃的就摇尾乞怜的动物有点区别不是吗？当你为了所谓的阶级跃迁而违背本心地攻讦或谄媚他人时，你还是你自己吗？如果爬得更高的代价是失去自我，那么爬得更高的意义是什么？是财富或者地位？可在生命有限的情况下，财富和地位最终都会化为虚无。金钱给人的底气是自由，自由的本质是自我，人拼命追求的一切不过都是对自我的认可。既然如此，用放弃尊严的方式换取被认可岂不是本末倒置？诚然，现实里充满不公和诱惑，人总要面临种种压力和不得已，我不会指责王，但我永远尊敬那些坚守自己底线的人。,0,0,0,2023-11-16 11:05:40
理解个屁，成为个屁,0,0,0,2023-11-16 11:05:09
不就是当年被老罗在直播间怼的说不出话那位嘛,-1,0,0,2023-11-16 11:04:52
吃软饭还吃的那么理直气壮？在古代赘婿和商贾是一样的待遇，在战争的时候要强行服劳役，打仗的时候要作为敢死队第一顺序冲上去做肉盾和箭矢消耗品。,1,0,0,2023-11-16 11:03:32
质疑他，不理解他，不想成为他…仅代表自己,-1,0,0,2023-11-16 11:02:45
媒体评论没啥用，还是把选择权交回给年轻人吧。,1,0,4,2023-11-16 11:02:42
“既然被包养，就不要说人格独立。”罗老师不愧是罗老师，王自如的职业引路人。,1,0,1,2023-11-16 11:02:31
到这个级别了，人际社交处理能力远大于个人能力，而工作手下人来做。王自如和雷军关系很好，但是不如之前好。我看到一个回答说，王自如三寸不烂之舌的忽悠，其实王自如和罗永浩的辩论，属于彻底输了，所以王自如不善于忽悠，但是抓住了时代的机遇。王自如在董明珠面前非常的真诚，掏心掏肺，而这洽洽是董小姐看中王自如原因。,-1,0,0,2023-11-16 11:02:24
晕！我一直以为大家讨论的王自如是说脱口秀的，我还纳闷一个说脱口秀的怎么会和董明珠放一起讨论，这也不搭啊，刚才查了一下，原来被我误会的那个叫“王自健”，真是对不起啊王自如和王自健。,1,0,1,2023-11-16 11:02:06
想在笑自如 怎么没人说明珠呢,-1,0,0,2023-11-16 11:02:04
哈  我觉着媒体是在宣传年轻人要向比自己优秀的职场人学习在职场中能够碰到优秀的前辈是多么难得的事情跟她们聊天年轻人可以学到很多自己不知道的工作方法学习她们成熟的处事方式学习她们的职场经营通过她们的谈吐增加自己的见识扩宽自己的视野 我觉着这是件好事这样的前辈运气好了遇到 能够快速提升自己可以让年轻人快速成长,-1,0,0,2023-11-16 11:01:15
我不想成为这样的人，但要活着就必须是这样的人。除非你是某方面的天选，或者你的父母是天选。不然你总要舔，无非是舔的对象不同。不过世界本就如此，弱肉强食而已，无非有的强者，有的时候愿意施舍一些善意。因为他们有选择，而大部分人，没有。,1,0,1,2023-11-16 11:01:11
哪个靠舔狗上位的混蛋，教年轻人怎么舔？难道是舔他们？怕自己舔道没人继承,-1,0,0,2023-11-16 11:00:39
新闻专业果然XX，抄梗都不会抄。完整版是：攻击自如，鄙视自如，质疑自如，理解自如，（妄图）成为自如，不如自如，羡慕自如，嫉妒自如，攻击自如,1,0,2,2023-11-16 10:59:28
知乎，B站，抖音，但凡涉及到一些大龄富婆底下那都是一片什么姐姐，宝贝，颜值，身材还活的去的，那更是什么话都出来了，论谄媚是不输王自如半分的吧，这说明想吃这碗软饭的人不说10个男人里有9吧，至少也有4，5个，付出实际行动的虽然百不足一，但是也不至于今天看到一个就要置之死地的辱骂吧。男人应该理解男人，人家只是不想努力了，不想996了，不想给资本家剥削了有什么错。,1,0,0,2023-11-16 10:58:39
如果人人都像他这样，这样才是这个国家的悲哀，这个国家也彻底不会有希望了,0,1,0,2023-11-16 10:58:32
我在抖音上也刷到过关于他的视频，我现在的状态是质疑他，但我感觉至少现在的我做不到理解他，更不会成为他。2023年11月16日。,0,0,0,2023-11-16 10:58:05
看到这个问题其实还算是很欣慰的至少对于当下的刚出社会不久的年轻人居多的这个平台能够把这个问题摆上台面讨论在当今的话语氛围内还是不容易的了,0,0,3,2023-11-16 10:57:49
牛逼,-1,0,0,2023-11-16 10:56:59
吃软饭 贿赂官员 舔 外加一点点运气 才是现代人要学习的。从幼儿园到博士都是这样的,0,0,1,2023-11-16 10:56:40
为什么要成为他。。。单说世上有几个明珠？工业皇冠上的明珠都快没了。,1,0,0,2023-11-16 10:56:01
很多人看不上王自如，只不过还不自知，大部分还不如他你说他被抱养，假如这个前提成立，那你在任何一个不能甩手就走的企业，是不是还不如他？至少人家还对自己的处境很满意，你呢？,1,3,1,2023-11-16 10:55:47
能让董小姐拉丝的人，王ok算一个,1,0,0,2023-11-16 10:55:29
嘲讽归嘲讽，王自如绝对是人生赢家，这个毋庸置疑。但是，“能不能给我一间离你比较近的办公室，我要随时向您汇报”这句话真是和我见过的有些舔狗说的话太像太像了！以至于我看到王自如说这句话，脑子中立刻浮现出那几只舔狗的样子和他当时说那句话的语气和神情。生理性不适！,0,0,1,2023-11-16 10:55:19
反应了媒体在迎合一部分虚无主义人群。,-1,0,0,2023-11-16 10:55:16
过度解构之后，就会进入这样一个死循环。媒体向来是无脑跟风的。质疑-理解-成为这种口水逻辑就慢慢流行起来了。至于反映什么社会现象，只能说大家都很闲。就像我现在偶尔要靠胡乱在知乎上写几笔回答来打发无聊一样。,1,0,0,2023-11-16 10:54:57
熟悉的剧情：质疑，理解，成为。结果呢？结局是相当感人了,1,0,0,2023-11-16 10:54:57
董王又有新宠了？那阵子不是有个秘书啥的吗，别管啥角色，都只是董王的流量工具而已，这个年代了除了老板都是螺丝钉,-1,0,0,2023-11-16 10:54:12
靠嘴吃饭没什么可耻的，反而是这个自媒体记者蹭得难看。,1,0,0,2023-11-16 10:53:55
干自媒体有啥前途啊？成则马前卒，败有王自如。是不是瞬间燃起来了？金字塔顶，想都不敢想啊。,-1,0,0,2023-11-16 10:53:51
说明了听人劝吃饱饭。老罗很明显在当时就说了，想要被包养，就记得抛弃独立人格，而王自如的采访和成就也充分说明了他真正的理解了老罗的话，大部分人是做不到这么全心全意抛弃独立人格的，这人从各种角度上将都很厉害。而不是跟一群乐子人一样就玩个文字梗。,1,0,0,2023-11-16 10:53:48
-这本身就是个伪命题！ 媒体评论的主题声可不是这，是 口含** 进退**、GL嫪毐，这种人就是企业的蛀虫、社会的毒瘤；做企业没有道德底线；去了企业就是可劲跪舔，可劲蹂躏下属。想想这种人哪个倒闭的企业没有，你要误导民众学习他吗，社会已经够遭的了 做个人吧！你就不怕以后看到家里的空调 膈应吗？！！！,-1,0,0,2023-11-16 10:53:40
大腿也不是想抱就能抱的，富豪可能不是最聪明的，但绝对不蠢。能被看上的舔狗自己也是有两把刷子。多数人是没有舔的机会，有的话舔的比谁都快。人脉即是钱脉，经营关系远比经营自己见效快，这早就流行起来了，只是现在更明显而已。口含明珠，伸缩自如，成了流行梗，无法直视了。,1,0,0,2023-11-16 10:51:58
口含明珠，来去自如,1,0,0,2023-11-16 10:51:37
想要造新神造谁不好，非要造个王自如？潜台词就是所有质疑他的人最终会成为他，你这媒体评论能代表谁啊？还能反应社会现象了？,1,0,7,2023-11-16 10:50:02
张雪峰再加一分,1,0,0,2023-11-16 10:50:01
格力的董明珠，可能巴不得你们嘲笑王自如王自如的油腻专访被骂，这几天在网上发酵得越来越热了。我能理解大家的心情，这种曾经被“上帝的一方”——罗永浩老师怼过的人，业内媒体老师普遍讨厌的精致男，在这种经济大背景下，进入了格力这个千亿巨头的权力中心，会引发多少人的情绪冲击。这一切嘲笑的前提，是大家不讲事实，开启了臆想模式，认定了王自如被董明珠包养。骂王自如、吐槽王自如、嘲笑王自如，可以说在当下的网络情绪里，是一种看起来政治很正确的行为。很多自媒体或者商业博主，为了追逐流量，上来参与撕咬两口，我也能理解，毕竟这是一块流量肥肉，说白了就是钱，不趁机捞一波白不捞。所以你看到，这两天冒出了一大堆，连过气的文化明星和企业家也忍不住蹭一蹭。那么问题来了，在这一场流量启动下的无脑围攻，对董明珠和格力，影响大吗？对王自如，大家已经可以不关注。因为他拿到了他该拿的，也为此付出了被一些圈里人骂的代价，当然他也能招架得住，毕竟这件事由他而起，没啥好讨论的了。重点是，一个龙头企业，高管被全网围堵，顺带连着董事长和公司，也被卷入了舆论的漩涡，那么，将会产生哪些利益上的影响？对格力而言，这件事目前没有产生任何的副作用，毕竟大家的矛头是放在了王自如身上。对董明珠来说，多多少少都会陷入其中，毕竟推动王自如进入权力中心的是董明珠。外面谣传王自如被包养的时候，这个“包养者”，指的是董明珠。所以董大姐也是被嘲笑的一部分。问题是，这种嘲笑，对董明珠而言，会产生困扰吗？看过我之前文章的粉丝应该知道，我给大家梳理过董明珠的自媒体套路。从在格力手机开机屏幕上放董明珠形象照开始，董明珠和她的公关团队就有计划的把董明珠打造成一个类似马云那样的流量企业家。发展到现在，董明珠这个IP，可以说是非常成功的。从一开始的实业大老板，变成了如今具有马云那种在社交媒体上呼风唤雨的IP企业家，董明珠花了将近十年，而且已经站在了山顶之上。当年的微博时代，雷军、李开复、周鸿祎、李彦宏、马云等人，可以说在社交媒体上呼风唤雨。尤其是马云，在“996是福报”这个言论之前，几乎每三个月，都会上一次热搜，为阿里乃至阿里系带来巨大的流量和品牌溢价。而如今的社交媒体上，企业家IP还剩下谁？基本没有了。除了董明珠。因为董明珠是搞实业的，而且自身比较正，又是女性企业家，还是国企背景，所以“挺住”能力特别强。连马云都几乎退居幕后，很少再在社交媒体上热搜。而我们的董大姐，依然活跃。也就是说，董明珠这个IP，已经形成了一种稳定的状态，定期搞事，或者放出有争议的观点，或者是参与了上热搜的事件。目前来看，董明珠很依赖这一点，也很享受这个模型，估计格力的商业价值，也因此得到了提升。所以基于格力的利益，董明珠已经停不下来。就像一个明星，你火了之后，一大堆人跟着你吃饭，而你停不下来，只能让自己不断地火，这样才能确保你的地位和大家的利益。那么，董明珠是如何确保自己定期上热搜的呢？如果你仔细观察，发现有点像明星的那一套，除了定期搞事，那就是定期“制造绯闻”。什么是绯闻，就是明星的桃色新闻，真真假假的那种，让一大群媒体上蹿下跳的那种，引发无数吃瓜热议的那种，但最后又无法证明是真的那种。根据明星的绯闻规则，一般在绯闻发生时，绯闻的男女主角都会有新作品。也就是说，绯闻的本质，是炒作的工具。当董明珠这个IP成熟的时候，她要维持自己在社交媒体上的声量，就排除不了用到这个工具。所以你看到，孟羽童，其实是董明珠的绯闻接班人，王自如，其实也是董明珠的绯闻副总。董明珠是不是真的跟他们闹绯闻，一点也不重要。重要是大家觉得，只要大家觉得孟羽童真的可能成为格力接班人，大家真的觉得王自如是被董明珠包养的，这件事就很成功了。这个时候，全世界都在议论孟羽童，议论王自如，顺带科普了一下格力这个知名品牌，董明珠也更加出名了。你有没有发现，很多跨界的节目，都开始邀请董大姐去参加，让她来做嘉宾了。要知道，很多节目，都是想让企业家赞助的，而作为企业家的董明珠，帮格力省了多少宣发费用？所以你说是格力损失了呢？还是赚了呢？王自如这件事，纯粹是一件无聊的八卦。我怀疑他们一开始就策划好了的。明明一个普通的高端访谈，针对董明珠的，还刻意安排了王自如，还让董明珠和王自如在一个会议室里接受采访，还让王自如说出那么油腻的话。董明珠是谁啊，千年老妖，多聪明的人。难道她不知道，这样说话会引发很多人热议？包括王自如，怎么也是个操控媒体的专家，他难道不知道，自己油腻的打扮和油腻的话语，会引发巨大的反应？再说了，这个访谈节目，是格力的公关部安排的。访谈的时候，公关部的负责人也在旁边呢？他们在节目播出之前，会反复观看确认的，如果觉得不合适，一般会让节目组那边删减一下，这对格力公关部来说，不是什么难事。所以我总觉得，这场游戏里，真正的赢家是董明珠，王自如也大赚，因为他点燃了自己，来成就董明珠和格力，真是个人才。反而那些嘲笑王自如的自媒体人、意见领袖、跟风抢流量的过气明星和企业家，成了董明珠的传播工具。吃瓜群众就更不用说了，被人卖了还替人家数钱。当你们在嘲笑王自如的时候，赚那三瓜两枣流量的时候，董明珠和她背后的股东，可能正在开庆功宴。,1,2,17,2023-11-16 10:49:57
采访视频特意看了下，说下我的观点：我没觉着王在装逼，阿谀奉承，取悦领导， 这可能就是真实的王自如。因为王的一套说辞还是老板的价值观， 人家毕业出来就做自媒体创业ZEALER，一直是当老板啊，可能进了格力还是这个思维。。或者最极端，有没有一种可能王自如是奔着格力的总裁去的。,-1,0,0,2023-11-16 10:49:44
哈哈，这个问题下，就别夸罗永浩了，他俩半价对八两，,1,0,1,2023-11-16 10:49:39
一个才华横溢的青年崇拜一个叱诧商界的女大佬。双向欣赏，从而一步登天！也算是自强不息！,0,0,18,2023-11-16 10:49:33
客观评价，王自如是我国科技测评这个行当里的天花板（你看看现在那些做测评的）。只是在前些年商业变现的探索和第三方中立性的问题上出了些问题，再加上老罗的一顿骚操作和王自如这个人本身的一些问题，导致王自如越走越偏，最后发展到大家都不齿的境地，但是也要看到王自如身上可取的地方。共勉吧。,1,0,0,2023-11-16 10:48:45
你当格力之虎也不是不能理解，毕竟手拿枸杞扶好墙，虚点总比上班强，生活所迫嘛，但是你有没有看他锐评大学生和公司关系那一段？你们应该去看看原视频，最后那句一脸惊讶地说出“还有人给你发钱哦”，什么叫作面目可憎，表演的活灵活现。只能说我和格力这家公司价值观不和，不会考虑购买该公司产品。罗永浩：被包养没有错，但是你被包养了就不要来谈独立人格。王自如：被包养没有错，知道了。那场辩论在你我看来是罗永浩降维打击王自如，预判了王自如一切操作，甚至提前做了实体ppt，对王自如来说意义不亚于龙场悟道。,1,0,0,2023-11-16 10:48:44
王自如算是当年最早的一批做“自媒体评测”的媒体人，也是那一批中最成功的，因此他显然是有自己独特的价值和能力的。而他在格力的公开职务是“格力电器渠道改革项目负责人”，其实用网友们通俗一点的说法，基本上就是“直播带货负责人”。和之前离职格力的孟羽童定位差不多。但是以王自如的资历、经验和能力，应该会负责更多的管理和规划工作。也就是管理层级应该会更高一些。这样的工作职能，其实是和王自如一直以来的工作经历高度拟合的，也是他的专长所在。当年他能靠着一个小小的工作室，以及他半专业、半忽悠的三寸不烂之舌，就能带动起一个全新的行业，或者说销售模式——互联网电子产品评测，并且能做到这个模式的佼佼者，证明了其能力所在。当然不能忽视的一点就是，王自如的人设崩塌，也正是由于他的这种商业模式，源自于他和老罗的那一场经典对话。这段对话大家应该看过很多遍了，我也就不赘述了。简单的来说，大家反感的不是王自如“收钱做评测”，或者他“帮厂商说好话”，而是他的不诚实。其实拿钱帮厂商站台，并不是什么大家接受不了的事情。但是他又拼命要给自己立一个“独立测评”的人设，那就过于虚伪了。看看现在在互联网上做测评的自媒体，哪个不是大大方方承认自己是给某品牌、某厂商带货的？只要你讲得有道理，吹得有水平，大家自然也乐意买单。因此自从他人设塌了之后，网友对他也再没有“好话”。加上这次他又在采访中，公开“跪舔”自己的老板——董明珠：“刚来格力的时候，就要求能不能给一间靠近董总的办公室，我要随时跟你汇报。”说得一旁的董老板心花怒放，笑意显然藏不住了。啧啧啧，试问屏幕前有几个人能吹出这种水平的？这就是人家能拿高薪的原因……但是大家骂归骂王自如，但谁又不想成为王自如呢？当着知名上市公司的副总，拿着至少7位数以上的薪水，“随随便便”一场带货，就能给格力创造数亿元的收入。妥妥的职场成功人士啊，哪个公司老板不想要这样的下属？哪个职场人士不希望自己成为这样的精英？说到底，只要在不触犯法律的前提下，在职场里面其实只有一个判断标准，那就是谁能给公司创造更大的价值。王自如显然就是其中的佼佼者。他和董明珠一样，都是从最底层的工作，一步一步的靠着自己的能力，打拼到今天的地位。既能给公司创造巨大的价值，也能给自己带去巨大的财富。那么即使他有一些“小瑕疵”，比如溜须拍马、不太真诚、虚伪，那又何妨呢？何况这些“技能”在笔者看来，本来就是职场人混迹职场的“生存之道”。简而言之，我比较反感“只会拍马屁”的职场人士。但是我同样认为，要混迹职场，“适当的拍马屁”，恐怕是必需的技能。,1,15,121,2023-11-16 10:48:42
公平永远是相对的而不是绝对的,0,0,0,2023-11-16 10:48:25
王自如最近出圈了。关于这段采访及他的言论，已在全网反复播放：“我没有看过格力给我的工资条”“能不能给我一间离你比较近的办公室，我要随时向您汇报”“我哪怕每天什么事都不干，我就看她怎么开会，我听她每天讲什么、做什么，我都觉得是一件很幸福的事”“刚毕业的年轻人一定要学会心态归零”……诸如此类的发言，令人瞠目结舌。反应最大的，无疑是在职场中焦虑挣扎的年轻人。他们以看乐子的心态点进相关新闻，又心情复杂地关上了窗口。曾经，他们怀揣着改善世界的美好愿望踏入社会，却在屡遭碰壁后陷入自我怀疑。当年轻人的锐气几乎被现实消磨殆尽，再看到王自如的言行，难免产生幻灭感：难道要活成这样，掌握这种目的性明确且包装漂亮的思维与话术，用“职场高阶生存哲学”讨一份安稳甚至优渥的生活，抱持着“纵有万千人指责，但只为一人负责”的决心前进，不再相信“天真的理想”转而拥抱“极致的功利”？质疑他、理解他、成为他，才是出路么？更深一层的思考是：难道掌握了这些套路方法就能打通上升通道，还是学到了这些仅仅只是一个最基本的职场要求而已？王自如，让全网打工人自愧不如期货开户：为什么股票不好做大家推荐做期货期货开户：2023期货开户攻略，股票不好做转战期货就得先看这个,1,0,0,2023-11-16 10:48:22
看其他地方的评论：当你还在犹豫叫阿姨的时候，别人已经让阿姨叫了（手动狗头）,1,0,0,2023-11-16 10:48:18
口嫌体直，我还没有拍马屁对象呢,1,0,0,2023-11-16 10:47:59
不能成为他，只能背后唾弃一下他。我严重怀疑“媒体评论员”馋我们年轻的身体，想抚摸我们强健的体魄，PUA年轻人呢！你以为年轻人都如自如老兄弟，能屈能伸，能软能硬，口含明珠，进退自如。社会现象？吐槽领导小跟班，靠舔上位的人这种现象？我记得有一次一个靠女人上位的惹到我，我写了一段话安慰自己！先秦依法立国，灭六国，统一华夏，成就万世。华夏五千年文明，不尊礼法，不明事理，“儿”能身居高位者，如秦桧、高俅之徒，令人咬牙切齿，欲杀之而后快。秦灭六国，楚最无罪，但无能就是罪！,1,0,20,2023-11-16 10:47:45
自媒体也好，编制也罢，都是为了生活。王自如只是想通了。找个上市公司当个高管也舒服  何必灵活就业？王自如和孟羽童，不过是选择了两条不同的道路。一个是退圈成为高管，一个是继续网红单带。无非对错，只是选择。与其在自媒体飘着，不如去找个岗位稳定起来。虽然大家有时候老嘲讽，但是格力最起码在白色电器中，格力、美的，海尔都是响当当的。郭德纲都说过了：“穷人站在十字街头耍十把钢钩，钩不着亲人骨肉；有钱人在深山老林耍刀枪棍棒，打不散无义宾朋。”就业以后，难道大多数人不是围着老板转吗？而且王自如也不是一般的岗位，给的最起码是高管的位置。就在巡回直播活动结束半年多以后，2021年7月，界面新闻确认了王自如入职格力电器的消息。当时他所在的部门隶属于格力总裁办及文化培训传播中心，后者事实上属于格力的市场部门。同期，王自如辞去了自己创办的媒体ZEALER的职位。有传言称，王自如在格力的职级与副总裁相当，年薪超300万元，但从近两年的格力电器财报来看，王自如从未出现在高管报酬表格中。相比同行来看，格力电器高管的税前薪酬并不算高。公司2022年财报显示，薪酬最高的是董事长兼总裁董明珠，为1142万元；副总裁级别的人士，薪酬在200万元到400万元间，公司财务负责人、总裁助理廖建雄的年薪为116万元。同比美的集团，其2022年财报显示，现任的副总裁级别高管年薪（税前）最低322万元，最高为907万元，平均值在600万元以上。真金白银的，给老板说几句好话，又何尝不可。别说王自如这样，其他的员工有这个薪酬，我觉得也是如此。2023年5月，“江西格力电器”公众号发文称，王自如现身当地格力电器新营销模式宣讲会。当时他的头衔是“格力电器总部领导”及“渠道改革项目负责人”，他在会上解读了格力的新营销模式数字化系统。,1,2,21,2023-11-16 10:47:41
明珠大姐又火了一把。。。,-1,0,0,2023-11-16 10:47:31
说这些话的前提是财务自由吧。。。。。。很多年轻人背负各种经济压力 怎么能不谈钱,1,0,0,2023-11-16 10:47:23
靠自己努力打拼的小年轻，买烂尾背高息，昨天还挨了一顿打，几百万人眼睁睁看着他俩眼中的光芒变成泪水，靠一张嘴一条腰一杆银样蜡枪头，戴朗格开奔驰买迈凯轮，每天啥事不做只管健身增肌延长时长，他不屑一顾的工资条对前者小夫妻来说可能是两套全款房。时间永远在给大家上课，一堂又一堂无比生动的社会课，试图教会你什么才是出路。,1,4,109,2023-11-16 10:47:08
奴才还在，大清未亡！,-1,0,0,2023-11-16 10:46:51
突然四面八方涌来了“王自如”这三个字，现在的采访、以前和罗永浩的论战。虽然没有记住这个人长相，但“老干部”的形象真是深入人心。什么？这个才三十多岁，怎么可以这么圆滑？说话让人鸡皮疙瘩，但董明珠确满脸愉悦。只能说这个人太会了，他知道他的老板想要什么。即使在公众视野，他也毫不顾忌地溜须拍马。其实这就是他曾经做自媒体的经历带给他的敏锐。前2天韩安冉的采访不是上热搜了吗，她就很清醒地知道，结婚可以给她带来流量，流量可以让你赚更多的钱。不管是什么流量，只要不是违法犯罪遭人抵制的，都会让你变现。王自如这波，不也是？很多人当做笑料吐槽，但也有很多人当做“教程”，即使不愿意溜须拍马，但也能学个三分，让自己的前途迎来光明。这就是意义所在呀，如果此刻王自如出现在格力直播间，那肯定有大量的吃瓜群众涌入，吃瓜的带来人气，欣赏的带来点赞/礼物.....至于格力没有这么做，没有接“这泼天的富贵”，咱们不得而知。看到评论有个人说了，拍马屁的大多处都是有前途的人在做。没错，在一个公司，你自命清高、埋头苦干，上层永远看不到你的光芒。因为你的默不作声的同时，你的付出已经镀给了你“特会来事儿”的领导/同事。总之，一句话：学着点吧。,-1,0,0,2023-11-16 10:46:42
她真的很懂营销，很懂流量，很懂自媒体。你真的相信，一个过气IT博主，就因为讲几句油腻话，就能”自然“上各大平台热搜？反正我不相信。这件鸡毛蒜皮，本来在小圈子里把陈年往事翻一翻，就应该沉下去了，但奇怪的是，各路自媒体都“自觉”地不断找角度，各种黑，各种上升职场价值观，热度很足。但看了不少评论区，大量年轻网友问：王自如是谁 ？很火么？一个需要百度才知道的人，因为讲了几句奉承领导的场面话而再次爆火，你相信这是自然流量么？反正我不相信。当然，她到底有没有买资源买流量为过气网红做营销，没人知道，但她真的很懂社会议题和时代脉搏，上次是孟羽童，这次是王自如，每次都是一打一个准，很能获得网友的“共鸣”。你可能说，这一波是黑红，但黑红也是红，而且黑红是可以转化成正红的。不信你斟酌一下这个问题的关键词：质疑他、理解他、成为他。这口吻，已经从单纯地黑他，慢慢走向理解他，有些自媒体已经开始评论他“识时务者为俊杰”，甚至认为他是个做大事的人，成大事者能屈能伸。而且还举出论据，说他心理素质一直强大，以前做测评被老罗骂，各路黑，不理会，该干嘛干嘛；今天因为这个油腻视频，被各路自媒体黑，也不回应，该干嘛干嘛。因为他这个人，是奔着“成事”而去的。你还别说，这样的论调听多了，大家是不是觉得还挺有道理，有道理就对了，人家要的就是这效果。最后，关于王自如的这段言论，大家思考一个问题就行了：如果换做是你，坐在自己领导旁接受采访，你会选择说些场面话漂亮话，还是直言不讳呢？1、忽略了语境和场面，去评价一个人的言论，是不科学的。2、要了解一个人，不是看他说了什么，而是看他做了什么。,1,7,47,2023-11-16 10:46:35
说实话我已经厌恶这样的价值体系了年轻人的心应该是改变世界就像搞出可回收火箭把人类向宇宙推一大步创造，创新，产生价值市侩，肥头大耳就应该被嘲笑，被鄙夷考编的火热这说明这个世界的不正常编制不创造价值，这些都不应该是追捧的方向我理解这些选择，但是我厌恶这种情况,1,7,91,2023-11-16 10:46:08
我看不懂你们在说什么，我只会锻炼身体，然后吸引富婆的目光。,0,0,0,2023-11-16 10:45:38
