#张雪峰回应文科都是服务业#,Query time: 2023-12-24 13:41:06,likes
有什么问题吗？现实就是高中文科班只有一二个，除了极少数文科天赋极高的，其余都是理科实在读不下去才去的。无论哪个朝代，底部人群从事服务业是常态，为什么那么多人破防,2023-12-09 21:40,0
国家可不可以把这个人给封掉，烦死个人了，一天天的在这哗众取宠。 ,2023-12-09 21:39,0
【】文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，今日午间，张雪峰微博发文致歉。他在评论区表示 【】文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，今日午间，张雪峰微博发文致歉。他在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。对此多位专家学者对蓝鲸记者表示，不认同张雪峰的说法，其言论过于偏激、极端、片面。就业率方面，根据智联招聘《2022大学生就业力调研报告》，2022 年人文学科毕业生的就业签约率仅12.4%，而理科、工科的就业签约率分别为29.5%和17.3%。从数据来看，文科生就业签约率不到理科生的一半，工资水平也比理科生低1000元到2000元。专业性不强，容易被替代是外界对于文科的普遍看法，即便是在不少文科生自己看来，专业弱势是就业最大的硬伤。（蓝鲸 陆鹏鹏）,2023-12-09 21:39,1
没毛病啊，我挺张老师 ,2023-12-09 21:37,0
【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间 【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间的素质差异，很难为公司找到最适合的人才。“第一学历”不能代表一个人的全部。千万就业大军中，非985和211院校的毕业生占绝大多数。“双非本科”就业歧视必须引起各方重视，任其发展势必会伤害更多求职者，让企业错失合适的人才。,2023-12-09 21:37,0
,2023-12-09 21:34,3
【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间 【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间的素质差异，很难为公司找到最适合的人才。“第一学历”不能代表一个人的全部。千万就业大军中，非985和211院校的毕业生占绝大多数。“双非本科”就业歧视必须引起各方重视，任其发展势必会伤害更多求职者，让企业错失合适的人才。,2023-12-09 21:33,0
盘点张雪峰7分钟“封神”演讲完整视频，这口才不去演讲相声可惜了！这知识储备和嘴皮子真的是牛批爆了！,2023-12-09 21:32,0
没错啊！不像理工科，不舔，还能靠手艺赚钱。 ,2023-12-09 21:30,0
【】文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，今日午间，张雪峰微博发文致歉。他在评论区表示 【】文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，今日午间，张雪峰微博发文致歉。他在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。对此多位专家学者对蓝鲸记者表示，不认同张雪峰的说法，其言论过于偏激、极端、片面。就业率方面，根据智联招聘《2022大学生就业力调研报告》，2022 年人文学科毕业生的就业签约率仅12.4%，而理科、工科的就业签约率分别为29.5%和17.3%。从数据来看，文科生就业签约率不到理科生的一半，工资水平也比理科生低1000元到2000元。专业性不强，容易被替代是外界对于文科的普遍看法，即便是在不少文科生自己看来，专业弱势是就业最大的硬伤。（蓝鲸 陆鹏鹏）,2023-12-09 21:26,0
发布了头条文章：《张雪峰引发网友热议：文科都是服务业，这是在说实话还是在坑人？”》,2023-12-09 21:25,0
张老师这条你才道歉是不是说明上一条新闻学专业真的不行,2023-12-09 21:25,0
张雪峰老师说的没错！文科在对社会贡献上明显不及理工科，甚至拖后腿！这里主要指的是没有背景考公考法没有水平考教师编的那一大群体。此前，张雪峰在一场直播中说：“文科都是服务业，什么是服务业？总结称一个字就是‘舔’。”深表认同！！！文科生极大地拖累了社会科技进 张雪峰老师说的没错！文科在对社会贡献上明显不及理工科，甚至拖后腿！这里主要指的是没有背景考公考法没有水平考教师编的那一大群体。此前，张雪峰在一场直播中说：“文科都是服务业，什么是服务业？总结称一个字就是‘舔’。”深表认同！！！文科生极大地拖累了社会科技进步！最典型的就是如图，专门给主子写稿子的！,2023-12-09 21:25,5
早三年刷到你 我一定选个工科专业,2023-12-09 21:23,1
【热搜第一！“文科都是服务业 总结起来就是舔”？张雪峰道歉】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发热议。今天（12月9日），张雪峰在个人微博对此事进行了回应，直接冲上了微博热搜第一。他还举例“律师就是销售”： 【热搜第一！“文科都是服务业 总结起来就是舔”？张雪峰道歉】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发热议。今天（12月9日），张雪峰在个人微博对此事进行了回应，直接冲上了微博热搜第一。他还举例“律师就是销售”：最后也不忘“自黑”一把：据橙柿互动，张雪峰不止一次强调“文科专业就是服务业”的观点，并建议文科生去经济比较发达的地区发展。(来自),2023-12-09 21:23,0
【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间 【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间的素质差异，很难为公司找到最适合的人才。“第一学历”不能代表一个人的全部。千万就业大军中，非985和211院校的毕业生占绝大多数。“双非本科”就业歧视必须引起各方重视，任其发展势必会伤害更多求职者，让企业错失合适的人才。,2023-12-09 21:22,0
【热搜第一！张雪峰紧急道歉】,2023-12-09 21:21,0
好好好我们文科专业都是服务业，点头哈腰挣不了几个b钱，那以后我们文科生就都逐梦文娱圈吧，同样服务于人民挣得还多👊🏻👊🏻👊🏻（别杠，开玩笑的，知道不是轻易能进的）“爷我给您笑一个”我们是在做什么服务我请问您呢[萌萌哒R]您心里把文科生想成什么了呢 好好好我们文科专业都是服务业，点头哈腰挣不了几个b钱，那以后我们文科生就都逐梦文娱圈吧，同样服务于人民挣得还多👊🏻👊🏻👊🏻（别杠，开玩笑的，知道不是轻易能进的）“爷我给您笑一个”我们是在做什么服务我请问您呢[萌萌哒R]您心里把文科生想成什么了呢[萌萌哒R]你进了工作岗位以后，只要上面有比你大的官你不就都得点头哈腰的，新人工作不就是要点头哈腰的，怎么就活该我们文科生是“爷我给您笑一个呢而且你凭什么否定服务业呢，人民教师浇灌祖国的花朵是不是服务业，医生救死扶伤算不算服务业？你凭什么以这种舆论娱乐的方式否定我们文科生和文科专业的全部努力呢,2023-12-09 21:21,9
【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间 【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间的素质差异，很难为公司找到最适合的人才。“第一学历”不能代表一个人的全部。千万就业大军中，非985和211院校的毕业生占绝大多数。“双非本科”就业歧视必须引起各方重视，任其发展势必会伤害更多求职者，让企业错失合适的人才。,2023-12-09 21:21,0
【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间 【就业市场别唯第一学历】“第一学历似乎成了我的‘污点’。”近日，“第一学历”歧视现象备受关注。在媒体的调查中，多位2024届应届毕业生称，在最近的求职过程中遭遇第一学历歧视。“唯学历”的做法简单粗暴，缺乏科学的筛选工具，难以精准地鉴别求职者之间的素质差异，很难为公司找到最适合的人才。“第一学历”不能代表一个人的全部。千万就业大军中，非985和211院校的毕业生占绝大多数。“双非本科”就业歧视必须引起各方重视，任其发展势必会伤害更多求职者，让企业错失合适的人才。,2023-12-09 21:20,0
文科都是服务业，总结起来就是“舔”后，本人回应.……,2023-12-09 21:19,10
他没错啊！只是说了实话。 ,2023-12-09 21:18,0
,2023-12-09 21:18,1
【热搜第一！“文科都是服务业 总结起来就是舔”？张雪峰道歉】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发热议。今天（12月9日），张雪峰在个人微博对此事进行了回应，直接冲上了微博热搜第一。他还举例“律师就... 【热搜第一！“文科都是服务业 总结起来就是舔”？张雪峰道歉】近日，网红考研名师张雪峰称，所有文科都叫服务业，总结起来就是“舔”，引发热议。今天（12月9日），张雪峰在个人微博对此事进行了回应，直接冲上了微博热搜第一。他还举例“律师就...(来自),2023-12-09 21:17,0
其实有点道理唉,2023-12-09 21:16,0
能把这个热搜弄出来，说明这帮人心里都看不起服务业，张雪峰说文科是服务业有什么错吗？服务业有什么不好吗？你对服务业有什么看法？就好像他说文科生都是人，有什么好紧张的？生而为人你急了？ ,2023-12-09 21:14,0
听了这句话伤心的人是因为认为服务业就是指的餐馆服务员，商场营业员等这些，但服务业的概念非常广，我们称律师税务师等也都是服务业，所有面对客户提供服务的都叫服务业，我经常开玩笑说我们都是要看人脸色生活的，客户就是老大。不知道为什么激动，不如更新一下个人对 听了这句话伤心的人是因为认为服务业就是指的餐馆服务员，商场营业员等这些，但服务业的概念非常广，我们称律师税务师等也都是服务业，所有面对客户提供服务的都叫服务业，我经常开玩笑说我们都是要看人脸色生活的，客户就是老大。不知道为什么激动，不如更新一下个人对职业的定义，以及，从心底真正认为职业平等？为什么觉得自己的职业被称为服务业是一种负面的评价？？,2023-12-09 21:13,1
谁还不是服务呢，只能看看服务对象是谁了 ,2023-12-09 21:12,0
张雪峰老师说的难道不对吗只有那些“何不食肉糜”者才会空谈理想与抱负 ,2023-12-09 21:11,4
这个社会就是e我为人人，人人为我，大家都是服务业 ,2023-12-09 21:11,0
我猜有人把服务业理解为服务员了所以才喷他说白了，就是因为咱们大多数人苦读很多年出来，依然从事服务别人的行业心里不平衡一被说出来就破防了～ ,2023-12-09 21:09,1
没问题啊！ ,2023-12-09 21:06,0
发布了头条文章：《张雪峰为啥又惹众怒？》,2023-12-09 21:04,0
"张雪峰称文科专业都叫服务业 Why arts, humanities and social science students are key to our future",2023-12-09 21:03,24
先发泄一下情感：没别的，因为今年高考报志愿，纯纯讨厌他。其次，三大产业农业工业服务业，很多人都在从事服务业，这没什么好说的。 但是“舔”这个字用的真难听，“道歉” 时说的话也难听。感官上就是那种咋咋呼呼的网络主播。终究是网红，流量至上。不管怎么样流量是 先发泄一下情感：没别的，因为今年高考报志愿，纯纯讨厌他。其次，三大产业农业工业服务业，很多人都在从事服务业，这没什么好说的。 但是“舔”这个字用的真难听，“道歉” 时说的话也难听。感官上就是那种咋咋呼呼的网络主播。终究是网红，流量至上。不管怎么样流量是拉满了哈,2023-12-09 21:02,13
文科就是垃圾专业，谁学谁死，别以为类似北大中文系这种名字光鲜亮丽，顶着北大的名头挣着的钱不如本科双非的理科生，有能力的人更不应该为了理想选文科，比如文学艺术电影这种。首先搞这些就不需要你有这专业，其次理科的专业賺了钱可以随时搞创作，反过来就没那么容易 文科就是垃圾专业，谁学谁死，别以为类似北大中文系这种名字光鲜亮丽，顶着北大的名头挣着的钱不如本科双非的理科生，有能力的人更不应该为了理想选文科，比如文学艺术电影这种。首先搞这些就不需要你有这专业，其次理科的专业賺了钱可以随时搞创作，反过来就没那么容易了。你一个文科生哪怕是一个文科状元去找理工科的工作，别人会觉得你的专业高等数学level 太低，根本不可能给你机会，你哪怕是一个高考文科状元，招聘的公司也会觉得你是傻子,2023-12-09 21:02,0
每天在网上反击这反击那，啥也听不得的人到底是有多脆弱啊？ ,2023-12-09 22:59,0
张雪峰说“文科生都是服务业”，话糙理不糙呀文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”这是继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，张雪峰再次致歉。他在评论区 张雪峰说“文科生都是服务业”，话糙理不糙呀文科都是服务业？“所有的文科专业都叫服务业，总结一个字就是舔。”这是继今年夏天炮轰新闻学专业之后，张雪峰关于文科的一段言论再度引发争议。面对舆论的质疑，张雪峰再次致歉。他在评论区表示，“做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。”对此多位专家学者表示，不认同张雪峰的说法，其言论过于偏激、极端、片面。但是就业率方面，根据智联招聘《2022大学生就业力调研报告》，2022 年人文学科毕业生的就业签约率仅12.4%，而理科、工科的就业签约率分别为29.5%和17.3%。从数据来看，文科生就业签约率不到理科生的一半，工资水平也比理科生低1000元到2000元。专业性不强，容易被替代是外界对于文科的普遍看法，即便是在不少文科生自己看来，专业弱势是就业最大的硬伤。要我说，人家说的没毛病呀，话糙理不糙。每次说片面、偏激的，都是这些所谓的专家学者。你们倒是中规中矩，五谷不分，但是解决啥问题了吗？看到大家的就业形势了吗？反而是很多打工人，大学生表示非常认同。1、争议之一：对于服务业的认识主要问题其实在于社会上一直对“服务”的理解有偏差，觉得“服务”就是低人一等。这样一方面表现在部分被服务者当大爷（某些政府官员、某些权贵阶层），另外一方面表现在很多提供服务尤其是公共服务的人员不认为自己是“服务业”（警察、消防员、医生、律师）。三大产业就是农业、工业、服务业啊。要是说文科生只能干农业，大家更不高兴。说文科生能干工业，还是不高兴。不只是文科生，在市场经济逻辑下，几乎所有的人都在为别人服务，属于服务业。市场经济的本质，是交换经济，即你服务我，我服务你，大家互相服务。我卖烤肉，你卖苹果梨，他卖电影和KTV，这些都是互相服务的形式。如果你没有服务意识，则生产的东西卖不出去，早晚会失业。在市场经济下，我们每个人都在产生需求，让别人服务自己，同时也活在别人的需求中，为别人服务。2、争议之二：对于“舔”的认识服务业已经挺好的呀，而且舔有什么不对吗？把客户舔高兴了，才能赚钱呀。只不过是有的站着舔，有的是跪着舔。屁股决定脑袋！立场决定观点！对于舔，你要知道张雪峰的受众用户是谁？他是朝谁喊话的？他是赚谁的钱？是三四线城市和农村的普通家庭，无权无势的父母。对于他们以及他们的孩子来说，社会阶层的分化，就注定绝大部分是打工人、小微创业者，凡是打工、小微创业者，都认为自己是在舔，舔老板，舔用户。至于那些官二代、富二代，专家学者，你们不必入戏太深，你们向来都是别人来服务你，别人来舔你。肯定你们体会不到服务别人、舔的感觉了。哦，也能体会到，只不过是上级领导、更大的大佬罢了。至于为什么官二代、富二代不跳出来争论，那想必他们是懒得争论了吧，闷声发大财，轻蔑地说“哼，网红，我懒得搭理。”专家学者，知识分子，向来喜欢公共表达，然而你们又是五谷不分，书房里待太久了，已经忘记了人间疾苦。“何不食肉糜”的笑话，一次又一次上演。你觉得文科生是服务业吗？都是在舔吗？写在评论区吧👇🏻👇🏻,2023-12-09 22:58,1
是！就是！全都是！怎么你教授是公益站讲台啊立什么牌坊呢，搞得一手情怀割得一手韭菜，宁越哔哔越给文科加深刻板印象，也就那点穷酸脑仁儿的容量 张雪峰真的是现代“知识分子”的痛点，一戳他们一个吱哇乱叫 后悔高中就知道他，但没听他话选路子,2023-12-09 22:57,0
今日关注,2023-12-09 22:57,0
请大数据把我推给文科生！！！我们现在正在孕育一个采访项目，专门针对毕业后优秀的文科生进行采访，我们的内容目的有两点：1.针对现在唱衰文科的大环境，让大家看到有更多的文科生在闪闪发光，文科生也可以很优秀！2.现在职规方向都是大数据、AI智能等针对理科生，很 请大数据把我推给文科生！！！我们现在正在孕育一个采访项目，专门针对毕业后优秀的文科生进行采访，我们的内容目的有两点：1.针对现在唱衰文科的大环境，让大家看到有更多的文科生在闪闪发光，文科生也可以很优秀！2.现在职规方向都是大数据、AI智能等针对理科生，很少有人关注到文科生的就业环境，我们希望能邀请到成功的你，为现在的文科年轻人提供一些方向我们已经采访过的人：L’Oréal欧莱雅集团offer获得者、P&G宝洁offer获得者、销售额突破100w+的大学生创业团队…采访形式：广州🉑️线下，其他地区采访形式为线上采访前会核对脚本，出视频后会先发给你进行审核选拔方式：私信/下方评论，添加vx请附带个人简历/个人bg（只要文科生）期待优秀的你和我们一起改变世界,2023-12-09 22:56,0
我最近在复习区域经济学 觉得张雪峰说得没毛病 服务业又不等于当服务员 第三产业里面大多数行业包括科教文卫都是服务业啊 而且第三产业当今在国家经济里占比最高接纳劳动力最多 所以说第三产业对于人民生活社会生产国家发展都有重大意义 唯一不太好的点只是“舔” 这 我最近在复习区域经济学 觉得张雪峰说得没毛病 服务业又不等于当服务员 第三产业里面大多数行业包括科教文卫都是服务业啊 而且第三产业当今在国家经济里占比最高接纳劳动力最多 所以说第三产业对于人民生活社会生产国家发展都有重大意义 唯一不太好的点只是“舔” 这个词不太好听,2023-12-09 22:56,1
说的没错呀……岂止是文科……大部分工作，不都是在舔……,2023-12-09 22:54,0
"没有真正做过服务行业,是不懂的...这个服务二字没必要去抬高所谓的格局,眼界...哪有那么多高大上的服务行业？...动不动就有本钱怼人的,不需要工作也能好好的活着,然后说是很有格局的话来降低自己的身份...何必呢这和你们平时的生活简直格格不入",2023-12-09 22:48,0
同意并有两点思考：1、目前国内从基础教育到高等教育都出现了问题，问题有三，（1）劳动教育不足，最后输出巨婴，导致社会人际关系紧张；（2）能力和专业教育不足，输出人才不能做事，还需要再锻炼；（3）思维教育不足，输出人才创新能力不足。2、人才的服务能力差，导致 同意并有两点思考：1、目前国内从基础教育到高等教育都出现了问题，问题有三，（1）劳动教育不足，最后输出巨婴，导致社会人际关系紧张；（2）能力和专业教育不足，输出人才不能做事，还需要再锻炼；（3）思维教育不足，输出人才创新能力不足。2、人才的服务能力差，导致国内高消费获得低质量服务。可以设想，同样是房子，如果缺乏五通一平肯定不行（“五通”指的是通水、通电、通路、通讯、通气;“一平”指的是平整土地），缺乏学校医院也不行，很重要的还有一点，缺乏社区服务、人和人的沟通也不行！,2023-12-09 22:48,0
【“文科都是服务业”？言论再引“文理”之争 张雪峰发文道歉】近日，网红考研名师张雪峰直播时称“文科专业都叫服务业”“总结成一个字就是‘舔’”，相关言论引发热议。12月9日中午，发文道歉：“我是不是又说错话了？对不起，我给大家笑一个。”在评论区，张 【“文科都是服务业”？言论再引“文理”之争 张雪峰发文道歉】近日，网红考研名师张雪峰直播时称“文科专业都叫服务业”“总结成一个字就是‘舔’”，相关言论引发热议。12月9日中午，发文道歉：“我是不是又说错话了？对不起，我给大家笑一个。”在评论区，张雪峰补充留言称：做服务业没有不好，“向看了我的言论伤心的人道歉”。张雪峰还表示，他是想提醒以为某些专业高大上的人，尤其是从业初期阶段，要了解本质后再做选择。,2023-12-09 22:46,0
,2023-12-09 22:45,0
文科都是服务业？对于张雪峰老师的这一观点，你怎么看？说实话，刚听到张老师说这句话时，我就觉得有些局限性！什么是文科专业？文科专业主要涉及人文社会科学等领域，它培养的是人们的沟通能力、分析能力、创新思维等软技能。这些技能在服务行业中确实具有重要的价值，如咨询、教育、传媒、文化等 文科都是服务业？对于张雪峰老师的这一观点，你怎么看？说实话，刚听到张老师说这句话时，我就觉得有些局限性！什么是文科专业？文科专业主要涉及人文社会科学等领域，它培养的是人们的沟通能力、分析能力、创新思维等软技能。这些技能在服务行业中确实具有重要的价值，如咨询、教育、传媒、文化等领域。因此，文科毕业生在这些领域有着广泛的就业机会。所以，从教育与就业的角度看，文科专业确实在某些方面与服务业有所相似。但，简单的将文科专业简单地归类为服务业，其本质上是忽略了文科的多元性和文科对社会文化带来的深远影响。文科专业在大学教育中的地位不容忽视，其培养学生的人文素养、思辨能力和文化触觉等方面起到重要作用。这些能力不仅对于个人成长和职业发展具有重要意义，而且对于社会服务和人类文明发展也有着不可替代的价值。此外，虽然文科专业在某些方面与服务业有相似之处，但并不意味着所有文科专业都适合从事服务业。每个专业的特点和就业方向都有所不同，需要根据具体情况进行评估。举个例子，新闻学是文科专业，但毕业后可以在新闻媒体、出版机构、政府机构、企业等领域从事新闻报道、新闻编辑、媒体监测等工作。再举个例子，人力资源管理专业，也是文科专业，但人力资源管理专业的毕业生可以在企业、政府机构、非营利组织等领域从事招聘、培训、绩效管理、薪酬福利管理等工作。除此之外，其他文科专业如历史学、哲学、社会学等也可以在相关领域从事研究、教学、分析等工作。因此，文科专业的就业方向并不局限于服务业，而是可以根据专业特点和个人兴趣选择从事各种领域的工作。所以，将文科专业与服务业等同起来可能也存在一定的误导性。我们应该更加全面地看待文科专业的多元性和深远影响，同时也需要根据具体情况评估不同专业的就业方向和发展前景。,2023-12-09 22:45,0
反正对我们来说，从一开始就写明了是服务业已经有充分的心理准备了 ,2023-12-09 22:45,4
理科生学了金融，现在就是服务业，还被叫服务员[丰收了][丰收了][丰收了] ,2023-12-09 22:42,4
身处最思辨的文科专业之一，培养出来的却是最普通的p民分母。,2023-12-09 22:41,1
张雪峰是人间清醒，人活一辈子绝大多数都是服务业！ ,2023-12-09 22:39,2
好的已阅 ,2023-12-09 22:39,1
真话都很刺耳，但刺耳的不一定都是真话 ,2023-12-09 22:37,2
虽然不好听，但却是事实。很多行业都是服务业，没有服务力，没有服务意识，很难混。,2023-12-09 22:36,142
为什么穷人越来越穷？因为他们的思想，基因不对，富人不会给他们机会，也不想接触他们，富人不想给自己添堵，怕不安全。他们的机会越来越少，他们就越来越穷。这就像给你不养狼，养狗一样，因为狼迟早会给你咬一口。就是这么个简单的道理。只有追随强者，有能力的人，才会有前途，要绝对服从，听 为什么穷人越来越穷？因为他们的思想，基因不对，富人不会给他们机会，也不想接触他们，富人不想给自己添堵，怕不安全。他们的机会越来越少，他们就越来越穷。这就像给你不养狼，养狗一样，因为狼迟早会给你咬一口。就是这么个简单的道理。只有追随强者，有能力的人，才会有前途，要绝对服从，听强者，有能力的人，牛人的话。这个潜规则不懂，就没人提拔您的智力，智慧，这就是天然富人与天然穷人的区别。愚蠢的人，郁闷的人，穷人不懂这个道理。他们只有莫名其妙的骨气与复仇心理，搞破坏心理。,2023-12-09 22:36,8
很明显这个人他已经掌握到了流量的密码，整天制造言论妖言惑众，ntmd分文理科是国家教育的事，他在质疑和挑战国家，什么时候封杀啊，还tmd特么的是老师。。。无语。。不过微博也不是什么好东西，果然网友的受教育程度还是很低，天天信网上的所谓网红,2023-12-09 22:36,6
本来就是服务业啊读得我真他妈崩溃了,2023-12-09 22:33,1
【张雪峰致歉，正面回应“文科都是服务业”】12月9日，登上微博热搜第一。事情起因源于，一位数学140分的学生为了读档次更高的学校，想放弃理科选文科，张雪峰在近日直播中劝其沿着数学优势，优先选择理工科专业。他在直播中称：“所有的文科 【张雪峰致歉，正面回应“文科都是服务业”】12月9日，登上微博热搜第一。事情起因源于，一位数学140分的学生为了读档次更高的学校，想放弃理科选文科，张雪峰在近日直播中劝其沿着数学优势，优先选择理工科专业。他在直播中称：“所有的文科专业都叫服务业，服务业总结成一个字就是‘舔’。甲方都是对的，你就是对的，你就是好的，爷我给你笑一个吧，这就叫服务业。”张雪峰同时表示，他在直播间也是服务业，“我是用我的专业性，来舔我们直播间的每一位家长，每一位朋友。”上述言论一出，引发社会热议。当前就业难的背景下，专业和院校之争格外激烈。在张雪峰效应下，新传、土木工程分数“滑铁卢”，有一批学生捡漏重点院校。处于舆论漩涡中的张雪峰同时收割一大波流量。截至12月9日，“张雪峰老师”抖音粉丝数高达2363万人，张雪峰的事业重心也由考研咨询转向高考志愿填报咨询服务。,2023-12-09 22:32,1
近日，网红考研名师张雪峰表示，所有文科都叫服务业，总结起来就是“舔”，引发热议。不少网友纷纷表示说得太对了，自己瞬间破防了。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。你怎么看？来聊 近日，网红考研名师张雪峰表示，所有文科都叫服务业，总结起来就是“舔”，引发热议。不少网友纷纷表示说得太对了，自己瞬间破防了。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。你怎么看？来聊聊：如何看待文科都是服务业这一说法？,2023-12-09 22:32,1
"全世界的哲学家都在想方设法解释这个世界，但是问题在于改变世界。如果总是在针对提出问题的人,我们什么时候才能解决问题 ",2023-12-09 22:31,1
张雪峰称文科都是服务业引发热议，本人最新回应：我没觉得这有什么不好。,2023-12-09 22:30,6
他说的没错我读的物流管理确实是服务业 ,2023-12-09 22:28,2
想我堂堂第四权，无冕之王，谁居然敢说我是服务业，你…你你你怎么敢,2023-12-09 22:27,0
如果你的工作，最终要面向人，都可以看成服务业。不仅仅是文科，理科、工科、商科、医科都是服务业。在公司服务客户，客户买单，你能赚钱。在体制服务领导，领导开心，给你提拔。在高校服务课题，拿到成果，评上称职。服务意识的本质 如果你的工作，最终要面向人，都可以看成服务业。不仅仅是文科，理科、工科、商科、医科都是服务业。在公司服务客户，客户买单，你能赚钱。在体制服务领导，领导开心，给你提拔。在高校服务课题，拿到成果，评上称职。服务意识的本质是乙方思维、利他属性。对他人有价值、有贡献、被需要，并且能赚到钱，是一件很考验本领的事情，里面有很多学问。一方面，你要能帮对方解决问题，让对方有成绩；另一方面，你们的沟通交流，能让对方感到如沐春风，收获足量的情绪价值。要同时做到这两点，其实并不容易。一般人觉得自己有一些才华，就会眼睛朝天不看人了，服务意识会差很多。张雪峰说“舔”这个表述，带有自嘲与夸张，但是一经入脑就无法忘记，属于网感极佳的表达，于是成为热搜。为什么“舔”字会引发部分人的反感？很多人会把职业属性和个人价值、自尊绑定在一起了。你说“舔”，会让他们消除优越感，扎到很多人的痛点。优越感消失是因为，我的工作明明是甲方，我明明要伺候领导，但是你不能说我“舔”。痛点在于，很多人不是不愿意“舔”，而是不知道怎么科学高效地“舔”出成果，拿到回报。于是只能反向地说，我是一个有原则、从来不会“舔”的人，来获得内心的清高。这和吃不到葡萄说葡萄酸，没有什么区别。其实，真正的高手，是在无形之中，“舔”完以后能拿到结果，发展了事业，结交了朋友，还赚到了钱。比如，我们的张雪峰老师。,2023-12-09 22:26,0
其实一切都是服务业，只是看你所在的位置，是直接面对客户的销售、客服，还是后面做产品、做技术，一切的宗旨都是把产品（也是服务的一种形式）卖出去，让客户觉得物有所值、付费而已。 ,2023-12-09 22:25,0
但是服务业不等于服务员啊，法院检察院各级政府部门多数还是要的文科 ,2023-12-09 22:24,0
