张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
都是工具人，不过方式方法不一样吧了,2023-12-11 01:38,2,0,小红薯5CE19224,辽宁
律师，电视电台主持人，演艺明星，银行，医生护士，部分政府部门……包括张雪峰现在的职业都属于服务型职业……其实，发达国家已经完成了转型，服务类行业是主业……只能说我们还是发展中国家。,2023-12-13 10:09,1,0,夏日的秋风,江苏
你我皆牛马[笑哭R]，何来人上人,2023-12-12 12:33,0,0,兴,江苏
公务员是管理类,2023-12-12 04:06,0,0,暖寄归人5257,浙江
我们都是资本家的狗[失望R],2023-12-11 19:58,1,0,momo,浙江
教员就是学文科的吧[笑哭R],2023-12-11 10:48,0,0,小红薯65489478,北京
其实理科才是牛马。,2023-12-11 10:00,1,0,小红薯643A9DDB,浙江
流量蹭的爽吗,2023-12-11 07:23,1,0,小红薯837BA869,江西
你们说啥了这是…没了好几百条评论。,2023-12-14 20:13,1,0,爱分享的小辛🐰,黑龙江
[黑薯问号R]真的有那么多人活在象牙塔里面嘛，越破防越说明话的真实，也许张雪峰用词确实有些锋利，但确实是实话,2023-12-12 22:49,91,1,白榆馆,安徽
我觉得张雪峰说的确实很侮辱人，他的观点颇具偏见并且态度恶劣，感觉就是为了流量在造势。,2023-12-12 18:54,44,1,派派,江苏
请求权基础都没有，也不是适格主体，起诉原被告信息也不全，没电话没住所法院怎么联系人？诉讼费用只能就本案，一审没结束就让法院给他判二审诉讼费承担？精神损失费适用条件在民诉解释里写的明明白白要重大损伤[失望R]更不要说民事案件提刑事责任了，毫无法律常识可言。看的火大[生气R]事实和理由部份写的也和流水账一样，这起诉书拿出来反而证明了部份文科生没有学习能力和检索能力，甚至连自己在本科时应当被训练好的语言表述能力都不行，反而给张雪峰当典型了[失望R],2023-12-13 12:13,29,1,Sorcerer Apprentice,中国香港
首先我是学文的 周围也都是学文的 他说的没错啊 破防的不都是被戳痛点了吗？其次 起诉什么的闹在网上不就是蹭流量吗……,2023-12-15 11:30,14,1,腰间两坨肉,北京
理工科是牛马，理工科学生：对，是这样的。文科是服务业，文科学生：不行，我要去告他,2023-12-13 15:53,30,1,逍林,山东
这法院能接受？[doge]这要能成功我直播吃手机[doge],2023-12-12 18:53,8,1,爱分享的小辛🐰,黑龙江
告了也没用，张雪峰他干的就是文科生毕业干的事，但他确实有这么一种歧视，但社会对文科生的歧视早见怪不怪了，他确实会打击到文科生的信心甚至改变已经上大学学生未来走的路，“舔”并不是不堪的，人在社会上立足，建立人际关系也必然要参与其中，文科生眼看要被艺术生体育生大专生踩在脚下，虽很难接受，但相信张雪峰改变环境的能力，早些年张雪峰推荐的专业现在都不咋地，考研也是他倡导的，所以他说的话必然引起社会的轰动与跟风，未来文科生的环境只会更加恶劣，但一个郑大给排水甚至没正常毕业的人做着文科生的事，常人眼里的销售取得这么大的成功，确实是社会的悲哀，文科生的悲哀,2023-12-13 01:13,4,1,钟军,河南
张雪峰的存在，不管他动机是什么，能部分减少文科新生的数量和文科大佬的话语权，这在当前的国家发展阶段是利好。,2023-12-16 09:44,0,1,章鱼睡不着,北京
其实我并不反感说文科不好找工作之类的，我只是反感那些说“理科学不好才学文”的理科生[笑哭R]拜托，学理的不是没有辣鸡学校和垃圾人。我高考数学141，分文理之前物理也不差的。,2023-12-14 11:10,5,1,小妤,江西
他在社会上混3年就明白了。,2023-12-20 07:00,0,0,会议纪要,广东
看看董宇辉，有能力有拼搏，估计内部领导没服务好…让人搞昙花,2023-12-16 14:19,0,0,得自在,上海
服务业怎么了？公务员都是为人民服务的[笑哭R],2023-12-16 13:22,1,0,Four,湖北
不是 有人听不得实话吗[笑哭R],2023-12-16 11:47,0,1,早點睡,山东
[doge]做啥不都是服务业吗，coding也是呀,2023-12-16 07:25,0,0,十六,浙江
人家张雪峰现在干的就是服务业，原视频说服务业用的还就是自己举的例子，现在他道歉不是用实际行动证明了服务业就是“舔”么？你看一部分破防的人说他错了，他就果断道歉都不带含糊的，你再看做制造业的曹德旺，那些言论被骂成啥样了，你看人家出面道歉么？谁叫曹旺做的是第二产业不是服务业呢？[doge],2023-12-15 17:43,3,0,倾寒,湖北
为人民服务怎么了？有问题吗？,2023-12-15 16:44,0,0,半硅基人类,湖南
良药苦口利于病，忠言逆耳利于行。,2023-12-15 11:17,0,1,wmh,辽宁
能赢才怪 ，也不看看中南海大门写的什么字？“为人民服务，”张雪峰已经立于不败之地了,2023-12-15 09:18,2,0,lin.,海南
都是破防的文科生吧，不会真以为自己一毕业就月薪过万吧？,2023-12-15 00:46,0,1,小红薯64783A5C,江苏
宝，有空过来打卡我,2023-12-14 23:20,0,0,先锋认知,江苏
破大防咯 人情社会不服气憋着,2023-12-14 21:50,0,0,墨,意大利
不是，服务业有什么问题？服务业就是低下的吗？,2023-12-14 14:04,0,0,小红薯65079087,山东
我只能说越破防也就越真实，越生活在象牙塔就越不承认事实。我是文科生，现在还没就业，就出去找实习找工作，都感受到了文科生和理科生岗位的巨大差距。[失望R],2023-12-14 13:55,1,0,Ansel,吉林
文科就是服务业 本文科生现身说法 是事实 天天看脸色 一个词能修改百遍 看领导心情用哪个[微笑R],2023-12-14 11:36,0,0,换着角度看人间,湖北
这个人不会是新闻学的吧,2023-12-14 10:59,0,0,52Hertz,江苏
不管文理，说到底本质都是服务业啊，都是为人民服务，只要合法合理，凭自己的正当劳动赚钱，谁又比谁高贵呢？他张雪峰也是干的服务业的活儿，他们公司课程和咨询服务也不便宜啊,2023-12-14 10:43,1,1,梨苑秋棠,广东
我就是文科生，他说的没错啊确实是这样的,2023-12-14 09:29,1,0,我睡觉的时候不困,广东
不是，不同意的人人生里没有甲方嘛[哭惹R],2023-12-14 09:19,0,1,Sylvia,广东
虽然用词不当但也没说错吧，文科生除了考公做老师好像出路很少，人生那么长以后破防毒打的事情多着呢不在这一点[笑哭R],2023-12-14 08:39,1,1,周乔乔,贵州
这都能告成功，想必网暴这块毒瘤也不会存活至今[害羞R],2023-12-14 08:18,1,0,中华蜂农,贵州
连起诉书都写不好，怪不得文科生百无一用,2023-12-14 07:45,0,0,雨声,广东
我要是被戳中了肺管子，我也这么恼羞成怒[doge],2023-12-14 07:43,0,0,茶碗蒸,上海
都获得了流量,2023-12-14 01:41,0,0,seven。昔年,山西
虽然我是工科生，但是我觉得半斤八两吧，文科生是服务业，但我们工科生不也是牛马，是耗材。加班倒班不干就滚。别管文科理工科，有钱有人脉能份相对舒适自己喜欢的工作才是最好的。跟文科理工科没啥太大关系，是你能不能找到。而且服务业我觉得也没啥不好啊。不像我们搞化学的，伤身，又毒。而且我觉得理工科也没有你们想的那么好，除去那几个热门的专业。一些不太热门或者冷门的工科专业其实没有很好啊。各有各的难，那行都不好干。,2023-12-14 01:15,1,0,喵喵喵喵,湖南
张雪峰的低头就是完美的印证了他自己说出去的话，形成事件叙事的完美闭环,2023-12-13 21:22,1,0,ᅠᅠᅠ,山东
理科生表示也在搞服务业呢[偷笑R],2023-12-13 21:18,0,0,瑶瑶,广东
一个月几千块钱，干的是牛马的活，挣得都是草料钱。这不是服务业，这是畜牧业[doge],2023-12-13 20:03,0,0,小红薯64BF90E4,江苏
张雪峰说了大实话，有些人接受不了现实，还在自欺欺人[doge],2023-12-13 19:21,1,0,北欧鸟鸟猫,瑞典
这人招笑的,2023-12-13 18:44,0,0,卫星,安徽
"发表极端言论制造矛盾-言论制造者迅速道歉防止反噬-矛盾双方下场营造舆论高潮-制造者坐享渔利os""谁骂我谁就是小心眼 我都道歉了你们怎么这么玩不起""-官方压热度制造者再吃点阴谋论的余粮“我动了别人的蛋糕被捂嘴了”收获一片同情-制造者数钱数到手软，网友收获一肚子气",2023-12-13 17:19,9,0,Ibuprofen,江西
第一产业是农业，第二产业是工业，第三产业是服务业，所以服务业居然是个贬义词？,2023-12-13 17:15,2,0,宋轶&杨洋黑粉,上海
可不可以直接不开文科专业啊，就没这么多事了,2023-12-13 16:38,1,0,momo,四川
服务行业怎么了？是什么见不得人的行业吗？简直无法理解，我也是服务行业啊，谁不是服务别人的啊,2023-12-13 16:36,1,0,野,江苏
首先，案由是什么？被告到底是法人，还是自然人，这个起诉状写的一坨屎,2023-12-13 16:25,0,0,悠悠,湖北
对张雪峰无感，但是毕业出来找工作的文科生包括硕士，应该是能深深感受到了吧。[偷笑R],2023-12-13 15:55,1,0,用户已注销,福建
金融学都算文科了吗[笑哭R],2023-12-13 15:51,0,0,N04H,英国
笑死，不可能告赢的。羞辱整个文科生群体，只要不是针对个人的，除了刑法里的几个特殊群体，都不违法。不然人人都可以告打男拳女拳的,2023-12-13 15:47,3,0,马锡五诉麦迪逊,广东
你就说干啥不是服务业吧,2023-12-13 15:22,0,0,紫苏琉璃,安徽
服务业就是舔?歧视广大的为人民服务的人,2023-12-13 15:00,0,0,momo,上海
成功不了的，张雪峰能腆着个脸在互联网胡诹这么多年应该是有点本事的[笑哭R],2023-12-13 12:42,0,0,一只英专er,山东
死在法院不予立案阶段,2023-12-13 12:38,1,0,吃可爱长大吖(考研日记版),湖北
死在法院驳回的阶段,2023-12-13 12:38,0,0,吃可爱长大吖(考研日记版),湖北
急了,2023-12-13 11:46,0,0,momo,安徽
去告张雪峰干嘛[笑哭R]到时候只会创到更多文科生，让文科生被集体嘲讽。,2023-12-13 10:28,2,1,郁郁,四川
张雪峰？不认识，不知道，不了解,2023-12-13 09:01,0,0,大脆皮原始人,广东
原告要有利害关系[偷笑R],2023-12-13 00:59,0,0,"0.6,,",山东
不仅侮辱了服务业还侮辱了所有行业,2023-12-12 20:49,1,0,头铁火柴人,北京
服务业本来就是跪着赚钱，他说的也没什么区别,2023-12-12 20:21,2,0,good luck,贵州
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:04,0,0,思维创富,辽宁
啊[笑哭R][笑哭R]真有人告?     赢不了的,2023-12-12 19:18,0,0,momo,河北
这能起诉赢么[汗颜R]感觉不太靠谱,2023-12-12 19:16,1,0,OvO_March,黑龙江
掀不起大风浪,2023-12-12 18:54,2,0,轻风碎烟雨,云南
这就是文科生擅长的[偷笑R],2023-12-13 13:30,0,0,月上柳梢头,美国
每个人说的都是对的，只有立场，没有对错。,2023-12-13 20:58,0,1,思维创富,辽宁
张雪峰说得对，而且他直播时这话是对着一个数学考130的孩子说的，孩子家长非让他报文科，得亏是张雪峰给劝住了。[微笑R],2023-12-15 18:58,5,0,ᅠᅠ,天津
点错了。我其实文理都差不多（普通水平），最后我还是选择了理科。文科不够拔尖，真的难。,2023-12-20 17:40,0,0,扑棱的小兔子（恢复期）,广西
我感觉核心在于两个点。第一个是，张雪峰用了“舔”字。文科是服务业不假，也没什么不好的，但是用“舔”这个字就太贬低文科专业了。第二个核心问题是，不是文科不好，更不是文科没用，而是供需关系差距太大了。文科对于人才的要求在极少数，比如金融管理学等，一个公司需要多少管理者，需要多少干活的？这个专业只需要极少数人才，但是大学却大量招生。985等高校出来的人才可能就把社会需求填满了，大量大量普通人特别是分数比较低，只能上个二本三本的学这个专业去和名校出来的人竞争，这不是找死吗？对这个专业要求高，福利好的岗位早就被高校生填满了，剩下的人不就得去干牛马工作？问题出在招生太多和很多人不自知上，不应该是专业背锅,2023-12-15 20:52,0,0,懒得跟你比懒,山东
文科出来各行各业的销售[笑哭R][笑哭R]，无论客户经理，商客经理，产品经理，就是不同结构的销售[笑哭R],2023-12-15 18:35,0,0,异想天开姑娘,新疆
我大四文科，不算遍地挑衅。就是这样的,2023-12-15 18:11,1,0,VIICKY,上海
服务业可以 但是舔的确过分,2023-12-09 16:27,6,1,大可,安徽
張雪峰這種價值觀是有毒的。首先文科並不都是服務業，服務業也不代表就要“舔”。所謂的“舔”，就是踐踏尊嚴，但是踐踏尊嚴並不是服務精神。反過來説，蠅營狗苟的人在任何產業都能“舔”，這與什麼科、什麼業無關。張雪峰正在教年輕人市儈、軟骨。他之前的言論，我可以認同他給予年輕人現實主義的建議。但是説什麼科什麼業就要“舔”，這我絕不能茍同。,2023-12-09 17:34,5,1,牢不可破的聯萌,中国台湾
这年头，政治法律这些都属于服务业了么。好像还真的是，公务员都属于公共服务业[笑哭R],2023-12-09 20:43,0,1,shootingstar,广东
我觉得他每次说话都很博眼球的样子，我不是很理解为什么我们要相信他堵上自己的前途未来，他说什么都太绝对了，每个人都有每个人不同的情况吧，但是现在太多人盲目相信他了，他经常给我一种搞推销的感觉,2023-12-10 02:11,2,1,姬发老婆减肥日记,广东
非得搞文理科对立呀，说文科啥也不是才能显示出理科的功劳？？？,2023-12-09 19:28,3,0,哦吼,河南
这人为何还能发生？以毁掉年轻人梦想为职业，才是最低贱的职业。,2023-12-09 18:22,3,0,谢甄璞®,北京
说的没错,2023-12-13 11:41,0,0,慕夏.,陕西
博眼球张,2023-12-10 18:38,0,0,小红薯63C400F9,重庆
他懂个毛,2023-12-12 18:33,0,1,魏师傅,江苏
有道理，为人民服务[害羞R],2023-12-12 22:25,0,0,一鸣惊人,河北
虽然但是，金融不是文科,2023-12-12 14:43,1,1,执音,北京
非热门理工科其实也一样烂,2023-12-21 04:08,0,0,momo,上海
虽然我学经济，但我们学校经济要学编程、会计乱七八糟的[doge]还有一丢丢希望[偷笑R],2023-12-16 16:43,0,0,遥远天堂,辽宁
文科的竞争力的确远不如理科，但金融的话，公务员岗位挺多的，推荐去考考看。如果不想考公，建议考个cpa，找个像样的工作还是可以的（前提是你的学校还凑合）。不要怕难，理科竞争力强的原因也有一部分是因为难。,2023-12-13 08:31,0,0,TTppp,陕西
金融算好的，有点底子在,2023-12-13 03:03,1,0,哈德罗小红,广东
广财？,2023-12-12 21:14,0,0,哦波ov,广东
从现实的角度来说，文科生不好就业是个可怜的事实。张老师的本意是希望更多人以后有口饭吃而已。但是这样表述确实太敏感极端了,2023-12-11 21:40,134,1,亚平宁半岛的风,江苏
还有学校搞什么自由职业证明的，不要帮学校撒谎，不要撒谎，他们制造虚假数据，往上骗国家，看不到真正的情况，国家自然无法做出正确的决策，还要给学校拨钱，结果钱又让学校用到了理化生那里，我导员亲口跟我说你难道想要我们这个专业没掉吗，学校录取你们你们应该感恩（山东的大学哦），逼我写自由职业证明，学校就这么让一个孕妇导员这么折腾自己，也让她折腾我们，真是互相倾轧，弱者砍向最弱者,2023-12-12 23:22,7,1,别管我,北京
文科生最大的悲哀就是，在各种关系横行的中国社会模式下，你基本上干不过那些啥都不如你，但就是背景比你硬的关系户。因为在体制内，国企等很多地方，干得好与坏，评价标准都是人定的，[笑哭R]这是一头效率高又全能的码字驴在职场沉浮十多年之后的哀叹。我肯定让我儿子去学理，多吃点苦学个关系户不屑于学的不好替代的技术，为了将来能比我过得有尊严。,2023-12-12 14:24,52,1,猪贝贝,山东
错误的，大多数理科工科也羡慕计算机,2023-12-17 16:37,0,0,皓月不入黎明,湖南
不去社会上打几年工，不知道钱难挣屎难吃，找不到工作是理解不了找到工作的人有多么不愿意996工作的[doge],2023-12-17 03:51,0,0,酒,江西
啊对对对,2023-12-17 01:20,0,0,素质感人爱咬人,上海
文科是培养思维的，奈何这个社会要求大家不能think independently ，需要大批量没有思想的技术打工人[doge],2023-12-16 22:36,2,1,宇宙人在地球,陕西
他说的挺对的，经济基础决定上层建筑,2023-12-11 22:18,33,1,莉莉儿,广东
文科专业绝大多数理科也能报，理科专业文科不能，工作上亦然。我们的大学文科专业如此之多，真的坑害了很多学生，让很多人高分录取进了一个没有任何就业技术壁垒的专业，然后这条本来就很窄的赛道就越来越拥挤。真的不要有学生思维，大学甚至考研不就是为了好好找个工作赚钱，你以为你报的是你的理想，可实际上专业学的东西跟你的理想有很大差距，能应用在工作里的更是少之又少。,2023-12-12 20:23,17,1,白榆馆,安徽
张雪峰还说过，“gwy对于文科来说就是yyds了”。[笑哭R],2023-12-12 23:49,0,1,抓住一只猪咪,山东
说实话文科差很大程度上就差在大学教育体制僵化上面。。。你觉得你选文科真的可以在大学里面接受到你想要的人文教育吗？,2023-12-12 18:21,8,1,狗小司令,天津
其实还是社会需求，现阶段的社会对这个专业需求大，十年后的社会呢！带货主播网红不比理科赚钱更多。十年前谁会想到这个呢！,2023-12-14 10:33,1,1,叶文洁就该按按钮,江苏
因为张雪峰的受众群体还没有到达去追求个人理想的level。说白了张属于给需要公立制度的投入最少的教育成本来改善现状的人的指导。如果本身条件好，对于张雪峰说的很多根本不会太在乎，只会觉得你说你的 我过我的,2023-12-12 17:27,13,1,升级打怪,广东
我们20多年前的高中也是理科实在学不好的才去学文科，不用拿热爱说事吧。,2023-12-12 14:34,2,1,forsurebest,北京
文科就业不好=文科没有价值=文科生没有价值。嗯，挺妙的。,2023-12-12 18:56,3,1,枫叶和七颗星星,四川
文科看学校吧。我们班同学毕业出来工作都挺好，另外，我觉得大家可能忽略了一个事实，大厂银行政府央企都是文理兼招的。并不是理科生的天下。目前来看，我当时高中理科班的同学除了进大厂的没几个工资收入明显高于文科的。另外，说实话，相对于文科按部就班考职称涨工资，理科虽然好就业，但是真的不如文科稳定。我同学在银行培训部，很稳定，他同事是理财经理，薪酬虽然高，但是压力大也不太稳定，还有同学在办公室总裁办这种，都很稳定，而且升迁机会很大。没见过央企国企或者好的单位只要理科不要文科的。还是一个长期收益和短期收益的对比吧。,2023-12-14 23:07,1,1,momo,北京
我23届的，以我毕业时候身边人的就业看，三本天坑理工科薪资爆杀双非一本文科基本是很正常的[笑哭R]专业好的理工科三本的甚至能爆杀末流985普通文科专业…,2023-12-12 11:43,9,1,法学错题家(无产者版),天津
清北法学毕业进红圈好一点的团队，才相当于211学计算机的进大厂，我六七年前毕业那会儿的行情[笑哭R],2023-12-13 06:35,0,1,叮当的小猫猫,北京
当年一高中同学，学理，喜欢英语 。以全省录取分第一名的身份进入了首都某语言类高校.. 现在想想，不胜唏嘘。,2023-12-12 16:58,1,1,深海,北京
既然文科不好就业，为什么高校还搞这么多文科专业，这时候反而怪我们选择了文科所以没有技能？,2023-12-13 01:47,0,1,Boris牙套仔,广东
如果国家不需要文科生 就不要搞分科啊,2023-12-12 13:10,3,1,气泡果汁,湖北
他不仅应该建议不要为了将就而选文科，更应该建议不要为了“大学”的文凭盲目地选择大学。职校技校未来赚钱比大学本科读个文科容易多了。,2023-12-13 13:16,0,1,西摩路祭司,上海
社会确实需要理科生啊，文科生考不上编制可以去学一门手艺技术，社会也很需要，待遇比所谓的体面工作好多了，就是辛苦点。[微笑R]我在一个211理工科院校，每天都是把头低下做人，真的各种方面差别太大了，他们好多保送清北，校招全是国企招聘，薪资给的还不错。,2023-12-12 10:02,3,1,burro,山西
张雪峰老师提出的很多观点很大胆、也对某些人群也有震聋发馈的冲击意义，他的一些言行的价值毋需质疑，但我想提醒他（？我可能也不配吧）和他的某些狂热信徒：过头了，有些东西点到为止就够了，张老师不是神，社会达尔文主义和唯出身看起来很现实，很实用，但这并不是也不能有利于解决问题。或许我预言，等到几年后你们的孩子在计算机或考研领域又陷入困境而不能自拔时，你们就会明白了，而那时你们的张老师应该也找到新的就业风口，有了新的指向标和拥护者了,2023-12-13 07:51,4,0,苏鸿与飞书,浙江
当木匠，修车工，快递员就业更好。永不失业[doge],2023-12-13 02:36,0,1,盘,美国
我也想风花雪月，我高中的时候真的很想学文科，一直到现在我都更喜欢文学历史类学科，但是有什么办法呢？我得吃饭啊！我穷啊！计算机专业就是更好找工作啊！同一个运营岗，他们就是要懂一点技术的，因为跟技术好沟通，数据库配置文件看得懂，驱动和tomcat我可以自己更新，电脑小毛病我能自己调，还能额外自己p个图简单剪个视频，招聘的人就看中这点额外的技能，觉得更有性价比。理想是好的，我的爱好是好的，就是不能当饭吃……,2023-12-13 07:34,2,0,阿扶,江苏
美国就业率最差的也是文科专业，而且排第一的就是新闻学。,2023-12-13 00:43,1,0,小水星,天津
所以说 为什么饭碗和个人喜好就一定是冲突矛盾的[扶墙R],2023-12-13 16:08,1,1,吃花椒不吃喵酱,四川
跟张雪峰有什么关系？我爹从小就教育我，学好数理化，走遍天都不怕。,2023-12-13 00:22,1,0,怼你咋滴,美国
文科最大的作用应该是替国家和社会念经，讲好中国故事，传播中国故事，但现实中，中国的文科生被人把脑子洗的干干净净，在替别人讲故事,2023-12-13 08:47,1,0,chiang,上海
这就看你对大学是个什么理解了，不是所有人读大学都是为了就业的，不为了就业读什么专业也都无所谓,2023-12-12 03:33,1,1,神志夜胡,湖北
张雪峰的话只是针对农村家庭和穷人家庭，因为他知道这些人在他面前没有反驳的余地，他是绝对正确的。对于小康及富人家庭，他的话就是漏洞百出，，误人子弟。,2023-12-14 08:10,2,0,小红薯636EE37F,广东
就是说这种饭碗思维，如果连饭都吃不起了，哪有时间去考虑意愿，自己愿意什么？[失望R]，而且张雪峰对受众群体上哪去考虑个人理想，能吃饱饭有个稳定的工作好好挣点钱活着就不错了,2023-12-12 17:57,7,0,little luck😊,辽宁
文科的分数线是真高我庆幸学的理，不选文是我背书困难症可不是看不上文科[doge],2023-12-12 16:56,0,1,별（见过威神版,江苏
千金难买我乐意，喜欢学什么就学什么，总归还饿不死，人活一辈子不就是活个开心，别说学理科，就算让我去学经管法律我也难受到要死,2023-12-12 11:15,6,1,晋陵珺,福建
不是文科不如理科，也不是文科生不如理科生，大家基本都是打工人。但人生在世，碎银几两，有💰才能附庸风雅，但文科就业面窄是事实，不能让一个人没有物质去追求精神食粮。,2023-12-13 01:09,1,0,momo（减重版）,新疆
劳动的异化，是马克思关于资本主义社会中劳动现象的一种理论概括。具体来说，包括以下几个方面：劳动者在劳动过程中不能充分发挥自己的体力和智力，而是使自己的肉体受到摧残，精神受到折磨。劳动者在资本主义生产关系下，其劳动产品并不属于自己，而属于他人，劳动者丧失了人的自由、平等和全面的发展。劳动者生产的产品越多，他就越贫困，劳动为工人带来的只是灾难，劳动建造了宫殿，但工人却住进了贫民窟，劳动创造了美，但工人却变成了畸形。在资本主义生产关系下，资本成为了人类的主宰，人类自己的本质变成了仅仅是维持自己生存的手段，这样人的类本质也就和人自身相异化了，人类成为了资本的奴隶。,2023-12-12 19:04,2,0,枫叶和七颗星星,四川
这个新闻很符合我对新传这个专业的刻板印象。但凡看过张雪峰直播，就应该明白张雪峰根本不反对学生追求理想，但是他一定告诉学生选那些基础学科专业可能收入不够高然后问学生是否可以接受，学生接受张雪峰就鼓励报考。之前一个小孩想学纯理论物理，家长不允许，但是张雪峰很支持小孩子的选择，因为这么纯粹喜爱理论物理的人很少见。,2023-12-13 05:30,1,0,一杯棒打鲜橙,浙江
都没错，我活着才是错了,2023-12-13 10:56,1,0,阴沟重生,浙江
他是就业方向的建议，他的客户大多数都是普通家庭，大学专业决定未来的就业前景和收入。有钱人不需要他给建议，有钱人家的孩子都直接追梦，想学什么学什么。不赞同他的要么是对自家经济情况没有清晰的认识，要么是富哥富姐瞎掺和，要么是理想主义者感觉被冒犯。[笑哭R],2023-12-13 16:55,2,0,一名质朴的工友,广西
实际上不是文科理科谁好，而是大家都是混个文凭来就业的，理工科就业率高，这才是重点,2023-12-12 20:28,4,0,哈哈哈,海南
其实不是文科生不如理科生，只是很多文科生其实天资不太好，文理都无法精通。然后文科还有死记得分可能性，所以选择文,2023-12-13 00:08,0,0,小手冰冰凉,浙江
你猜为啥美国有些议员叫嚣只让中国留学生学莎士比亚,2023-12-12 19:48,1,0,小h,日本
文科当业余爱好不行吗？我理科高中本科，商科（偏理）硕士，倒是大学开始业余时间涉猎很多人文方面的书籍，一直到现在，阅读时间加起来不比上学时学数理时间短，而且人文方面的东西有阅历之后理解比在大学时候理解更深刻。喜欢文学哲学的，自己课后读书看视频不行吗？,2023-12-13 18:48,1,0,桑德罗勃特切利,美国
大才文科，其他无脑理科[偷笑R],2023-12-13 15:51,0,0,迅哥儿第一铁粉,北京
大部分人没有六便士也没有月亮🌙,2023-12-12 16:52,1,1,小红薯5FB15888,湖北
经济基础决定上层建筑，咱还没到那一步[哭惹R],2023-12-11 13:33,3,1,不摆烂小黄,安徽
我高中学纯理科 靠着无比的勤奋考上了个中下流985的化学，但是因为真的不喜欢 学得很痛苦…[哭惹R]后来转去了中文系，每天还是卷生卷死 但是学起来又很快乐…[哭惹R]怎么说  九死南荒吾不恨，兹游奇绝冠平生[哭惹R] 我觉得中文系启蒙了我[哭惹R],2023-12-12 12:54,1,1,Dark Paradise✨,上海
天杀的[生气R]中学时候成绩倒数的同学，大学上的专科，现在比我挣得多，我。。。艹我这个文科考的好又有什么用[哭惹R],2023-12-13 22:03,0,1,来日方长,福建
都知道了 要他再三强调个啥[笑哭R]无非给自己又狠狠赚一波流量,2023-12-11 10:38,1,1,橙橙树,云南
文科很重要，只是感觉文科质量不高，北大那种人文 学术氛围肯定不一样,2023-12-13 02:20,0,0,Freja,江苏
张学峰说某些专业不好就不是贬低 三联说他就是贬低 话语权是不是都掌握在流氓手里[汗颜R],2023-12-12 16:31,3,0,盈,辽宁
好的好的 你说什么就是什么[偷笑R],2023-12-14 17:23,0,0,荷包蛋 （存钱版）,云南
文科生确实没理科生好就业啊[笑哭R],2023-12-13 17:57,1,0,Billy,河南
张老师说的是事实，真就没必要这么应激。他除了说的不好听，其他真挑不出什么毛病来。我本身就是学文科的，杠精岔开。,2023-12-13 09:14,0,0,咲くさくら,黑龙江
骂他的都是已经高枕无忧的世外之人，如高校教授，所谓专家，和既得利益者比如自媒体,2023-12-12 21:46,0,0,肖竣文,广东
普通人务实没毛病，饭都吃不上谈什么理想。,2023-12-15 13:21,0,0,无名,黑龙江
小时候就知道以前高考文理分科。都知道成绩差的才去读文科班。老师们也吓唬我们，说不好好读书就得去文科班。好了，现在一帮高考二等品文人嚷嚷说文科生和理科生平等——呵呵，也有脸。当年自己高考烂怎不提了？？,2023-12-12 20:09,1,0,贵枫,四川
文科就业确实弱势 大多数人都能触及的层面没有什么专业壁垒啊   学校里选课公共课永远都是人文课最先被抢完,2023-12-13 01:20,0,0,凛烟丨,浙江
高等教育的唯一目的是就业吗？那为什么不去上职业学校，更低成本更快就业。判断一个学生的价值就是就业吗？没有就业的人就是被社会抛弃的人？打工人就应该去舔老板舔客户舔领导？经济基础决定上层建筑=人的收入决定人的价值？我们已经音速进入资本主义社会了？,2023-12-12 19:02,0,0,枫叶和七颗星星,四川
我依然支持张雪峰,2023-12-13 21:16,0,0,前鑫东方周老师,四川
我本人是个文艺青年，小时候羡慕美术生能学画画。但因为理科成绩好家人让我学了理科，心理隐隐觉得拧巴。后来工作了进去社会，是理科训练的理性思维，客服了我的文艺病，让我接地气了。如果我去学艺术或文科，我可能会特别活在真空里。没有鄙视文科和文艺的意思，我从小到现在一直喜欢这些。就是脚踏实地更容易出真知，仰望星空相对迂回一些更艰难一些,2023-12-13 13:51,0,0,WatersOfMarch🐳,北京
就算各位再不满，事实上就业市场文科就是不行，再怎么振臂高呼也就那些职位容量，确实该缩减文科量了,2023-12-13 18:57,1,0,小陌嘻嘻嘻,陕西
这厮就是职业贩卖焦虑的，前有陈安之，后有张雪峰[飞吻R],2023-12-13 07:34,0,0,淡定哥不淡定✔,广东
看了这些文章，的确是破防了，逻辑混乱[赞R],2023-12-13 05:36,0,0,momo,上海
绝大多数人是为了生存选择职业，只有极少数人为了理想而选择职业！学校教育到底是为了生存还是理想？,2023-12-13 12:54,0,0,小红薯6433A6CB,北京
教育分阶级？所以？人口红利或者牛马，炮灰？,2023-12-12 19:43,0,1,小新成长日记violin,安徽
事实上，如果真的把理想当事业经常会破灭的，还不如找一个谋生的工作，然后真的喜爱的东西作为兴趣爱好,2023-12-14 11:31,0,0,元味,河南
