#新闻学教授怒怼张雪峰#,Query time: 2023-12-24 15:12:51,likes
公说公有理婆说婆有理，反正我不考研，随便你们gyg，我就吃瓜，理性讨论：感觉张老师过满则溢了！还是收敛点锋芒，即使你很光芒，自谦点好！ ,2023-06-16 20:06,1
哈你来回答比较专业吧,2023-06-16 20:05,1
：没有不好的专业，只有不专业的人,2023-06-16 20:04,0
恩…… ,2023-06-16 20:04,0
我也不建议报新闻传播类专业，原因是这是个不实惠的专业，需要热情和情怀去支撑，如果去媒体，辛苦而且收入不高。但网红张雪峰的说法完全是胡说八道，他连媒体行业的皮毛都没了解全，他只有从自己网红和自媒体的角度认知传媒行业，却并不了解真正新闻人可以放弃许多去追逐很多 我也不建议报新闻传播类专业，原因是这是个不实惠的专业，需要热情和情怀去支撑，如果去媒体，辛苦而且收入不高。但网红张雪峰的说法完全是胡说八道，他连媒体行业的皮毛都没了解全，他只有从自己网红和自媒体的角度认知传媒行业，却并不了解真正新闻人可以放弃许多去追逐很多人并不理解但却是捍卫公共利益的的理想。,2023-06-16 20:03,0
新闻专业的难点就是，最好的最顶尖的记者编辑大都不是学新闻专业科班出身的。技巧啥的可以练，但是某些东西学不到练不出来。可以参考川大新闻专业女研究生事件。关于就业，传统媒体已非良配，基本算是人才储备基地，干好了就毕业了，干不好有托底的地方，不过现在是个电视台招 新闻专业的难点就是，最好的最顶尖的记者编辑大都不是学新闻专业科班出身的。技巧啥的可以练，但是某些东西学不到练不出来。可以参考川大新闻专业女研究生事件。关于就业，传统媒体已非良配，基本算是人才储备基地，干好了就毕业了，干不好有托底的地方，不过现在是个电视台招聘都起步985/211还得应届，那些其他的就别琢磨了。,2023-06-16 20:03,1
srds，真想做传媒工作确实没必要读新传，读新传除了真正热爱读个开心没啥用，很认同张读“有专业壁垒”的专业。大环境下从就业角度来说文科哪个专业都不好过。 ,2023-06-16 20:02,0
只能说，不是每个人学新闻都有出路。 ,2023-06-16 20:02,0
你猜我为什么不说话 ,2023-06-16 20:01,0
所以新传到底能不能报谁来告诉我 ,2023-06-16 20:01,1
教授站在云端，自然可以高谈阔论，张雪峰从雨雪中涅槃，虽不至于为你打伞，但是会给你卖伞指路。 ,2023-06-16 20:00,1
学什么也不要学新闻，行业畸形，门槛低，加班严重，工资低，考研还他妈挤破头，学这专业后悔他妈后悔到家了。 ,2023-06-16 19:58,1
愿中国青年都能摆脱冷气，只是向上走，不必听自暴自弃者流的话，能做事的做事，能发声的发声，有一份热，发一份光，就令萤虫一般也可以在黑暗中发一点光，不必等候炬火，此后如竟没有炬火，我便是唯一的光。  ——鲁迅 ,2023-06-16 19:58,1
我是学过新闻的，建议，真的不要报新闻学。尤其是在这个国家。建议看下电视剧，我们与恶的距离。 ,2023-06-16 19:58,0
张教授求求您要真没什么真知灼见就别出来长篇大论了🙏🙏您还是专心发抖音吧🙏🙏 ,2023-06-16 19:57,1
“能力”跟“收入”是一回事吗这位教授。 ,2023-06-16 19:55,0
每个人观点不一样,2023-06-16 19:53,0
我喜欢的欧阳夏丹都已经辞职了 ,2023-06-16 19:52,0
来现实社会看看吧 那些所谓的教授、专家们。 ,2023-06-16 19:51,0
人家起码在教别人怎么在这个社会活下去 你呢？ ,2023-06-16 19:51,1
呵呵，现在的某些媒体罔顾事实，造谣，编料，像个yxh，哪还有什么真实性公信力 ,2023-06-16 19:49,1
现在就没有看到认真进行新闻调查。 ,2023-06-16 19:48,0
如果有条件，我觉得还是考研跨考新闻学比较好……本科学点专业壁垒高的学科比较好，另外本科的院校能上好的就上好的，专业不喜欢可以回头尝试转系，但是本科院校是没法改的。  本校的新传老师普遍都比较喜欢理工科的娃…就大家应该都懂… ,2023-06-16 19:48,0
新传有话说：张雪峰说得对！ ,2023-06-16 19:48,7
我赞同张老师。作为老电视新闻记者，从业超过二十年了，的确见过学新闻的大学生，真的太可惜了，哪有那么多新闻机构或者记者岗位？就是每个社区一个新闻机构，也用不完这么多新闻专业大学生。太多了，用不了，很难找工作。大学里面的新闻专业的老师自己都一天没干过记者，他们就 我赞同张老师。作为老电视新闻记者，从业超过二十年了，的确见过学新闻的大学生，真的太可惜了，哪有那么多新闻机构或者记者岗位？就是每个社区一个新闻机构，也用不完这么多新闻专业大学生。太多了，用不了，很难找工作。大学里面的新闻专业的老师自己都一天没干过记者，他们就会照本宣科，根本不会教学生做好新闻记者，他们自己都不会。,2023-06-16 19:47,0
新闻学学生沉默了。。。 ,2023-06-16 19:46,0
学什么专业是人的自由，需要规范的是人的言行。,2023-06-16 19:46,0
这个教授并不是新闻专业出身，也没有在媒体行业干过，是中途转行教新闻专业，而且他所教出的学生也没几个毕业后从事相关行业的！ ,2023-06-16 19:46,0
支持张雪峰 ,2023-06-16 19:44,0
张雪峰的建议挺靠谱的。张雪峰针对的是大多数考生，针对的是大部分本科读完就会面临就业压力的考生们。文科类专业就业难是事实啊，没有门槛可替代性太强。 ,2023-06-16 19:43,1
专家教授你们只能骗骗有钱人 ,2023-06-16 19:43,1
【天宇说】没有不好的专业，只有不专业的人,2023-06-16 19:42,4
作为一名新闻学专业的毕业生，我不同意张雪峰老师近些年来愈演愈烈的看不起文科的论调。但同时也想说，作为一名曾经有新闻理想的新闻学专业的学生，我对现在的媒体环境也是极其失望的。整个行业流量为王，只追求热度没有深度，媒体里没有真正热爱新闻，钻研过这个学科的人，这 作为一名新闻学专业的毕业生，我不同意张雪峰老师近些年来愈演愈烈的看不起文科的论调。但同时也想说，作为一名曾经有新闻理想的新闻学专业的学生，我对现在的媒体环境也是极其失望的。整个行业流量为王，只追求热度没有深度，媒体里没有真正热爱新闻，钻研过这个学科的人，这个行业被“外行人”占据，也无法给遍地开花的自媒体做出一个良好的导向。十几年前我还在上大学的时候，实际上是对这个学科充满希望的。那时候我们希望打破传统媒体的桎梏，看好新媒体的未来，我们都觉得在新闻需要时效性和大众性的时代，新媒体是非常有前景的。但随着越来越多的低智的自媒体层出不穷，吸引眼球博取流量，没有内容的东西越来越多，我忽然发现自媒体的发展，越来越像一个慢慢打开的潘多拉的魔盒，带着整个社会，走向一种不那么高雅的境地。如今我早已远离媒体行业，没有从事新闻工作有我自己能力不足的原因，同时也是我自己的选择。我想，我没有改变这个行业的能力，也没有坚守新闻理想的勇气，有些学校，新闻学在大二的时候是会分流成新闻学和广告学的，我想如果当年我们学校也分流，我多半也会选择广告学。,2023-06-16 19:41,3
英专➕新传 我在这叠buff 呢 来个人把我打亖算了 ,2023-06-16 19:37,0
更印证了张雪峰说的是对的 ,2023-06-16 19:36,0
二本新传生在此 侄女今年高考完 划分双非一本吧 不支持考新传 她说新媒体行业不错 我想说的是 各行各业进新媒体毫无壁垒 反而能扎根某一学科 有过人之处能更好做媒体 ,2023-06-16 19:36,0
新闻学教授怒怼张雪峰。 害人不浅，误导公众。对此，你怎么看？,2023-06-16 19:36,1
学新闻不代表能做新闻，从就业的角度看，新闻学确实不行，毕竟“新闻无学”的讨论也不是一天两天了，想做经济新闻可以去学经济，想做政治新闻可以去读政治。新闻学看起来什么都学，经济、历史、心理、公关、摄影、剪辑、文学、马列…可就是过于杂糅，没什么精的。从毕业的同 学新闻不代表能做新闻，从就业的角度看，新闻学确实不行，毕竟“新闻无学”的讨论也不是一天两天了，想做经济新闻可以去学经济，想做政治新闻可以去读政治。新闻学看起来什么都学，经济、历史、心理、公关、摄影、剪辑、文学、马列…可就是过于杂糅，没什么精的。从毕业的同学来看，进入媒体领域的确实只是十之一二，凭的也多是自身的努力而非专业带来的优势。举个例子，我们新闻班的班长，现在在工地忙呢（调侃，勿怪）另外，现在的环境也很难实现新闻梦、记者梦，上有国家层面对舆论的强管控，下有新兴自媒体平台、MCN机构的冲击…属于新闻的辉煌时代已经过去了。学新闻学的时候经常听到这样一句话，“我们国家的报纸、广播、电视等是党、政府和人民的喉舌”，但从实际情况来看，我觉得这个“人民”可以改一改，改成“资本”如何？说了这么多新闻学的不是，最后也讲一讲好话。个人觉得，越是环境糟糕，越是需要真正有良知、有能力的新闻工作者，需要一些坚守新闻专业主义的人，这些是别的专业不好培养出来的。另外，现在讲究媒介融合，学习多种知识、多重技能的新闻毕业生，处理信息时也更能得心应手。同时，学习新闻学，也可以使视野开阔、思维发散。认识一些从事媒体的同学、校友，也觉得他（她）们很优秀，例如李同学，从她的微博能看出来对于这一行业的认真热情、上进好学。希望他（她）们继续加油！！,2023-06-16 19:36,5
看看吧，大实话动了某些人的饭碗 ,2023-06-16 19:35,0
新闻这个专业最近很你敏感，一说这个专业，就有人跳出来，说实话，如果学这个专业的人有问，那就是个大祸害！ ,2023-06-16 19:35,1
怎么说呢，反正有能力挣钱就是对的吧。起码我们要过得好点吧 ,2023-06-16 19:34,2
新闻学教授谈新闻就业状况？脑子瓦塌了？！ ,2023-06-16 19:34,0
我站张雪峰。看看胡锡进老胡，他读的什么专业，外国语学院俄语系，人家根本就没有读过新闻传播，记者当的好好的，还当到了总编。好记者不是靠学校培养出来的，靠市场。市场需求大，人才自然就冒出来了。现在的报纸，靠行政命令订阅，私人订阅有吗？电视还有谁在看？市场萎缩， 我站张雪峰。看看胡锡进老胡，他读的什么专业，外国语学院俄语系，人家根本就没有读过新闻传播，记者当的好好的，还当到了总编。好记者不是靠学校培养出来的，靠市场。市场需求大，人才自然就冒出来了。现在的报纸，靠行政命令订阅，私人订阅有吗？电视还有谁在看？市场萎缩，行业萎缩，除了前十985招点学生，其他都好关门了，读了没有出路读了干嘛？养活那些教授？然后玩别人家的媳妇？,2023-06-16 19:33,0
么事怼来怼去的有意思不 ,2023-06-16 19:33,0
张雪峰的原话是: “从目前的社会环境来看，新闻传播这个专业可以在研究生阶段少量设置，但是现在二本、三本大量设置这样的专业，明明知道从业的标准是211及985以上，为什么那么多院校还在开设这样的专业”。再来看两个数据：1.国家统计局5月数据，2023年以来青年失业率4月创 张雪峰的原话是: “从目前的社会环境来看，新闻传播这个专业可以在研究生阶段少量设置，但是现在二本、三本大量设置这样的专业，明明知道从业的标准是211及985以上，为什么那么多院校还在开设这样的专业”。再来看两个数据：1.国家统计局5月数据，2023年以来青年失业率4月创历史新高，达20.4%。2.2023届全国高校毕业生预计达到1158万人，同比增加82万人，再创新高。这个教授有点何不食肉糜的感觉,2023-06-16 19:29,0
新闻专业没有问题，问题是这个专业不适合本科生。本科生学这个，什么都沾什么都学不精，除非一开始就有非常明确的方向，比如做影视、当记者还是搞学术等等。很多人大学四年都想不明白自己要研究什么，毕业论文全靠水，找工作的时候就会发现自己的可替代性太强，根本没有竞争力 ,2023-06-16 19:29,0
该语境下的“怒”用英语怎么说？,2023-06-16 19:28,86
张雪峰没毛病 ,2023-06-16 19:28,0
怼×㨃√ ,2023-06-16 19:27,0
还是要首先面对现实，也就是只有40所左右的985高校。非985一本，二本，大专，还有大量中专生，这才是真实的世界。 ,2023-06-16 19:27,2
张雪峰说的没错，新闻行业，哎，一言难尽 ,2023-06-16 19:27,0
环球等媒体的一些汪星人倚仗单位官方影响力做起来的私人账号，拼命维护党员、新闻传媒专业相关的张薇的行为，除了是在维护体制相关蛀虫利益及圈子利益抱团这些因素外，还有个很重要的因素是“搏出位”，就像张薇当初在地铁造谣诽谤网曝弱势的农民工大叔一样，是在故意打造一种“个性十足、我不一样”的 环球等媒体的一些汪星人倚仗单位官方影响力做起来的私人账号，拼命维护党员、新闻传媒专业相关的张薇的行为，除了是在维护体制相关蛀虫利益及圈子利益抱团这些因素外，还有个很重要的因素是“搏出位”，就像张薇当初在地铁造谣诽谤网曝弱势的农民工大叔一样，是在故意打造一种“个性十足、我不一样”的另类ip人设，并且是站在话语权强势的一方对弱势的一方在进行藐视“你们这群普通人没有资格说任何话，不可以反驳回嘴，我这里就是权威真理”。然后大家都看到了，张薇傲慢无理且故意搞事情的卑鄙行为被大众用口水唾弃了。她可能付出代价，也可能不会，目前都未知，这取决于可以处理她的学校、党委、公安是否有作为。但是环球等媒体内部一些以私人名义出现的汪星人，复制张薇故意碰瓷儿这一套，表明看似在维护张薇实则是在炒作自己，可牠们绝对不会受到任何惩罚，名利双收。因为牠们故意搞一些与众不同的狗屁话术，面向的泛泛大众，不是具体的某一个人，所以可在刻意制造强烈社会对立冲突的同时，还不会损伤毫发。当然，牠们也在指责别人制造对立。但其实到底谁有道理，回到事件最初问题本质上即可：张薇是一名学生，就应该依照以前诽谤造谣网曝的其他被开除学生那样处理；张薇是一名党员，就应该依照以前其他党员犯这样的事采取的处罚标准处理；张薇是一个造成了巨大社会负面影响加重社会撕裂对抗的人，所以就应该作为公共案件提交给法院审理，大家尊重法院的判决。扯别的都没有用。只按照事情本身对错轻重去做惩罚就行了，辣鸡媒体人不要玩儿双标。,2023-06-16 19:25,97
说真的，各位高三毕业生们，选自己感兴趣喜欢的专业吧！当初选的国贸（当初志愿填错了），和我现在干的活完全不一样 ,2023-06-16 19:25,0
,2023-06-16 19:24,4
当然啦，第四权的权力多大，动不动就捂嘴，人血馒头想吃飞起 ,2023-06-16 19:24,0
喔？ ,2023-06-16 19:24,0
新传的培养方式应该改了 ,2023-06-16 19:24,0
新闻学子哭晕在厕所 ,2023-06-16 19:24,0
新闻从业门槛太低了，真正做新闻的记者、做深度报道的记者又得不到保护，你们这些靠新闻吃饭又夸夸其谈的所谓教授自然前景堪忧。记得多年前一个记者朋友采访民工维权，发稿后她无奈地苦笑说：“我都不如他，起码他的权益还有我为他发声维护，我的权益才是真正的没有保障……” ,2023-06-16 19:22,0
不针对教授，张雪峰说得对，千万别学新闻学，快逃！ ,2023-06-16 19:22,0
现高二，文科生，以后想走新传，蹲一个客观评价,2023-06-16 19:22,0
对于普通老百姓来说，张雪峰的建议更接地气，近民心啊，读书考学肯定是以就业为主。 ,2023-06-16 19:22,1
所以怎么这么多舔张雪峰的？ ,2023-06-16 19:22,0
真的假的 那大家今年考研能不能都别卷新传 苦让我来吃 ,2023-06-16 19:21,0
感觉张老师没说错啊，590的理科报啥不行…… ,2023-06-16 19:21,1
//:徐记参与评论，值得一看～,2023-06-16 19:21,2
小强就别出来丢人了，容易被踩死。给张雪峰老师点赞👍，他让很多学生受益匪浅。 ,2023-06-16 19:21,0
我对新闻学科是没有什么偏见的，但是对中国新闻学科教育可以说是嗤之以鼻的，培养出来的人难有真正的新闻人，导致国内没有像样的新闻环境，国际舆论场上中国媒体也没什么话语权。『新闻学教授再发文怼张雪峰 张雪峰也回应了』,2023-06-16 19:20,2
找不到工作还真以为是专业的问题呢,2023-06-16 19:16,0
呵呵，现在的新闻专业！我呸！太多新闻报道已经没有职业道德底线了 ,2023-06-16 19:13,0
张老师和张雪峰都没有解决新闻传播专业面临的尴尬。这也是任何专业的老师都解决不了的尴尬。因为学法律专业的同学，在毕业后当法官和律师的比率也不高；许多学临床医学的，大概率也当不了医生；学行政管理、工商管理的，很多也没有当上管 张老师和张雪峰都没有解决新闻传播专业面临的尴尬。这也是任何专业的老师都解决不了的尴尬。因为学法律专业的同学，在毕业后当法官和律师的比率也不高；许多学临床医学的，大概率也当不了医生；学行政管理、工商管理的，很多也没有当上管理职位；学英语等外语的，最终也没有从事专业相关的职业；大学里面至少一半以上的专业，都面临这样的尴尬。,2023-06-16 19:12,3
学啥不好呢，非要学新闻。作为一位从业者，真心不建议学新闻。还是学个技术好。 ,2023-06-16 19:12,0
新传真的没有专业壁垒万物皆可媒人人都有麦克风so……. ,2023-06-16 19:11,0
我研究生学了三年马哲我都不敢说让别人报考还是不报考马哲，我们专业的同学最终毕业论文的方向各不相同，真的很难一言以蔽之这个专业适合什么样的学生来学。这个张老师难道已经自修完所有学科专业的所有课程了么？否则他凭什么指导他人的前程。奉劝一句，只提供资料与数据，把思 我研究生学了三年马哲我都不敢说让别人报考还是不报考马哲，我们专业的同学最终毕业论文的方向各不相同，真的很难一言以蔽之这个专业适合什么样的学生来学。这个张老师难道已经自修完所有学科专业的所有课程了么？否则他凭什么指导他人的前程。奉劝一句，只提供资料与数据，把思考的时间留给孩子和家长就可以了，否则你只能是离成功学导师越来越近。,2023-06-16 19:11,0
我觉得如果你家里不缺钱，读新闻还是可以的。可以接触上帝视角看世界。 ,2023-06-16 19:10,0
这个说的好像没毛病 ,2023-06-16 19:10,0
反向证明了张老师说得对 ,2023-06-16 19:10,0
这个专业怎么说，那就是门槛低，自媒体太多了，唯一优点就是考公务员比较吃香。除此之外，不要报这个专业。只能考公，除了考公，屁用没有。 ,2023-06-16 19:10,0
张雪峰说了实话！新闻的职业操守还有吗？如果考公，为啥非要学新闻，如果去企业，为啥非得学新闻？ ,2023-06-16 19:10,1
重庆大学的新闻学的这位教授，把就业当作新闻学的强项。只能说这位教授对行业状况一无所知，对就业形势也一无所知。大学培养出来的毕业生，距离媒体传播融合的需求还远的很……在象牙塔里呆久了的教授，多进社会看看寻常普通人的就业形势吧… ,2023-06-16 19:10,0
张雪峰说的哪里错了，就现在这种情况，媒体天天为了流量夸大新闻标题，啧啧 ,2023-06-16 19:10,0
Widespread employment? That's funny. ,2023-06-16 19:10,1
这教授怕不是学术论文写多了，不知道术业有专攻的道理了，还让人家跟他比写论文真是好笑，这个事我站张雪峰老师！！这个教授有点精神不正常了！ ,2023-06-16 19:10,0
张雪峰针对的是没背景没钱的学生不要报，不然出来真的难就业 ,2023-06-16 19:10,0
讲真一直不喜欢张雪峰这种做派，哗众取宠的成份太浓，吐槽过不止一个专业，动不动这个别学那个别学，满嘴跑火车，张口就来。只不过这次有人愿意去反驳，但好像张雪峰引领的功利之风盛行，大家都忘了如果目的性太强，生活其实挺无趣的。 ,2023-06-16 19:10,0
看完这个事的报道之后去背书 背到了这句话 有点哽咽,2023-06-16 19:10,1
10年前考研就听过张雪峰的讲座，那会儿他还没出名，在全国各个大学做考研讲座，分析毕业后到底是工作还是考研，学校也大多是非211和985的学校（985学生谁去听啊），接触的学生大多数都是非名校出身、自身能力一般、家庭一般。所 10年前考研就听过张雪峰的讲座，那会儿他还没出名，在全国各个大学做考研讲座，分析毕业后到底是工作还是考研，学校也大多是非211和985的学校（985学生谁去听啊），接触的学生大多数都是非名校出身、自身能力一般、家庭一般。所以结合他自身经历，现在高考填报给出这种建议非常顺理成章，很务实，很符合大众，很适合那些没有家庭可以托底的学生标准出路，当然也很无趣，缺少精彩，更少了些创造力。这回又上热搜有了曝光，和他连线的家长肯定又会增加，不过家长还是要有一些思辨能力，一个人见识再多，也不可能把全天下所有专业了解的很透彻，可以作为参考但是不能通过一个人的建议就决定了孩子将来的路。就算选择了看似一条稳妥不会出错的路，其实该踩得坑，该吃的苦一样不会少，上天是公平的。,2023-06-16 19:07,7
只能说各有个的立场,2023-06-16 19:06,0
//:其实张雪峰的发言也没什么问题，毕竟他是从就业角度来说的这个问题。 毕竟基本上都是普通家庭工薪阶层，新闻学确实不符合这些家庭的期望。,2023-06-16 19:06,0
呵呵，不就是这两个人站在不同阶级的角度。张是站在普通学生的角度，而教授嘛那是站在自己的位置看待。教授这类人平时明面都是心怀天下，为民请命的样子，底下凑近一看，发现他正在洋洋得意地介绍自己孩子从小就出国读书了，比小镇做题家们高级多了,2023-06-16 19:05,0
就想问下这个教授培养出哪个新闻学人才出来了？张雪峰话糙理不糙啊,2023-06-16 19:05,0
现实就是毕业能进主流媒体要不关系特硬世袭罔替，要不个人特别优秀！但后者依然没有编制钱少的可怜，进去发现同事都是反贼还在你头上耀武扬威，但凡有点血性的都受不了，你说这么优秀去干点啥别的不好？如果干自媒体，总归是想变现的吧？以我多年认识各种媒体人士的经验， 现实就是毕业能进主流媒体要不关系特硬世袭罔替，要不个人特别优秀！但后者依然没有编制钱少的可怜，进去发现同事都是反贼还在你头上耀武扬威，但凡有点血性的都受不了，你说这么优秀去干点啥别的不好？如果干自媒体，总归是想变现的吧？以我多年认识各种媒体人士的经验，会搞传播的人多数专业深度不够变现能力堪忧，不如读个其它自己喜欢的专业深耕，靠知识能力总有变现渠道。这么算下来确实没啥必要去学新闻学。再说个差不多的行当——演员，现在不也是各种带资进组小鲜肉当道，普通人去学表演能30岁熬成富大龙，40岁熬成张颂文已经是最好的结果了,2023-06-16 19:05,11
接地气的张雪峰，是普通家庭的正确选择。至于那些教授嘛，虽然但是,2023-06-16 19:00,0
张雪峰回应新闻学教授后，新闻学教授再次回应张雪峰我觉得社会对传播人才的需求的确会很旺盛，问题是很多大学能培养出合格的新闻传播人才吗？？？能不能举个例子，你培养的哪个学生是优秀的新闻传播人才？ ,2023-06-16 18:59,510
张老师说得对 ,2023-06-16 18:57,0
,2023-06-16 18:57,19
新传没惹…学新闻怎么了啊…… ,2023-06-16 18:56,1
【：别被忽悠了】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引发热议，随后他继续回应称：985教传播的教授粉丝量还不如我，是不是有点问题？对此，6月15日，重庆大学新闻传播学教授张小强发文称，千万别被网红忽悠。张小强表示，新闻专业能文能武，主流媒 【：别被忽悠了】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引发热议，随后他继续回应称：985教传播的教授粉丝量还不如我，是不是有点问题？对此，6月15日，重庆大学新闻传播学教授张小强发文称，千万别被网红忽悠。张小强表示，新闻专业能文能武，主流媒体依然是一个能吸纳就业的行业。进可以自主创业、到互联网大厂，退可以考公务员，到国有企业。“任何专业都有好学校和差学校，我还是那句话，211以上的高校新闻传播学闭着眼睛选。双非院校的新闻传播专业谨慎选择，因为新闻传播学相对工科还是偏软的，因此，学校和专业排名很重要。”（时代财经）,2023-06-16 18:55,0
张说的没错，那么多的经验摆在那，就非要认为自己是那万中之一，非常有天赋的人？更何怳有天赋都不一定有用，还是打算考研的时候换专业？就业的时候换岗位？ ,2023-06-16 18:55,0
我没有强大的背景，过硬的门路，面对一个毕业就可能失业，亦或者没有发展前途的专业，我会去选吗？不会的，人总要向现实低头的。主要我真的不是张薇啊！,2023-06-16 18:55,3
我非常理解张雪峰，也比较明白张为啥会有如此表达。教授的怒怼中有一段文字意思非常吊诡：因为张说了教授粉丝没他多，算是陈述了个事实吧，只是有些揶揄的感觉，不太地道。可你教授让人一个网红去发个C刊是什么鬼？,2023-06-16 18:55,1
这老师举例子就是问题，三个，两个，几个几个的个位数，那剩下的那么多学这个专业的，都什么情况啊？总不能因为三个两个人找到工作了，就都趋之若鹜吧！老百姓还是实际点好！毕竟学专业，对应着找工作，这可是一辈子的大事儿！ ,2023-06-16 18:54,0
我觉得张雪峰离被搞不远了，生活在现实中终究不是有些人希望的，人还得生活在幻境之中，这样才能有源源不断的生产力 ,2023-06-16 18:54,0
新闻能干的理工科都能干 ,2023-06-16 18:54,1
新传名声那么臭某些业内人士自己心里没点数吗，心惊报数次公开受害人隐私信息无人发声，还有张薇这种害群之马，没见有几个人真的为基层百姓说话，只有事件威胁到你们高高在上的第四权时才知道怕，出来打配合拥护自己人 ,2023-06-16 18:53,0
【】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引重庆大学新闻学教授怒怼。发文回应：我出身普通老百姓，如果家境优渥，选择更多，不存在错不错的问题！但是大多数的家庭，条件没有那么好，选 【】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引重庆大学新闻学教授怒怼。发文回应：我出身普通老百姓，如果家境优渥，选择更多，不存在错不错的问题！但是大多数的家庭，条件没有那么好，选专业就要选适合自己的，能让自己吃上饭的！而不是照本宣科，不考虑实际情况，我没有针对任何人任何专业，我只是根据就业情况给建议！孩子找不到工作负责的不是你老师，而是你爸你妈跟自己！,2023-06-16 18:53,0
高考报新闻就把你打晕？张雪峰说的对吗？媒体人回答新闻能不能报,2023-06-16 18:53,131
是的，当今学新闻专业，必须要有足够的才华才可能找到合适的工作。当年某人考某大传媒，笔试面试都第一，然后让再写一篇文章，就没有被录取。你品你细品。,2023-06-16 18:52,0
他是不是基本上就不建议选文科专业啊 ,2023-06-16 18:52,0
张雪峰自己倒是学理科的，给排水专业，那他还不是卖课了吗？新传的人卖不了课吗？ ,2023-06-16 18:52,1
爱好是新传怎么办,2023-06-16 18:51,0
教授被一群人围攻，只能说学新闻学的完全体恤不到民情罢了 ,2023-06-16 18:50,0
其实，就从考公来说，新闻专业还是蛮有优势的。 ,2023-06-16 18:49,0
两个人说的都有道理，好学校出来的，就业形势相对较好，专业限制也少一点。 ,2023-06-16 18:49,1
你猜学新闻的有多少个最后的就业还是跟新闻相关的 ,2023-06-16 18:49,0
怒怼张雪峰的传播学教授，直接破防了！,2023-06-16 18:49,27
再来一次 我还选新传 ,2023-06-16 18:48,0
我只能说张雪峰说的话没毛病 ,2023-06-16 18:48,1
对对对新闻最好了，你最好了 ,2023-06-16 18:47,0
从这段时间的新闻媒体的表现看，我站张雪峰 ,2023-06-16 18:47,2
要不要看看自己在说些什么。只谈热爱不谈待遇，只谈就业范围不谈报录比，这不是画大饼是什么。所谓的“能文能武”，说得好听叫能文能武，说不好听就是一个人拿一份工资干八个人的活，再算算工作时长算算时薪，还不够证明给的太过廉价了吗。看看真正的新闻从业者吧，不是在 要不要看看自己在说些什么。只谈热爱不谈待遇，只谈就业范围不谈报录比，这不是画大饼是什么。所谓的“能文能武”，说得好听叫能文能武，说不好听就是一个人拿一份工资干八个人的活，再算算工作时长算算时薪，还不够证明给的太过廉价了吗。看看真正的新闻从业者吧，不是在各个单位写材料的，不是在高校写论文在讲台说得唾沫横飞的，就是新闻媒体里扛摄像机的码字的在电脑前校对的，有几个人就是靠着本职工作，靠着那些照片视频和文字就能吃饱，而不是靠像销售一样谈合作单喂饱的。在这些地方这种时候，谁来跟你谈理想。最后，如果家里准备好了面包，要去追逐理想，尊重，祝福。如果目标就是靠这个来解决温饱，谨慎，三思。如果有人一劝再劝“闭眼报吧”，只想说，真是何不食肉靡。,2023-06-16 18:47,0
这个新闻学教授对张雪峰谈论新闻学片段的认知真反向增加了新闻学的负面影响，教授都才这点理解力吗。寒门学子还是多衡量张雪峰说的一些东西为佳。但是选择最好还是放在自己手里，别人说的都是参考，高考结束，都别做出后悔的决定 ,2023-06-16 18:47,0
讲真一直不喜欢张雪峰这种做派，哗众取宠的成份太浓，吐槽过不止一个专业，动不动这个别学那个别学，满嘴跑火车，张口就来。只不过这次有人愿意去反驳，但好像张雪峰引领的功利之风盛行，大家都忘了如果目的性太强，生活其实挺无趣的。 ,2023-06-16 18:46,0
新传没惹…学新闻怎么了啊…… ,2023-06-16 18:45,0
客观的说他作为一个辅导学生选志愿的机构的老师，针对普通家庭小孩的未来作规划，新闻传播相关专业确实不太行。。。 ,2023-06-16 18:45,0
现在真的会劝人别学新传 ,2023-06-16 18:45,0
谁让现在教出来的都是谣媒呢，真正的新闻人已亡 ,2023-06-16 18:44,0
为什么都支持张雪峰，只要你愿意下功夫，新闻学的确能文能武啊，现在全媒体时代，对新闻学的学生要求高多了，也接触非常多广播电视学的技能。能下功夫能继续深入，完全就是一人能写文又能做影视方面的各种技能工作，你去找找那些影视专业的哪个能写文。本人就学新闻 为什么都支持张雪峰，只要你愿意下功夫，新闻学的确能文能武啊，现在全媒体时代，对新闻学的学生要求高多了，也接触非常多广播电视学的技能。能下功夫能继续深入，完全就是一人能写文又能做影视方面的各种技能工作，你去找找那些影视专业的哪个能写文。本人就学新闻，但是大一一年也接触摄影摄像，能PS能pr啊,2023-06-16 18:43,9
出来找工作以后就发现，文科除非专业性特别强的工作，不然什么专业差别都不大，张雪峰说的是现实，还没有报志愿的同学一定要谨慎选择，除了新闻学之外记得避雷经济学,2023-06-16 18:43,0
我就没听到张雪峰夸过哪个文科专业好 这个别学那个也别学  在他嘴里没有能学的专业了吃着传播的饭还要砸传播的锅 6 ,2023-06-16 18:42,2
看事情的角度不同，评价也就不同 ,2023-06-16 18:42,0
