如何看待2024年放假安排？除夕不放假？,gender,comments,likes,updated_time
"2024年的春节假期安排再次引发热议,主要有以下几点值得讨论:1. 除夕不放假被指打击春节团聚。春节元旦是中国最重要的传统节日,团圆饭对绝大多数家庭来说意义非凡。这一天不放假影响返乡团聚,不利于春节氛围营造,有违民间习俗。2. 调休制度继续使用也颇有争议。调休制把法定假日转换为工作日,然后调到工作日放假,打乱人们作息习惯,影响生活规律。也增加企业管理难度和个人规划难度。3. 假期分散对旅游业冲击很大。连续的长假更有利于出行,假期过分碎片化影响旅游体验。短假难以成行也制约旅游业复苏。4. 假期设置应符合工作生活平衡。春节既涉及传统文化,也关乎国民休闲时间。假期应充分考虑民众情感需求和生理规律。只从GDP角度设计假期过于功利,应更人性化。5. 假期安排需要进一步科学化。可以学习国外先进做法,合理设置长短假期。同时应深入调研公众和企业需求,设计出让更多人满意的假期方案。综上,2024年春节假期安排有其合理考量,但也存在一定争议。如何在传统与现代、经济与生活之间找到平衡,需要相关部门展开充分研究讨论,听取民众呼声,设计出一个让国人更满意的假期方案。",-1,0,0,2023-10-26 11:52:06
"小刀剌屁股,开了眼了",-1,0,0,2023-10-26 11:51:57
你能咋滴？我一直很好奇，为什么我们国家的人，从幼年，到中年，到老年都过得这么累，现在我知道了。,1,2,3,2023-10-26 11:50:09
22年：每年味了23年：年没了,1,0,0,2023-10-26 11:49:48
国家这么做肯定有国家的道理，往好的方面想。。。根本没有好的方面年年，家家户户最注重的饭就是大年三十的团圆饭。四散奔波，忙碌了一整年了，一家子就等着过年聚聚，能见见爸妈儿女，能大年三十，除夕夜吃个团圆饭。结果来了个2.9鼓励企业给员工放假。鼓励个der，强制都不停，还鼓励。鼓励年轻人免费领套，做好安全防范，又有多少人听了。真的搞不懂！！！！2.9卡的这个节点，真的很佩服！如果真的很缺钱，财政赤字很大。您说，您直接说：2.9开始放假，但高速2.10才免高速费，请各位穷鬼做好出行规划，2023年的最后一天我要全一波钱。比起拐弯抹角，我更想直来直去，哪年回家不掏一笔钱，这笔钱今年我也没打算省。,1,0,1,2023-10-26 11:49:16
我有个问题，官方给出的答案是除夕不放假的好处，那直接除夕放假的好处对于工作的人来说似乎更好吧,-1,0,1,2023-10-26 11:45:58
不想上班了，还是回家种菜吧，过自给自足的小农生活，咋还有“农管”？？？？,-1,0,0,2023-10-26 11:43:50
众所周知。。韩国法定假日16天。。 带薪年假15-25天,1,0,2,2023-10-26 11:43:39
 听上去有点离谱不过在china倒也正常,-1,0,0,2023-10-26 11:42:49
“何不食肉糜？”“何不带薪休假？”原来你们都是是牛马啊？甚至不如牛马啊？那没事了。,1,0,0,2023-10-26 11:40:57
老爷们又不用上班，管你放不放,1,0,0,2023-10-26 11:40:35
我们中国人不过洋节。,-1,0,0,2023-10-26 11:39:56
春节是韩国的,-1,0,1,2023-10-26 11:38:53
,1,0,0,2023-10-26 11:37:53
“传统”二字就像旧玩具，有情怀有回忆，但就是没用。留着旧玩具只是留个念想，但自己是不会再玩了，也玩不出来当年的感觉了，扔了可惜，被别人捡走了更是气急，所以就这么将就着放着吧，它会慢慢更老更旧的，直到再看不出它原本的样子。,1,0,0,2023-10-26 11:37:02
挺好的，终于可以和暗恋的同事一起包饺砸了！,-1,0,0,2023-10-26 11:35:42
主要是假期太少了再加上恶心的调休，一到节假日大家就扎堆出行，玩也玩不开心，所以假期方面的任何一点调整都刺激着大众的神经。,-1,0,0,2023-10-26 11:35:35
这是把压力给到企业和单位。普通员工和消费类贸易流通类企业都希望多放，放个半个月，过了正月十五最通人性，过完整个正月满意度最高，最好薪水奖金一分不拉。但是生产类企业、保供企业、经营压力大的企业咋弄，ZF多放一天成本增加一天。就保守一点，增加点群众满意度，又留个缺口给企业，除夕给企业自己看着办。。。,0,0,0,2023-10-26 11:35:31
国家法定假期每年就只有11天，你把所有假期依次去看，本来就应该放假的周末去掉，再把调休假期抵消，正正好11天，问题从来不是调休制度，是法定假期太少了，而且很明显不是实质性放假，除非延长假期时间，不然调休制度是绝不可能取消的。像这种问题没什么怎么看的，躺着看就行了，要么你就别工作，不然你就憋着完事了了,-1,0,0,2023-10-26 11:35:01
这应该是大部分民众的诉求吧！毕竟全过程mz可不是说着玩的 ,1,0,6,2023-10-26 11:32:02
伤害了中国人民的感情..........哎......,-1,0,0,2023-10-26 11:31:54
发改委领导又不用出差人家下楼就是家属楼甚至还有时间亲自下厨做年夜饭,0,0,0,2023-10-26 11:31:52
要是现在有个韩国人嘲讽中国除夕不放假，并转头申遗，这个韩国人算不算乳化了,1,0,0,2023-10-26 11:31:23
“新年的第一个大礼包（教训）”,0,0,0,2023-10-26 11:30:43
其实国家的所有出发点都是好的。只是上层社会脱离群众太久了。,-1,6,81,2023-10-26 11:29:47
利益不相关，但情感半相关我是高中老师，寒假没几天，但也总是有几天假的，但我是从土木行业的工地试验室改行当的老师，想想当年的同事们………emmmm,-1,0,0,2023-10-26 11:29:41
,-1,0,0,2023-10-26 11:29:37
我到是无感，一直以为哪怕是996想你的人天涯咫尺。反之哪怕距离-15公分也是咫尺天涯。,1,0,0,2023-10-26 11:28:14
对于2024年的放假通知，有几点想法分享一下。第一、虽然放假天数似乎比2023年还少了，但人家调休多啊。第二、除夕哪怕不放假，但也有在后面的温馨提示中鼓励企业安排职工休息哈。既考虑了职工休息的需求，也给那些要求员工强制除夕上班的老板，提供了一个合法的理由。话说回来，对于绝大多数普通民众而言，现在的度假还有意思吗？咱们除了拼命、不折手段赚钱的属性，还有什么文化属性，有什么敬畏感，有什么精神信仰？著名旅游景点人山人海不说，如今的生意好做吗？手上有余钱吗？有心思出去玩吗？再说春晚，还是以前大众Bai姓们喜欢的模样吗？把它当成催眠曲的人有木有？所以，既然没有什么期待或心情，那就算了，调休就调休吧，我加班，我快乐~~那个年代的春晚，我好怀念~~ ,1,0,0,2023-10-26 11:26:20
看了五大突出亮点。面对批评，不但不改正，还要吹捧自己一波。而且实在搞不懂，为什么宁可冒着舆论风险，也不愿多放一天。,1,0,0,2023-10-26 11:24:26
,-1,0,0,2023-10-26 11:24:21
以前是没有年味，现在是年都没了,-1,0,1,2023-10-26 11:23:55
大家讨论的挺欢，然而没什么用哈哈哈哈，该不放假还是不放假。,0,0,0,2023-10-26 11:23:15
一直都感觉最有年味的就是过年前的那一周，一家人一起买年货、赶大集、贴对联、大扫除、除夕夜和家人一起做饭，坐在桌前看春晚，过完大年初一，剩下的都是人情世故的走亲访友，还不如年前早点放，年后少放几天,1,1,41,2023-10-26 11:22:31
虽然生育率低，但是官方已经出手提高出生率了，赢（,-1,0,0,2023-10-26 11:22:22
调休是为了让我有更多的时间工作，然后加快经济建设，进而提升人民生活水平，加强幸福感，但是我现在一点也不幸福,0,0,1,2023-10-26 11:22:07
,-1,0,0,2023-10-26 11:20:00
这波是利好预制菜呀。大年三十下班后，餐饮大部分关门了，开着的也收钱贵。这不得整点预制菜，狠狠的幸福一下？,-1,2,83,2023-10-26 11:19:52
可以没有国庆但不能没有除夕,1,0,1,2023-10-26 11:19:41
应该取消调修，遇到周末就顺延，不要花里胡哨的,1,0,0,2023-10-26 11:19:11
这么看,1,0,0,2023-10-26 11:18:39
朝鲜法定节假日放假69天¿,-1,0,0,2023-10-26 11:18:19
人家官方说了 不放假是为了鼓励带薪年休  人家已经默认我们休九天了（连带我们自己的两个周末）跪谢,0,1,0,2023-10-26 11:18:04
这时候听国家的了？国家建议每周休息一天也没听啊我现在的公司是轻工业腊月二十后，工人直接回家了放不放假不是公司管理层和老板说了算的,-1,0,2,2023-10-26 11:15:24
终于有机会和公司的家人们一起看春晚了，百年不遇！,0,1,0,2023-10-26 11:15:01
"我说一种情况啊比如我,一般春节最后几天会贴个两三天年假出去玩个四五天的样子那么如果我今年一样操作,对于我来说请年假的总天数是不变的,无非是挪一天到除夕但是区别在于...节假日酒店等其他服务会贵一天,因为那天是法定假日.所以对于我来说我如果去一样的地方游玩同样的天数那么今年付出的成本可能要多10%....对应的今年的旅游GDP哪怕实际上没有增量,也稳稳的有10%的提升....你们说这会不会就是这帮人调假期的目的...至于那些假都请不出,没有年假或者根本就不会出去玩出去消费的大概就被这次调整坑惨了,也被放弃了至于更惨的法定节假日都没法保证的,反而人家也没什么影响..",1,0,0,2023-10-26 11:14:15
变相想让大家强制调休，但是真正遵守劳动法事少让调的企业有几个呢，只能说部分受益，但估计结果是更大部分人会很难，就不能直接把假期延长嘛，这样才是真正普通人都受益，搞了半天花里花哨的这些鼓励倡导真没什么用.....,-1,0,0,2023-10-26 11:13:36
我不知道大家在吐槽什么，除夕不放假，是对上班族一项福利性政策啊。无论领导有多没人性，无论除夕算不算法定假期，也不会让员工在除夕那天还上班（特殊行业除外），他们明白，这天，所有员工的心都飞了，哪有心思听他们BB。所以除夕这天，即使国家说不放假，员工也给自己放假了。虽然名义上是7天假，实际上，是放了8天。初八上班。但是，有那么几年很变态，把除夕当作法定假期，相当于偷走了一天约定俗成的假期。还是除夕回家（你总不能在腊月29就跑吧，那就太不要脸了），但过了年后初七就得上班。现在又改回来了，应该是喜大普奔。说明国家是想给大家多放假了。我赞成。,1,148,47,2023-10-26 11:12:33
这是中国人能做出来的安排吗？正月十五不让团圆，现在除夕也没法了，这样的安排到底谁能开心的起来？,-1,0,2,2023-10-26 11:10:52
把除夕的放假压力转给企业，不放假是企业家的事，和我ZF有什么关系呢？我小时候检讨书都不敢这么写。,0,0,0,2023-10-26 11:09:53
不买房是吧？行，年也别过了,-1,0,0,2023-10-26 11:07:12
除夕不放假就是打工人不配过年，这么重要的节日还要上班，一年到头了还要在工作，大家背井离乡出来工作。当别人在家里一家人团聚的时候我们却在路上着急着等待着到家团聚。为什么我们的节日在韩国和日本却传承到，主要是因为我们国家不重视，当所有年轻人都慢慢忘却之后，难道我们国家的传统节日就这样让大家慢慢忘掉吗？过年不给放鞭炮，都几千年的传统了，有什么不能的呢？,0,0,1,2023-10-26 11:06:45
只能口嗨，只能默默承认，就不给你们放，就调休，能怎样。,-1,0,0,2023-10-26 11:04:20
大家都别再冲了，冲的再多，输出再多情绪，他们理都不会理你的   。,1,1,13,2023-10-26 11:04:11
此生无悔入华夏，来世还做中国人！,1,0,0,2023-10-26 11:03:28
有人说其实大部分企业当天都会放假的，相当于国家多放了一天假，这可是大礼包啊，应该感恩才对。我觉得这种说法不太对劲。那一天不是企业白给的，要消耗你一天年假，而以往大家为了除夕一整天都能够和家人团聚，都会用年假来往前补几天，如果说大家想延长假期，以前也同样可以用年假来延长，而不需要依赖这种所谓的“大礼包”，反而以前只需延长至少一天，今年得两天。对于家离得近的人来说，以前是否消耗年假还有的选，现在没得选。这是其一。以前从除夕开始放假，虽然也不人性化，但至少除夕当天是放假的，还给了这个民族最后一丝尊重。然而今年相当于从法律层面上不保障除夕假期了，把生杀权给了企业，“鼓励”企业给大家把“除夕”安排上。这种做法会让大家潜意识里认为，国家没有站在普通人民这一边，没有代表人民做决定，连最重要的除夕是否放假，都要看资本家脸色。大家要的不是依赖于资本家的“幸福”，大家要的是有法律保障的“稳稳的幸福”。这是其二。一项政策不可能没有任何好处，我的眼界和格局只能让我从国家层面想到一点好处：多一天假期，或多或少能拉动点消费，刺激一下现在疲软的经济。但牺牲形象换来经济上暂时的一点提升，这值得吗？百度魏则西事件，给百度形象方面造成的损害，影响至今，现在看来是惨重的。当然，事件本身只是一个导火索，魏泽西事件之前，百度就一直在干着把形象变卖成银两的事，只不过莆田系浮出水面广为人知后，百度在公众面前的形象才轰然倒塌。不要因为形象的价值不好评估，就忽略它，也许它贵得惊人。正如很多人所说，“国家”是聪明的，我能想到的它都能想到。但“国家”并非虚无的，它是通过人做的决策来发挥作用的，是人就会做傻事，无论他多聪明，特别是对于中央集权式，一小拨人决定整体命运的的国家。而且，新中国成立至今，也不非没有前车之鉴。即使是世界范围内，那些历史政治书上，关于政治家们犯错的分析，也比比皆是。囿于我的认知和眼界，我不能确定，“国家”现阶段究竟有没有做“傻事”，只能等后人评说，但长远的、整体的利益提升，和我现在感到不满是不冲突的。,-1,1,5,2023-10-26 10:59:36
我和代码，总有一个能活着离开。,1,0,0,2023-10-26 10:59:27
从另一个侧面回答一下。2022年我买了一套二手房，14000一平。今天手贱搜了一下过期的旧闻，这个小区的开盘价：2008年10月开盘，4000一平，优惠价3280。前房主正是首批购房者，假如他2008年购房，2010年入住，2022年卖给我，也就是说，一套房子住了12年后卖给我，还轻轻松松赚了100万。就算他们这12年天天躺平睡觉，也相当于每月收入8000块，2008年的8000块，2022年的8000块。那么2008年的大学本科毕业生平均工资是多少？2022年大学本科毕业生的平均工资是多少？所以你问我怎么看待这个国家的一些事情？不好意思，对于这个国家发生任何稀奇古怪的事情我都不感到奇怪了。我不看待，我只是冷眼旁观。,1,0,4,2023-10-26 10:58:52
放不起假的地方幸福指数杠杠滴,-1,0,0,2023-10-26 10:57:23
冷知识：定制调休的人“说”（鼓励各单位结合带薪年休假等制度落实）：“一般”单位都会除夕放半天假，如果不放，打工人只需要请一天假或者请假都不用，用年假就好，就能有足足！足足！足足！9天假！！！！！！,1,2,0,2023-10-26 10:56:43
砖家......,0,0,0,2023-10-26 10:56:28
看到了一篇挺神奇的文章，节选了一些以供学习，文末附上链接戴斌 | 想要的春节长假来了，团圆旅游两相宜——评2024年部分年节和纪念日放假安排,1,0,0,2023-10-26 10:56:23
私以为，年假7天都不合理，应该从小年就开始算了。大扫除，收拾家里，准备过年的食材，祭拜祖先，辞旧迎新，慢慢悠悠，忙里偷闲就到除夕了。生活是要仪式感的，现在都搞成快餐式过节了。以后就别提春节了，太没仪式感了。除夕都不放假，总不能当天晚上贴对子吧！,1,0,0,2023-10-26 10:56:05
倒逼单位放带薪假？？？国企可以实现，私企呢？？？,0,0,0,2023-10-26 10:55:51
以前也有过从初一开始放假的，也有过从除夕开始放假的。不管除夕放不放假，好像只要假期安排一出来，大家都在骂，这事也确实没办法让人民群众满意。因为目前我国每年放假天数为11天，所谓小长假是用周末拼凑出来的，就是大家所说的调休。真要让人民群众满意，应该增加假期总天数，而不是左调右换的。当然，以现在的放假天数而言，我觉得从初一开始放假，对打工人应该更友好。因为哪怕再不人性的单位，除夕那天下午也该放员工回家了。这样在原本小长假的基础上，相当于多出了半天到一天的隐形假期。,1,1,0,2023-10-26 10:54:48
我印象中我老家是腊月三十中午吃团年饭,-1,0,0,2023-10-26 10:54:43
"前公司有个规定，不允许在放假的前一周和后一周请假以及调休。未经批准的请假及调休，一律按照旷工处理，扣除当天工资的双倍及本月全勤奖。（请假只扣当天工资及全勤）当天工资=应发工资（指未扣除五险一金的工资，如实发工资8k，应发工资1w）÷在岗天数（指本月天数31天-周末天数4天-放假天数8天）,即当天工资为10000/17=588.24元。不知道还有没有更遥遥领先的公司 ",1,0,0,2023-10-26 10:54:39
我用眼睛看，提前请假回家了，谁还大年30上班啊,0,0,0,2023-10-26 10:53:27
幸好run了,-1,0,0,2023-10-26 10:52:52
坐着看本人私企，放假从来不按国家规定来，年年干到除夕回去吃晚饭，所以有咩有这个事情跟我没啥关系,-1,0,2,2023-10-26 10:52:39
鉴于知乎不能骂脏话所以无话可说。,1,0,0,2023-10-26 10:50:19
关评论区几个意思？,-1,0,0,2023-10-26 10:48:19
这位除夕应该不上班,-1,0,0,2023-10-26 10:47:56
,-1,1,1,2023-10-26 10:47:54
别试探了，中国人的底线是试探不完的，无论怎样严苛的窒息的规定我们都不会反抗的，一直这么调休就是因为经济数据很好看，大家都选择忍忍然后用那几天出去消费，每次都一样。调休出来了都骂，放假了该花钱花钱,-1,0,4,2023-10-26 10:47:53
就算春节也不给你放，你们又能怎样？？？,-1,0,0,2023-10-26 10:47:23
国家的意思就是工作的人太多了 24年大家都辞职在家吧 能放一年,-1,0,0,2023-10-26 10:46:03
国家是否尊重了中国传统节日？没法回家，没法做饭，没法买东西起码要尊重吧,0,1,0,2023-10-26 10:45:01
回头失业也给你算成放假,1,0,0,2023-10-26 10:43:27
我知道你们怨念深重。我知道你们想的啥。我也知道我该干啥。但是不买房，过**的年！,1,0,1,2023-10-26 10:41:55
活着是这个世界上最难得的事大多数人只是存在而已,-1,0,0,2023-10-26 10:40:51
我就想问问，牛过年还耕地吗？驴除夕还得拉磨？,1,0,0,2023-10-26 10:40:26
[鼓励各单位结合带薪年休假等制度落实，安排职工在除夕 (2月9日) 休息。]自己带头把良心丢了还要指望别人有良心,-1,0,1,2023-10-26 10:40:05
能怎么看待？在每个或骂街或抱怨或讽刺的回答下点赞！,-1,0,0,2023-10-26 10:40:03
我担忧的不是调休的问题，按理来说我都35了应该认全了中国传统节日所有内容：不说传统习俗，日期应该拿捏的差不多，我倒好奇，为啥都记不全。。。。到底有多少80后和我一样呢？似乎咱们放假就是去不一样的地方吃喝玩，但这些在普通的节假日也可以做，节日的意义又是怎么？节日它已经在我的意识里面淡化成大家一起为促进国家宏观经济而统一规划的休沐日，从个人角度看，这些节日就是分散在常规作息表中的“甜头”，它的使用价值高于节日本来的意义。,1,0,0,2023-10-26 10:39:41
假期不够，请假来凑。,1,0,0,2023-10-26 10:38:21
我来看看凑凑热闹...1、除夕正常上班，太好了！对于我们这种妇女们，哈哈哈 为人妻为人媳的来说暗喜，松口气，太好了太开心了，可以光明证大的上班了，无比点赞，除夕有多少活要干，有多少事要忙，可知道？回老家，那人情那应酬那些拜拜，列祖列宗各路大神，原谅我不厚道的开心，从来没有过的一次，就让我光明证大的偷次懒吧，懂的都懂哈！2、亮点确实亮点，初一休到初八！各大新闻亮点突出春节假期“9天”，初一休到初八，普罗大众老百姓看到的除夕年三十正常上班，中国人的传统节日除夕竟然不放假，大家议论的点也是这个；调不调休，高速是不是提前免费，各大专家提倡建议，单位不要限制调休等等，都没用，大家的点就是除夕没假。3、躺平了吗大家？才10月份啊，这2024年的假期就上热搜了，没有印像往年有如此景像，这个时候大家都在讨论春节放假，这是都想过年了吗？？今年确实难过，估计大家都想赶紧过完今年吧。前几天还看到条新闻说有工厂开始放假了回家过年了，不知是假的还是怎样，不过今年确确实实很多工厂没活干，一个月出工数不足半个月的，加班加点那也不存在。工作也不好找，待遇也在缩减....当然也有些生意火爆的，那也是少数哈，大多数都不好过的。,-1,0,0,2023-10-26 10:37:34
我XXXX他XXXXX姥爷我：￥&￥&￥&￥&￥&（）&@&￥（）&@（%*（）*）^&&^&&^%^&*%^&奴才这就告退。,1,0,1,2023-10-26 10:37:03
作为一个70后，在我的印象当中，小时候我父母上班的时候，除夕当天基本都是不放假的，当年都是父母下班后开始进行大扫除，然后开始剁馅包饺子，几乎要忙活上一晚上，然后睡不多长时间就被鞭炮声吵醒，换上新衣收拾好家，出门去拜年和坐等别人来上来拜年。现在可以说年味越来越淡，春节期间也就除夕晚上一家人聚在一起吃个团圆饭，菜品倒是跟以前不可同日而语，不过电视开了一晚上，到春晚结束也不忘了演的都是什么，而孩子们对于美食根本没啥兴趣，终于得到这没人管的机会痛快的玩手机和平板。我家的年夜饭餐桌大年初一开始也就电话铃响上几声，根本就没有来上门来拜年，家里准备的干果和水果都是自家人消耗，现在除了家里的老人过年期间能够收到外地亲戚的电话拜年，大多数人都是朋友圈群发一下完事，拜年这事也都淡了。本来以为年味淡了主要体现在城市，但是去农村老丈人家一看，基本上也就放鞭炮要比城里热闹一点，串门走亲戚也变得越来越少，难怪很多人说：“以前的春节叫过年，现在的春节叫放假了！”其实我倒是觉得，2024年的除夕不放假，这是经过深思熟虑和大快人心的一件好事，主要原因有这3点：一，增加了人们的休假时间每年除夕的放假前一天，也就是腊月二十九这天，很多单位也大多剩下一些值班人员，不少职工基本都不用来上班，而今年改在除夕以后，估计结果跟以前的腊月二十九一样，这样无形当中也就多出了一天假期，也就是今年的春节可以连休九天。二，高速公路不会那么拥堵每年一到放假的时候，高速公路只要一免费，高速上都会出现车满为患的情况，而今年除夕不放假，高速免费也就从正月初一的2月10日开始，这样很多着急回家过年的早就上路，所以拥堵的现象不会出现。三，更有利于大家出行旅游今年春节期间一共有连续八天的休假时间，民间传统习俗讲究大年三十除夕夜“守夜”，这样除夕当天是没有出门的，而大家看重的是除夕的晚上，这样以来从初一到初八这段时间大家都可以尽情选择出门游玩，所以现在就可以好好规划过年期间的旅游计划，这等于多出来两天时间可以尽情游玩。,0,0,1,2023-10-26 10:36:30
所以说那么多人有钱就润了是有道理的,-1,0,0,2023-10-26 10:36:19
传统艺能切香肠，这么多年一点一点切下来，我都不知道他们最后想干嘛。,-1,0,0,2023-10-26 10:35:58
我知道这很搞笑，但你得服从这句话可以申遗了,1,1,737,2023-10-26 10:35:46
"专家的说法：调休比不调休好，而且是不得不调！因为7个法定节假日中，春节、端午节和中秋节三个重要的节日是按照农历来确定的；元旦节、劳动节和国庆节是按照公历来确定的，清明节又是按照节气来确定的，与公历历法中的双休日不够衔接。为了使得节假日具有连续，才不得调休！如果不做调休，基本上每年都会出现部分节假日与双休日之间间隔1个工作日、造成节假日“碎片化”等情况，也会使得节假日显得较为麻烦，劳动者没有充足的劳休息时间。调休就是在节假日总量固定的前提下，为避免节假日“碎片化”所做出的有效政策安排，形成了“9573”这放假形式，小长假和短长假错落有致，展现出较强的人性化和灵活性！其实，就从2024年除夕不放假，不应该说2024年的节假日时间表的安排人性化和灵活性！如果人性化的话，就要考虑到除夕是家家户户团圆重要节日，应该提前放假回家过除夕！如果考虑到灵活性的话，也应该考虑到中国传统的除夕节日的重要性，应该灵活的提前安排老百姓放假回家过除夕过年！就像以前没有调休的那个年代，到了小年就放假回家过年！为什么调休比不调休好呢？调休有哪些好处？1、调休可以使得零碎的节假日变成连续的小长假。由于我国节假日有阴历和阳历之分，法定的节假日与周末有一定的间隔，通过调休可以法定节假日和周末调休成为法定的小长假节假日！这样更使得公民有充足的休息时间！2、调休节假日成为连续的小长假，有利于国内经济的消费。每当节假日期间，我国的经济消费是非常的火爆，尤其是餐饮业、旅游业和旅游景点、交通等部门的的收入是非常高的。比如今年中秋和国庆连在一起，共放假8天的小长假，带动旅游国内经济收入达到了6,800多亿！3、对于上班族来说，把一些上班的时间和周末调整为法定节假日，能够获得加倍的工资报酬。我国法定的节假日一年只有11天，但是通过调休之后的2024年节假日达到了32天，其中多出来的22天节假日加班也需要发工资1.5~3倍。特别强调一点是鼓励2024年春节假期8天带薪休假，这也给一些企业做了柔性要求，增加了上班族的收入。当然，对于不上班人群，或者是节假日加班不发加倍工资的单位来说，也没有什么作用。4、调休后的节假日时间延长，对于高速公路来说减免高速公路费。我国每到节假日期间，就会实行高速公路免费通行，这对于旅游爱好者或者运输等省了一笔不小的费用。主要是高速免费，为了缓解节假日普通交通路线的交通压力！今年春节交通部部门已经公布了高速免费的通知，希望大家回家过年早一点时间！总体来说，近些年来国家法定假日期进行调休是利大于弊的，也深受劳动者的欢迎！可对于2024年除夕不放假，就不是特别显得假期安排的人性化和灵活方式！毕竟除夕是我国老百姓最关注的家庭团圆的重要日子，也是几千年的传统的习俗节日！可2024年春节几乎9天的超长假，可以说是近些年来最长的一个春节假期。在这个甲辰龙年里能够过一个祥和的春节，团圆的春节，幸福的春节！",0,0,0,2023-10-26 10:35:29
排假的人以为自己可以调休连休9天，就以为所有打工人都能调休连休9天，实际上8天休不满的人都大有人在。,-1,0,0,2023-10-26 10:35:11
无辜的除夕日，竟遭到挑肥拣瘦！不雷人，改雷事了。己…,1,0,25,2023-10-26 10:31:22
其实这个安排是正常的。第一民众说上7天接受不了，好，明年没有连上7天了。第二民众说带薪年假公司不给批，好，我直接写进来呼吁、倡导，但凡有点眼力见的公司，除夕人家请一天年假你还不给批？年假这种事，国家也没法强制，如果你的公司连除夕都不给你批一天年假，那是企业的问题。像这样呼吁除夕休年假，一定是有利于保障劳动人民权益的，有些公司平时可能不批年假，但除夕，出于人道主义，批准的可能性更高，这样能让很多人实际带薪年假从0变成1，算是好事了。第三，春节这样调，总计休息时间最长，虽然实际休假没变还是3天，但这次不算除夕都有8天，且节前节后都没有连上7天，肯定是能让劳动人民休息舒坦的最佳规划了，而且8到9天的长假，对促进消费也是很有帮助的。结论是在现在的大前提下，这样的安排已经是最合理、最人性化、最顺从民意的了。当然了，这个大前提是，实际的假期全年11天其中春节3天，一天也不能加。所以如果有人不满意，一般只有2点，要么是你们公司血汗工厂，连除夕想请天假都不给批准，那是公司的问题，你可以选择离开；要么就是你对这个大前提不满，后面我不敢说。确实这个问题，既要除夕放假，又要避免连上7天，唯一的办法就是春节实质放假增加1天。,-1,0,0,2023-10-26 10:31:19
牛马要那么多休息干嘛，，，好好拉磨。,1,0,0,2023-10-26 10:30:44
根据国务院办公厅、省政府办公厅通知，2007年春节放假调休日期具体安排通知如下：　　2月18日至24日（即农历大年初一至初七）放假，共7天。其中，18日、19日、20日为法定假日，将2月17日（星期六）、18日（星期日）、25日（星期日）三个公休日调至2月21日（星期三）、22日（星期四）、23日（星期五）,1,0,0,2023-10-26 10:30:43
完全理解不了的迷之操作高层是不是被敌特渗透了,-1,0,0,2023-10-26 10:29:03
除夕是华夏的。而我们现在叫中华民族。由此可得——华夏正统在大韩民国思密达。,-1,0,0,2023-10-26 10:28:24
伤害了我的民族情感,-1,0,1,2023-10-26 10:27:49
他们以为所有人都有年假，以为有年假就可以随便请假。,1,0,0,2023-10-26 10:27:07
哪，哪，让你们不知道说什么的时候说新年快乐！,1,0,0,2023-10-26 10:26:54
官方解读针对官方解读的大神省流解读,1,0,0,2023-10-26 10:26:34
这个我是不是可以理解为，除夕放不放要看企业的良心？,1,1,0,2023-10-26 10:25:05
如果你觉得不好你就去建设它而不是抱怨它咋地 你说了不算？难道我说了就算吗,1,0,0,2023-10-26 10:24:05
都不买房是吧？年也别过了 ,-1,0,0,2023-10-26 10:23:22
知乎2024年提问，如何委婉的炫富？答：我能在家看春晚！,0,0,0,2023-10-26 10:23:19
不买房，不消费，不生娃，不结婚，还想放假过个年？,1,0,0,2023-10-26 10:22:55
有没有可能：体制内的那些人，他们上班的地方离家也就十来分钟车程。苦的只是只是我们这些背井离乡的打工人。,1,0,0,2023-10-26 10:22:45
别的不知道，也不敢乱说。但是一定利好今年春晚风评。,1,0,0,2023-10-26 10:21:46
哪里短了？这么多年来一直以来都是这么长，不要睁着眼睛乱说！国产春节假很难放的！有的时候多找找自己原因，这么多年了工资涨没涨，有没有认真工作？,0,0,0,2023-10-26 10:21:36
大师算过的！,1,0,0,2023-10-26 10:21:09
我觉得这让我不得不用“西化”这个阴谋论来考虑搞假期安排的那些人。虽然万事阴谋论很反智弱智，但是如果从根本上动摇中国人的传统节日，我不认为这是一个正常现象。,-1,0,3,2023-10-26 10:21:01
挺社会的,-1,0,0,2023-10-26 10:20:47
除夕要上班，要996，所以春晚取消吧，没这个必要了,-1,0,0,2023-10-26 10:20:39
怎么说呢？除夕夜不放假，你春节即便方10天也没有任何作用现在连除夕都没有了，也不要怪韩国人去抢“除夕申遗”了,1,0,0,2023-10-26 10:19:14
除夕夜，倚梅园嬛嬛的小像被当值的太监扫进垃圾堆，四郎下班后匆匆吃过团圆饭就回养心殿休息了，甄嬛传，完,-1,0,0,2023-10-26 10:18:39
我刚开始知道的时候也是既愤怒又震惊，后来仔细想想也就这么回事，不放就不放叭，反正现在过年也没啥意思了，很多人网上说得慷慨激昂，实际上到时候还是无能为力，只能工作。这个世界上我们看不惯的不止调休这一件事，不止除夕不放假这一件事，可是那又怎么样呢？,0,0,0,2023-10-26 10:16:53
