#五月天假唱鉴定#,Query time: 2023-12-17 22:49:01
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:32
阿信哥哥假不假唱我不知道，但这个是改变不了的事实，阿信哥哥是词曲作者,12月04日 16:30
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”（界面新闻）,12月04日 16:28
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:28
你们是什么邪教啊 ,12月04日 16:26
我刚刚看到有人说了一句我很认同的话 只有观众共同抵制假唱 才能让艺人更好的爱惜自己的羽毛 喜欢五月天和抵制假唱不冲突 ,12月04日 16:22
这个不能猜来猜去，应该用证据说话，也不能说有也不能说没有，需要专业机构鉴定，这样才有法律效力，而且现在已经是骑虎难下的事，就得等到水落石出！【五月天经纪公司回应：没有假唱，稍后发声明】12月 这个不能猜来猜去，应该用证据说话，也不能说有也不能说没有，需要专业机构鉴定，这样才有法律效力，而且现在已经是骑虎难下的事，就得等到水落石出！【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。,12月04日 16:22
这是网友拍摄的五月天伦敦演唱会的现场视频到底有没有对口型假唱，大家认真客观鉴定下。,12月04日 16:21
B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵。投降不？ ,12月04日 16:13
11月30日，B站博主“麦田农夫”使用音频分析软件，对五月天上海演唱会公开视频里的12首歌曲进行了假唱鉴定。经鉴定，“麦田农夫”认为五月天当天演唱的《干杯》《恋爱ing》《知足》《爱人错过》《伤心的人别听慢歌》5首歌曲为纯假唱。12月2日和12月4日该u 11月30日，B站博主“麦田农夫”使用音频分析软件，对五月天上海演唱会公开视频里的12首歌曲进行了假唱鉴定。经鉴定，“麦田农夫”认为五月天当天演唱的《干杯》《恋爱ing》《知足》《爱人错过》《伤心的人别听慢歌》5首歌曲为纯假唱。12月2日和12月4日该up连发2条视频继续打假，视频总观看量超200万。12月3日，五月天所属经纪公司发微博称巴黎演唱会将全程直播，邀请全民见证。五月天2023“好好好想见到你”演唱会在上海连开八场，观看量累计超36万人次，按照《营业性演出管理条例》第四十七条的规定，演出方以假唱欺骗观众，观众有权在退场后依照有关消费者权益保护的法律规定要求演出举办单位赔偿损失。,12月04日 16:12
长沙4200两周期连住7天6晚，院内洗脱联网筛查三月(中兴正远）抽血体检➕心电图[例数] 24例  男女不限【入选要求】1、年龄18～45岁，依从性优✅男性体重≥50kg女性体重≥45kgBMI：19-26 kg/m2。【试验时间】2023年12月05日知情体检抽血，一上午就能做完体检。第1周期:12月08日—12月11日 长沙4200两周期连住7天6晚，院内洗脱联网筛查三月(中兴正远）抽血体检➕心电图[例数] 24例  男女不限【入选要求】1、年龄18～45岁，依从性优✅男性体重≥50kg女性体重≥45kgBMI：19-26 kg/m2。【试验时间】2023年12月05日知情体检抽血，一上午就能做完体检。第1周期:12月08日—12月11日第2周期:12月12日—12月14日08号～14号连住‼期间不出院,12月04日 16:11
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:09
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:08
高级婚纱欣赏,12月04日 16:08
突然恍惚了，在工位上闲了一会刷到还有一个月就2024年了，距离2028年比2018年更近，同事在刷视频，BGM是五月天的歌，曾经多少人的偶像因为假唱被群嘲，回不去的巅峰，消逝的青春,12月04日 16:08
親愛的律師您好試問您有去聽過許多人的演唱會嗎？在我研究中每一場演唱會，幾乎每一首絢麗的歌曲都有著配合音效的合音在更多時候，尤其是唱將歌者，都是自己合音的以至於在演唱會播放歌曲同時，合音的音效是結合在裡面的，這樣算假唱嗎？再來，沒有音效合聲的演唱會，應該是屬不插電演唱吧！ 親愛的律師您好試問您有去聽過許多人的演唱會嗎？在我研究中每一場演唱會，幾乎每一首絢麗的歌曲都有著配合音效的合音在更多時候，尤其是唱將歌者，都是自己合音的以至於在演唱會播放歌曲同時，合音的音效是結合在裡面的，這樣算假唱嗎？再來，沒有音效合聲的演唱會，應該是屬不插電演唱吧！您要不研究一下，可以不要用您自我的專業認知，去評斷一件非同小可的事情，請以寬度的視野去評斷，而非狹隘的觀點，謝謝您！,12月04日 16:05
五月天经纪公司回应假唱质疑 :“每场演唱会不都是一样的吗？”五月天因被指在演唱会上存在假唱行为而陷入舆论风波。对于明星在演唱会上假唱的现象，有人认为可以理解，也有人认为这是对观众和音乐的不负责任。演唱会制作方也应该完善各个环节，保证观众 五月天经纪公司回应假唱质疑 :“每场演唱会不都是一样的吗？”五月天因被指在演唱会上存在假唱行为而陷入舆论风波。对于明星在演唱会上假唱的现象，有人认为可以理解，也有人认为这是对观众和音乐的不负责任。演唱会制作方也应该完善各个环节，保证观众所看到的是真正的音乐现场。希望娱乐圈中的各种音乐表演形式能得到更好的发展，给观众带来更好的音乐作品。,12月04日 16:05
事情越来越扑朔迷离了！B站up主麦田农夫，以及微博博主还有各路媒体争相炒作的五月天假唱事件。没想到又迎来反转，五月天的经纪公司声称没有假唱，只是歌曲的真假音转换部分！舆论发酵到了现在，如果五月天真没有假唱，完全可以起诉始作俑者 事情越来越扑朔迷离了！B站up主麦田农夫，以及微博博主还有各路媒体争相炒作的五月天假唱事件。没想到又迎来反转，五月天的经纪公司声称没有假唱，只是歌曲的真假音转换部分！舆论发酵到了现在，如果五月天真没有假唱，完全可以起诉始作俑者造谣诽谤等。如果有假唱的成分，那么就应该真诚的向社会公众致歉！！这才是解决风波的最有效的办法，而不是各路人马七嘴八舌乱说一气！,12月04日 16:03
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:03
,12月04日 16:01
【五月天经纪公司回应：没有假唱，稍后发声明】据界面新闻 ：12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱 【五月天经纪公司回应：没有假唱，稍后发声明】据界面新闻 ：12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 16:01
所以说等一个最终结果吧 希望这件事能好好处理,12月04日 15:59
【我和我骄傲的倔强 我在风中大声的假唱？】五月天涉嫌假唱的风波直到今天仍然没有平息。不过有律师表示，如果假唱属实，那么最多，也就是被罚款10万元。对于这种咖位的明星来说，罚款十万估计就跟罚我一块钱差不多，早知道是这个结果，还不如整场都假唱呢。2023年，五月天一共举行了59场演 【我和我骄傲的倔强 我在风中大声的假唱？】五月天涉嫌假唱的风波直到今天仍然没有平息。不过有律师表示，如果假唱属实，那么最多，也就是被罚款10万元。对于这种咖位的明星来说，罚款十万估计就跟罚我一块钱差不多，早知道是这个结果，还不如整场都假唱呢。2023年，五月天一共举行了59场演唱会，爆出假唱风波的是上海站这场，有专业博主做了鉴定，发现五月天唱的12首歌中，有5首是纯假唱，1首开头真唱，后半段假唱，和嘉宾告五人合作的两首歌，嘉宾是真唱，五月天却假唱。从粉丝晒出的视频中，可以看到主唱阿信对口型很明显，即使麦克风离嘴很远，声音也没有任何变化，即使把麦放下，歌曲前后也没有发生改变。还有人透露，五月天给大家带来一种很新的假唱，为了效果更逼真，他们会真假掺半，并在真唱的过程中故意破音或唱错词，这样即使假唱被抓包，这些瑕疵片段也可以用来澄清洗白。据记者了解，这次五月天在上海站的演唱会从11月12日至21日共演出8场，票价从355到1855不等，按上海体育场7.2万座位数计算，单在上海一地，五月天就吸金超6亿。尽管在相关部门调查结果没有出炉之前，五月天是否假唱还是一个未知数，但对于这场愈演愈烈的风波，五月天方面也应及时给出回应，做出必要的解释。如果没有假唱，那就拿起法律武器，捍卫自身的名誉权；如果的确假唱了，那就该罚的罚，该认的认，就像他们的歌唱的那样：如果对自己妥协 如果对自己说谎 即使别人原谅 我也不能原谅。,12月04日 15:58
眼见为实，耳听为虚真假定会水落石出真唱&假唱,12月04日 15:58
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:55
垫音=假唱？？？混淆视听 拜托搞搞清楚吧🙏,12月04日 15:52
如果五月天假唱实锤，我就是他头号黑粉！欺负我855✖️2看不清楚舞台是吧！抵制假唱和听五月天的歌，是两件事！,12月04日 15:51
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:51
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”（界面新闻）⑱,12月04日 15:51
挣了6个亿？,12月04日 15:51
看了五月天的演唱视频，确实是部分嘴形对不上还在唱啊，这不是假唱吗？他主页下面点赞最高的是这条,12月04日 15:51
五月天在杭州假唱了吗？假唱的话可以退钱给我吗？,12月04日 15:51
如果不想看我啰嗦一大堆，可以直接拉到最后，最后一句最重要！五月天经济公司称没有假唱，但是否是假唱，就让我这个大好人来教你如何鉴定五月天是否假唱：看起来好像非常高深的技术流，其原理：①提取出纯人声，②对比棚录音源X波型和格子整齐重叠为假唱。〇有偏移是真唱。数 如果不想看我啰嗦一大堆，可以直接拉到最后，最后一句最重要！五月天经济公司称没有假唱，但是否是假唱，就让我这个大好人来教你如何鉴定五月天是否假唱：看起来好像非常高深的技术流，其原理：①提取出纯人声，②对比棚录音源X波型和格子整齐重叠为假唱。〇有偏移是真唱。数据可视化当然没有什么问题，有问题的却是言语上的引导，都在合理范围，为什么有的被强调音准，有的被强调偏移？！软件结果不会说谎，而人却不好说了。首先，用机器定义的“准”来要求人的肉嗓，这种行为就很一言难尽。人不是机器，以人的生理构造是不可能做到机器完全无误差的精度。其次，一个成熟的有水平的歌手在演唱中对歌曲细节的处理、技巧的运用和临场即兴发挥，还有出泛音的情况，都会引起波形的变化，即音准一定程度的偏移。看了半天，我也不知道我解释的你看懂了没？反正作为“五迷”的我来说，没有抢到票🎫也是怪气的！所以还是要给你们推荐羊角锤啊！它一直真实且硬核，你想要的，和你想却不敢要的，它都能给你！,12月04日 15:50
8050元（出组就打款）双系统有烟检【名称】糠酸莫米松鼻喷雾剂（市三）体检：12.7日.采血8日培训10日12月11-15日.12.19日-23日项目1-2【要求】1.18～45岁2.BMI19~26,12月04日 15:48
作为一个从《为爱而生》开始追过来、演唱会去过两场、演唱会神级现场经常刷的五迷，看到假唱还是蛮痛心的。假唱是否实锤可以等一手官方消息，但从分离出来的人声确实能感受到阿信的状态很差，嗓子嘶哑，高音上不去，低音下不来，跟我去 KTV 一个水平了。五月天这几年高强度的演唱会，状态这样也是 作为一个从《为爱而生》开始追过来、演唱会去过两场、演唱会神级现场经常刷的五迷，看到假唱还是蛮痛心的。假唱是否实锤可以等一手官方消息，但从分离出来的人声确实能感受到阿信的状态很差，嗓子嘶哑，高音上不去，低音下不来，跟我去 KTV 一个水平了。五月天这几年高强度的演唱会，状态这样也是情理之中的。但核心原因应该是五月天现在商业化太严重了，神作曲、神作词多久没有了，超神级别的演唱会现场多久没有了，爆炸级单曲多久没有了？（《说好不哭》阿信就是打个酱油）希望这一次事件之后能让他们好好歇一歇，好好带带告五人、八三夭这些晚辈，好好准备下一张专辑吧。,12月04日 15:48
喜欢五月天不只是演唱，更喜欢五月天的歌给我的鼓励和力量，五月天的每一首词曲都是我青春不可分割的一部分。,12月04日 15:48
大家就静静等结果吧 别再没有官方实打实证据下冷嘲热讽的伤了别人的心,12月04日 15:44
群众的眼睛是雪亮滴，到底唱没唱自己心里没数吗，除了都得给我真唱！！！,12月04日 15:42
不会是真的假唱了吧 蹲一个回应 ,12月04日 15:42
我不该笑你,12月04日 15:41
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”（界面新闻）,12月04日 15:40
住预制房，吃预制菜，听预制唱 ,12月04日 15:39
耳机里的青春真的假唱了吗 好难接受 ,12月04日 15:39
五月天以前不是一个网站吗？很多年前被警方打击后关闭了！近日，五月天被质疑在演唱会上假唱。12月3日深夜，五月天所属经纪公司发微博称，将于北京时间12月8日凌晨3点举行的“好好好想见到你”巴黎站演唱会，将采用全程直播的方式。12月4日，中国演出行业协会一工作人员称，已关注 五月天以前不是一个网站吗？很多年前被警方打击后关闭了！近日，五月天被质疑在演唱会上假唱。12月3日深夜，五月天所属经纪公司发微博称，将于北京时间12月8日凌晨3点举行的“好好好想见到你”巴黎站演唱会，将采用全程直播的方式。12月4日，中国演出行业协会一工作人员称，已关注到此事，目前正在等文化执法部门的处理结果。巴黎站演唱会的票不算白买了吗？直播就能看？,12月04日 15:39
怎么说呢，歌星在演唱会上假唱其实危害不大，没有任何人受到伤害，歌曲还是那个歌曲，观众还是那些观众。如果这个逻辑成立的话，那么观众听演唱会用假票，其实也没有危害，明星还是那个明星，演唱会还是那个演唱会。既然可以低成本无危害进行，那以后遇到假唱的歌星，观众用假票进场好了，逻辑是不是通 怎么说呢，歌星在演唱会上假唱其实危害不大，没有任何人受到伤害，歌曲还是那个歌曲，观众还是那些观众。如果这个逻辑成立的话，那么观众听演唱会用假票，其实也没有危害，明星还是那个明星，演唱会还是那个演唱会。既然可以低成本无危害进行，那以后遇到假唱的歌星，观众用假票进场好了，逻辑是不是通了。,12月04日 15:38
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:38
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:38
阿信在唱什么，口型都对不上,12月04日 15:37
等个证据,12月04日 15:35
这是真唱,12月04日 15:34
快点，顺便把那个自媒体给告了网络，主打一个公平公正⚖️…… 不过，我更想知道假唱的界定在哪里？垫音80%算不算？垫音20算不算？希望相关部门不仅仅出的是条例，更有细节的规则认定。 ,12月04日 15:34
五月天演唱会被鉴定有假唱，12首歌近一半对口型，真假穿插惹争议,12月04日 15:33
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:32
12月4日中午，有媒体新闻就新闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:32
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:30
瞧不起任何假唱行为请给予官方司法鉴定。,12月04日 15:29
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 15:28
<<思益经>>说:纲明尊者对大梵天说:修行者舍离一切烦恼，就是布施。面对任何情境时心无所动，就是持戒。面对任何情境时无所伤害，就是忍辱。面对任何情境时离一切相，就是精进。面对任何情境时无所住，就是禅定。面对任何情境时无戏论，就是智慧。这六种总称六波罗蜜，就是六度法。一 <<思益经>>说:纲明尊者对大梵天说:修行者舍离一切烦恼，就是布施。面对任何情境时心无所动，就是持戒。面对任何情境时无所伤害，就是忍辱。面对任何情境时离一切相，就是精进。面对任何情境时无所住，就是禅定。面对任何情境时无戏论，就是智慧。这六种总称六波罗蜜，就是六度法。一舍，二无起，三无念，四离相，五无住，六无戏论。修行者面对各种情境时，以这六种要领大用现前，它的奥妙与六种波罗蜜是一样的。,12月04日 15:25
顶流乐队五月天假唱？回应有些“倔强”，若实锤将晚节不保,12月04日 15:25
也是金生水水过旺水灭火的一种表象。热度不够，热情不足，迸发不够，心情不好情绪不佳就没有幽默感，过于冷淡，冷漠。就像全盘无火的命主，大多数时候都是，冷静，理智，冷漠，疏离，阴郁，凉凉的，冰冰的，冷冷的。 ,12月04日 15:24
